ubicacion,owners,owner_count,articles,article_count,tipologia,width_mode,stock_pal_total,pasillo,columna,altura,denominacion_propietario,assigned_owner,owner_bucket,unit_resultante,eu_equivalente_factor
006-128-10,[23],1,['31004'],1,AM,AM,1.0,6.0,128.0,10.0,NOMBRE,23,23,posicion_rack,1.5
006-128-20,[3],1,"['22009', '91227']",2,AM,AM,5.0,6.0,128.0,20.0,NOMBRE,3,3,posicion_rack,1.5
006-128-30,[4],1,['91075'],1,AM,AM,1.0,6.0,128.0,30.0,NOMBRE,4,4,posicion_rack,1.5
006-128-40,[4],1,['167003'],1,AM,AM,2.0,6.0,128.0,40.0,NOMBRE,4,4,posicion_rack,1.5
006-129-10,[34],1,"['184250', '202042', '203075', '206115', '51242', '51243']",6,TR,TR,17.0,6.0,129.0,10.0,NOMBRE,34,34,posicion_rack,3.0
006-129-20,[64],1,['206088'],1,TR,TR,1.0,6.0,129.0,20.0,NOMBRE,64,64,posicion_rack,3.0
006-129-30,[14],1,['23036'],1,TR,TR,1.0,6.0,129.0,30.0,NOMBRE,14,14,posicion_rack,3.0
006-130-20,[96],1,['32040'],1,TR,TR,1.0,6.0,130.0,20.0,NOMBRE,96,96,posicion_rack,3.0
006-132-10,[24],1,['91042'],1,AM,AM,1.0,6.0,132.0,10.0,NOMBRE,24,24,posicion_rack,1.5
006-132-20,[24],1,"['22014', '31004']",2,AM,AM,2.0,6.0,132.0,20.0,NOMBRE,24,24,posicion_rack,1.5
006-132-30,[23],1,['21212'],1,AM,AM,1.0,6.0,132.0,30.0,NOMBRE,23,23,posicion_rack,1.5
006-132-40,[3],1,['167006'],1,AM,AM,3.0,6.0,132.0,40.0,NOMBRE,3,3,posicion_rack,1.5
007-001-20,[24],1,['22058'],1,AM,AM,3.0,7.0,1.0,20.0,MCC MADRID,24,24,posicion_rack,1.5
007-001-30,[29],1,['141195'],1,AM,AM,8.0,7.0,1.0,30.0,MAHOU FUTBOL,29,29,posicion_rack,1.5
007-001-40,[24],1,['31135'],1,AM,AM,12.0,7.0,1.0,40.0,MCC MADRID,24,24,posicion_rack,1.5
007-002-20,[24],1,['22139'],1,AM,AM,9.0,7.0,2.0,20.0,MCC MADRID,24,24,posicion_rack,1.5
007-002-30,[3],1,['31171'],1,AM,AM,26.0,7.0,2.0,30.0,ALHAMBRA,3,3,posicion_rack,1.5
007-002-40,[24],1,['22058'],1,AM,AM,10.0,7.0,2.0,40.0,MCC MADRID,24,24,posicion_rack,1.5
007-005-00,[34],1,['202022'],1,suelo_250,EU,3.0,7.0,5.0,0.0,NOMBRE,34,34,posicion_suelo,1.0
007-005-40,[24],1,['31099'],1,AM,AM,24.0,7.0,5.0,40.0,MCC MADRID,24,24,posicion_rack,1.5
007-006-10,[5],1,['209034'],1,AM,AM,7.0,7.0,6.0,10.0,SAN MIGUEL,5,5,posicion_rack,1.5
007-006-30,[3],1,['31171'],1,EU,EU,26.0,7.0,6.0,30.0,ALHAMBRA,3,3,posicion_rack,1.0
007-006-40,[24],1,['31047'],1,EU,EU,26.0,7.0,6.0,40.0,MCC MADRID,24,24,posicion_rack,1.0
007-007-40,[24],1,['31004'],1,AM,AM,12.0,7.0,7.0,40.0,MCC MADRID,24,24,posicion_rack,1.5
007-008-00,[34],1,"['202010', '96036', '96037']",3,suelo_250,EU,6.0,7.0,8.0,0.0,NOMBRE,34,34,posicion_suelo,1.0
007-008-10,[5],1,['209021'],1,EU,EU,5.0,7.0,8.0,10.0,SAN MIGUEL,5,5,posicion_rack,1.0
007-008-30,[3],1,['31171'],1,EU,EU,26.0,7.0,8.0,30.0,ALHAMBRA,3,3,posicion_rack,1.0
007-008-40,[3],1,['31171'],1,EU,EU,32.0,7.0,8.0,40.0,ALHAMBRA,3,3,posicion_rack,1.0
007-011-00,[5],1,['174037'],1,suelo_250,AM,1.0,7.0,11.0,0.0,SAN MIGUEL,5,5,posicion_suelo,1.5
007-011-30,[24],1,['31093'],1,AM,AM,32.0,7.0,11.0,30.0,MCC MADRID,24,24,posicion_rack,1.5
007-011-40,[24],1,['31004'],1,AM,AM,20.0,7.0,11.0,40.0,MCC MADRID,24,24,posicion_rack,1.5
007-012-20,[3],1,['91184'],1,EU,EU,3.0,7.0,12.0,20.0,ALHAMBRA,3,3,posicion_rack,1.0
007-012-30,[3],1,['31171'],1,EU,EU,26.0,7.0,12.0,30.0,ALHAMBRA,3,3,posicion_rack,1.0
007-012-40,[24],1,['22155'],1,EU,EU,17.0,7.0,12.0,40.0,MCC MADRID,24,24,posicion_rack,1.0
007-013-30,[24],1,['31045'],1,AM,AM,24.0,7.0,13.0,30.0,MCC MADRID,24,24,posicion_rack,1.5
007-013-40,[24],1,['31045'],1,AM,AM,24.0,7.0,13.0,40.0,MCC MADRID,24,24,posicion_rack,1.5
007-014-10,[23],1,['167001'],1,EU,EU,4.0,7.0,14.0,10.0,MAHOU-MARKETING OCIO,23,23,posicion_rack,1.0
007-014-20,[23],1,['23080'],1,EU,EU,2.0,7.0,14.0,20.0,MAHOU-MARKETING OCIO,23,23,posicion_rack,1.0
007-014-30,[3],1,['31171'],1,EU,EU,26.0,7.0,14.0,30.0,ALHAMBRA,3,3,posicion_rack,1.0
007-014-40,[24],1,['31105'],1,EU,EU,24.0,7.0,14.0,40.0,MCC MADRID,24,24,posicion_rack,1.0
007-015-00,[4],1,['51332'],1,suelo_250,S,1.0,7.0,15.0,0.0,SOLAN,4,4,posicion_suelo,1.0
007-016-00,[3],1,['152193'],1,suelo_250,AM,1.0,7.0,16.0,0.0,ALHAMBRA,3,3,posicion_suelo,1.5
007-017-00,[64],1,['51257'],1,suelo_250,AM,1.0,7.0,17.0,0.0,NOMBRE,64,64,posicion_suelo,1.5
007-017-30,[24],1,['31045'],1,AM,AM,20.0,7.0,17.0,30.0,MCC MADRID,24,24,posicion_rack,1.5
007-017-40,[24],1,['31045'],1,AM,AM,24.0,7.0,17.0,40.0,MCC MADRID,24,24,posicion_rack,1.5
007-018-30,[4],1,['133215'],1,EU,EU,385.0,7.0,18.0,30.0,SOLAN,4,4,posicion_rack,1.0
007-018-40,[24],1,['31105'],1,EU,EU,24.0,7.0,18.0,40.0,MCC MADRID,24,24,posicion_rack,1.0
007-019-30,[24],1,['31123'],1,AM,AM,8.0,7.0,19.0,30.0,MCC MADRID,24,24,posicion_rack,1.5
007-019-40,[24],1,['31045'],1,AM,AM,20.0,7.0,19.0,40.0,MCC MADRID,24,24,posicion_rack,1.5
007-020-00,[23],1,['202075'],1,suelo_250,S,1.0,7.0,20.0,0.0,MAHOU-MARKETING OCIO,23,23,posicion_suelo,1.0
007-020-10,[3],1,['91036'],1,EU,EU,2.0,7.0,20.0,10.0,ALHAMBRA,3,3,posicion_rack,1.0
007-020-30,[4],1,['133215'],1,EU,EU,720.0,7.0,20.0,30.0,SOLAN,4,4,posicion_rack,1.0
007-020-40,[24],1,['31047'],1,EU,EU,22.0,7.0,20.0,40.0,MCC MADRID,24,24,posicion_rack,1.0
007-022-00,[24],1,['31045'],1,suelo_250,S,11.0,7.0,22.0,0.0,MCC MADRID,24,24,posicion_suelo,1.0
007-023-30,[24],1,['31034'],1,AM,AM,22.0,7.0,23.0,30.0,MCC MADRID,24,24,posicion_rack,1.5
007-023-40,[24],1,['31045'],1,AM,AM,20.0,7.0,23.0,40.0,MCC MADRID,24,24,posicion_rack,1.5
007-024-10,[82],1,['31149'],1,AM,AM,30.0,7.0,24.0,10.0,BRUTUS DESARROLLO COMERCIAL,82,82,posicion_rack,1.5
007-024-30,[23],1,['91016'],1,AM,AM,1.0,7.0,24.0,30.0,MAHOU-MARKETING OCIO,23,23,posicion_rack,1.5
007-024-40,[24],1,['31105'],1,AM,AM,26.0,7.0,24.0,40.0,MCC MADRID,24,24,posicion_rack,1.5
007-025-00,[23],1,['174006'],1,suelo_250,S,1.0,7.0,25.0,0.0,MAHOU-MARKETING OCIO,23,23,posicion_suelo,1.0
007-025-30,[24],1,['31045'],1,AM,AM,20.0,7.0,25.0,30.0,MCC MADRID,24,24,posicion_rack,1.5
007-025-40,[14],1,['31019'],1,AM,AM,15.0,7.0,25.0,40.0,FUNDACION MAHOU SAN MIGUEL,14,14,posicion_rack,1.5
007-026-00,[24],1,['22043'],1,suelo_250,AM,4.0,7.0,26.0,0.0,MCC MADRID,24,24,posicion_suelo,1.5
007-026-10,[82],1,['31149'],1,EU,EU,28.0,7.0,26.0,10.0,BRUTUS DESARROLLO COMERCIAL,82,82,posicion_rack,1.0
007-026-30,[24],1,['31004'],1,AM,AM,16.0,7.0,26.0,30.0,MCC MADRID,24,24,posicion_rack,1.5
007-026-40,[24],1,['31105'],1,EU,EU,26.0,7.0,26.0,40.0,MCC MADRID,24,24,posicion_rack,1.0
007-028-00,[24],1,['31105'],1,suelo_250,S,5.0,7.0,28.0,0.0,MCC MADRID,24,24,posicion_suelo,1.0
007-029-30,[24],1,['31034'],1,AM,AM,22.0,7.0,29.0,30.0,MCC MADRID,24,24,posicion_rack,1.5
007-029-40,[24],1,['31045'],1,AM,AM,20.0,7.0,29.0,40.0,MCC MADRID,24,24,posicion_rack,1.5
007-030-00,[24],1,['21205'],1,suelo_250,AM,1.0,7.0,30.0,0.0,MCC MADRID,24,24,posicion_suelo,1.5
007-030-10,[82],1,['31149'],1,EU,EU,30.0,7.0,30.0,10.0,BRUTUS DESARROLLO COMERCIAL,82,82,posicion_rack,1.0
007-030-30,[24],1,['31004'],1,EU,EU,15.0,7.0,30.0,30.0,MCC MADRID,24,24,posicion_rack,1.0
007-030-40,[24],1,['31123'],1,EU,EU,24.0,7.0,30.0,40.0,MCC MADRID,24,24,posicion_rack,1.0
007-031-30,[24],1,['31045'],1,AM,AM,24.0,7.0,31.0,30.0,MCC MADRID,24,24,posicion_rack,1.5
007-031-40,[24],1,['31045'],1,AM,AM,18.0,7.0,31.0,40.0,MCC MADRID,24,24,posicion_rack,1.5
007-032-00,[24],1,['31047'],1,suelo_250,AM,2.0,7.0,32.0,0.0,MCC MADRID,24,24,posicion_suelo,1.5
007-032-30,[24],1,['31091'],1,EU,EU,18.0,7.0,32.0,30.0,MCC MADRID,24,24,posicion_rack,1.0
007-032-40,[24],1,['22014'],1,EU,EU,20.0,7.0,32.0,40.0,MCC MADRID,24,24,posicion_rack,1.0
007-035-30,[24],1,['31045'],1,AM,AM,20.0,7.0,35.0,30.0,MCC MADRID,24,24,posicion_rack,1.5
007-035-40,[24],1,['31031'],1,AM,AM,26.0,7.0,35.0,40.0,MCC MADRID,24,24,posicion_rack,1.5
007-036-10,[82],1,['31149'],1,EU,EU,30.0,7.0,36.0,10.0,BRUTUS DESARROLLO COMERCIAL,82,82,posicion_rack,1.0
007-036-20,[24],1,['22096'],1,AM,AM,5.0,7.0,36.0,20.0,MCC MADRID,24,24,posicion_rack,1.5
007-036-30,[24],1,['31015'],1,EU,EU,10.0,7.0,36.0,30.0,MCC MADRID,24,24,posicion_rack,1.0
007-036-40,[24],1,['31061'],1,EU,EU,26.0,7.0,36.0,40.0,MCC MADRID,24,24,posicion_rack,1.0
007-037-30,[24],1,['31045'],1,AM,AM,20.0,7.0,37.0,30.0,MCC MADRID,24,24,posicion_rack,1.5
007-037-40,[24],1,['31045'],1,AM,AM,24.0,7.0,37.0,40.0,MCC MADRID,24,24,posicion_rack,1.5
007-038-30,[24],1,['31034'],1,EU,EU,14.0,7.0,38.0,30.0,MCC MADRID,24,24,posicion_rack,1.0
007-038-40,[24],1,['22014'],1,EU,EU,20.0,7.0,38.0,40.0,MCC MADRID,24,24,posicion_rack,1.0
007-041-30,[24],1,['22007'],1,AM,AM,8.0,7.0,41.0,30.0,MCC MADRID,24,24,posicion_rack,1.5
007-041-40,[24],1,['31019'],1,AM,AM,20.0,7.0,41.0,40.0,MCC MADRID,24,24,posicion_rack,1.5
007-042-00,[23],1,['46022'],1,suelo_250,S,1.0,7.0,42.0,0.0,MAHOU-MARKETING OCIO,23,23,posicion_suelo,1.0
007-042-10,[82],1,['31149'],1,AM,AM,30.0,7.0,42.0,10.0,BRUTUS DESARROLLO COMERCIAL,82,82,posicion_rack,1.5
007-042-30,[24],1,['31045'],1,AM,AM,24.0,7.0,42.0,30.0,MCC MADRID,24,24,posicion_rack,1.5
007-042-40,[24],1,['31105'],1,AM,AM,26.0,7.0,42.0,40.0,MCC MADRID,24,24,posicion_rack,1.5
007-043-30,[24],1,['31045'],1,AM,AM,24.0,7.0,43.0,30.0,MCC MADRID,24,24,posicion_rack,1.5
007-043-40,[24],1,['31045'],1,AM,AM,20.0,7.0,43.0,40.0,MCC MADRID,24,24,posicion_rack,1.5
007-044-30,[24],1,['31004'],1,AM,AM,20.0,7.0,44.0,30.0,MCC MADRID,24,24,posicion_rack,1.5
007-044-40,[24],1,['31105'],1,AM,AM,26.0,7.0,44.0,40.0,MCC MADRID,24,24,posicion_rack,1.5
007-047-00,[23],1,['46022'],1,suelo_250,S,1.0,7.0,47.0,0.0,MAHOU-MARKETING OCIO,23,23,posicion_suelo,1.0
007-047-30,[24],1,['31045'],1,AM,AM,24.0,7.0,47.0,30.0,MCC MADRID,24,24,posicion_rack,1.5
007-047-40,[24],1,['31099'],1,AM,AM,30.0,7.0,47.0,40.0,MCC MADRID,24,24,posicion_rack,1.5
007-048-00,[23],1,['46022'],1,suelo_250,S,1.0,7.0,48.0,0.0,MAHOU-MARKETING OCIO,23,23,posicion_suelo,1.0
007-048-10,[82],1,['31149'],1,AM,AM,20.0,7.0,48.0,10.0,BRUTUS DESARROLLO COMERCIAL,82,82,posicion_rack,1.5
007-048-30,[24],1,['31045'],1,AM,AM,24.0,7.0,48.0,30.0,MCC MADRID,24,24,posicion_rack,1.5
007-048-40,[24],1,['31105'],1,AM,AM,26.0,7.0,48.0,40.0,MCC MADRID,24,24,posicion_rack,1.5
007-049-30,[24],1,['31045'],1,AM,AM,24.0,7.0,49.0,30.0,MCC MADRID,24,24,posicion_rack,1.5
007-049-40,[24],1,['31045'],1,AM,AM,23.0,7.0,49.0,40.0,MCC MADRID,24,24,posicion_rack,1.5
007-050-00,[24],1,['41085'],1,suelo_250,AM,3.0,7.0,50.0,0.0,MCC MADRID,24,24,posicion_suelo,1.5
007-050-30,[24],1,['31105'],1,AM,AM,5.0,7.0,50.0,30.0,MCC MADRID,24,24,posicion_rack,1.5
007-050-40,[24],1,['31061'],1,AM,AM,24.0,7.0,50.0,40.0,MCC MADRID,24,24,posicion_rack,1.5
007-052-00,[5],1,['46000'],1,suelo_250,S,1.0,7.0,52.0,0.0,SAN MIGUEL,5,5,posicion_suelo,1.0
007-053-00,[23],1,['46022'],1,suelo_250,S,1.0,7.0,53.0,0.0,MAHOU-MARKETING OCIO,23,23,posicion_suelo,1.0
007-053-30,[14],1,['22055'],1,AM,AM,3.0,7.0,53.0,30.0,FUNDACION MAHOU SAN MIGUEL,14,14,posicion_rack,1.5
007-053-40,[24],1,['31043'],1,AM,AM,24.0,7.0,53.0,40.0,MCC MADRID,24,24,posicion_rack,1.5
007-054-30,[24],1,['31033'],1,AM,AM,9.0,7.0,54.0,30.0,MCC MADRID,24,24,posicion_rack,1.5
007-054-40,[24],1,['31105'],1,AM,AM,26.0,7.0,54.0,40.0,MCC MADRID,24,24,posicion_rack,1.5
007-055-30,[82],1,['22199'],1,AM,AM,3.0,7.0,55.0,30.0,BRUTUS DESARROLLO COMERCIAL,82,82,posicion_rack,1.5
007-055-40,[24],1,['31091'],1,AM,AM,20.0,7.0,55.0,40.0,MCC MADRID,24,24,posicion_rack,1.5
007-056-00,[24],1,['209019'],1,suelo_250,S,1.0,7.0,56.0,0.0,MCC MADRID,24,24,posicion_suelo,1.0
007-056-30,[24],1,['31004'],1,AM,AM,20.0,7.0,56.0,30.0,MCC MADRID,24,24,posicion_rack,1.5
007-056-40,[24],1,['31105'],1,AM,AM,26.0,7.0,56.0,40.0,MCC MADRID,24,24,posicion_rack,1.5
007-057-00,[23],1,['23071'],1,suelo_250,S,1.0,7.0,57.0,0.0,MAHOU-MARKETING OCIO,23,23,posicion_suelo,1.0
007-058-00,[5],1,['44106'],1,suelo_250,S,1.0,7.0,58.0,0.0,SAN MIGUEL,5,5,posicion_suelo,1.0
007-059-00,[23],1,['23071'],1,suelo_250,S,1.0,7.0,59.0,0.0,MAHOU-MARKETING OCIO,23,23,posicion_suelo,1.0
007-059-30,[76],1,['21224'],1,AM,AM,2.0,7.0,59.0,30.0,UNIDAD INTERNACIONAL MARKETING,76,76,posicion_rack,1.5
007-059-40,[24],1,['31033'],1,AM,AM,26.0,7.0,59.0,40.0,MCC MADRID,24,24,posicion_rack,1.5
007-060-10,[82],1,['31149'],1,AM,AM,30.0,7.0,60.0,10.0,BRUTUS DESARROLLO COMERCIAL,82,82,posicion_rack,1.5
007-060-30,[24],1,['31045'],1,AM,AM,20.0,7.0,60.0,30.0,MCC MADRID,24,24,posicion_rack,1.5
007-060-40,[24],1,['31105'],1,AM,AM,26.0,7.0,60.0,40.0,MCC MADRID,24,24,posicion_rack,1.5
007-061-30,[76],1,['21224'],1,AM,AM,2.0,7.0,61.0,30.0,UNIDAD INTERNACIONAL MARKETING,76,76,posicion_rack,1.5
007-061-40,[24],1,['31033'],1,AM,AM,26.0,7.0,61.0,40.0,MCC MADRID,24,24,posicion_rack,1.5
007-062-30,[24],1,['31045'],1,AM,AM,20.0,7.0,62.0,30.0,MCC MADRID,24,24,posicion_rack,1.5
007-062-40,[24],1,['31105'],1,AM,AM,25.0,7.0,62.0,40.0,MCC MADRID,24,24,posicion_rack,1.5
007-065-30,[96],1,['31135'],1,AM,AM,4.0,7.0,65.0,30.0,VENUES,96,96,posicion_rack,1.5
007-065-40,[24],1,['31047'],1,AM,AM,26.0,7.0,65.0,40.0,MCC MADRID,24,24,posicion_rack,1.5
007-066-30,[34],1,['31091'],1,AM,AM,16.0,7.0,66.0,30.0,CUENTAS NACIONALES,34,34,posicion_rack,1.5
007-066-40,[24],1,['31047'],1,AM,AM,26.0,7.0,66.0,40.0,MCC MADRID,24,24,posicion_rack,1.5
007-067-10,[3],1,['23079'],1,AM,AM,2.0,7.0,67.0,10.0,ALHAMBRA,3,3,posicion_rack,1.5
007-067-20,[3],1,['23079'],1,AM,AM,2.0,7.0,67.0,20.0,ALHAMBRA,3,3,posicion_rack,1.5
007-067-30,[24],1,['22011'],1,AM,AM,4.0,7.0,67.0,30.0,MCC MADRID,24,24,posicion_rack,1.5
007-067-40,[24],1,['22027'],1,AM,AM,20.0,7.0,67.0,40.0,MCC MADRID,24,24,posicion_rack,1.5
007-068-30,[14],1,['31019'],1,AM,AM,24.0,7.0,68.0,30.0,FUNDACION MAHOU SAN MIGUEL,14,14,posicion_rack,1.5
007-068-40,[24],1,['31123'],1,AM,AM,24.0,7.0,68.0,40.0,MCC MADRID,24,24,posicion_rack,1.5
007-071-10,[3],1,['91227'],1,AM,AM,2.0,7.0,71.0,10.0,ALHAMBRA,3,3,posicion_rack,1.5
007-071-20,[3],1,['23079'],1,AM,AM,2.0,7.0,71.0,20.0,ALHAMBRA,3,3,posicion_rack,1.5
007-071-30,[24],1,['31034'],1,AM,AM,22.0,7.0,71.0,30.0,MCC MADRID,24,24,posicion_rack,1.5
007-071-40,[24],1,['31043'],1,AM,AM,14.0,7.0,71.0,40.0,MCC MADRID,24,24,posicion_rack,1.5
007-072-00,[23],1,['46023'],1,suelo_estandar,S,1.0,7.0,72.0,0.0,MAHOU-MARKETING OCIO,23,23,posicion_suelo,1.0
007-072-30,[24],1,['31004'],1,AM,AM,20.0,7.0,72.0,30.0,MCC MADRID,24,24,posicion_rack,1.5
007-072-40,[24],1,['31047'],1,AM,AM,26.0,7.0,72.0,40.0,MCC MADRID,24,24,posicion_rack,1.5
007-073-20,[3],1,['23079'],1,AM,AM,2.0,7.0,73.0,20.0,ALHAMBRA,3,3,posicion_rack,1.5
007-073-30,[24],1,['31091'],1,AM,AM,18.0,7.0,73.0,30.0,MCC MADRID,24,24,posicion_rack,1.5
007-073-40,[24],1,['31047'],1,AM,AM,26.0,7.0,73.0,40.0,MCC MADRID,24,24,posicion_rack,1.5
007-074-00,[23],1,['46023'],1,suelo_estandar,S,1.0,7.0,74.0,0.0,MAHOU-MARKETING OCIO,23,23,posicion_suelo,1.0
007-074-30,[24],1,['31045'],1,AM,AM,20.0,7.0,74.0,30.0,MCC MADRID,24,24,posicion_rack,1.5
007-074-40,[24],1,['22155'],1,AM,AM,15.0,7.0,74.0,40.0,MCC MADRID,24,24,posicion_rack,1.5
007-077-20,[3],1,['23079'],1,AM,AM,2.0,7.0,77.0,20.0,ALHAMBRA,3,3,posicion_rack,1.5
007-077-30,[3],1,['22140'],1,AM,AM,4.0,7.0,77.0,30.0,ALHAMBRA,3,3,posicion_rack,1.5
007-077-40,[24],1,['31004'],1,AM,AM,20.0,7.0,77.0,40.0,MCC MADRID,24,24,posicion_rack,1.5
007-078-00,[23],1,['46023'],1,suelo_estandar,S,1.0,7.0,78.0,0.0,MAHOU-MARKETING OCIO,23,23,posicion_suelo,1.0
007-078-30,[24],1,['31004'],1,AM,AM,20.0,7.0,78.0,30.0,MCC MADRID,24,24,posicion_rack,1.5
007-078-40,[24],1,['31123'],1,AM,AM,24.0,7.0,78.0,40.0,MCC MADRID,24,24,posicion_rack,1.5
007-079-20,[3],1,['23079'],1,AM,AM,2.0,7.0,79.0,20.0,ALHAMBRA,3,3,posicion_rack,1.5
007-079-30,[12],1,['31088'],1,AM,AM,22.0,7.0,79.0,30.0,ESPACIOS CERVECERAS,12,12,posicion_rack,1.5
007-079-40,[24],1,['31011'],1,AM,AM,24.0,7.0,79.0,40.0,MCC MADRID,24,24,posicion_rack,1.5
007-080-00,[23],1,['46023'],1,suelo_estandar,S,1.0,7.0,80.0,0.0,MAHOU-MARKETING OCIO,23,23,posicion_suelo,1.0
007-080-30,[24],1,['31004'],1,AM,AM,20.0,7.0,80.0,30.0,MCC MADRID,24,24,posicion_rack,1.5
007-080-40,[24],1,['22155'],1,AM,AM,15.0,7.0,80.0,40.0,MCC MADRID,24,24,posicion_rack,1.5
007-083-10,[82],1,['31149'],1,AM,AM,30.0,7.0,83.0,10.0,BRUTUS DESARROLLO COMERCIAL,82,82,posicion_rack,1.5
007-083-20,[3],1,['23079'],1,AM,AM,2.0,7.0,83.0,20.0,ALHAMBRA,3,3,posicion_rack,1.5
007-083-30,[3],1,['22165'],1,AM,AM,7.0,7.0,83.0,30.0,ALHAMBRA,3,3,posicion_rack,1.5
007-084-10,[82],1,['31149'],1,AM,AM,29.0,7.0,84.0,10.0,BRUTUS DESARROLLO COMERCIAL,82,82,posicion_rack,1.5
007-084-20,[82],1,['31149'],1,AM,AM,30.0,7.0,84.0,20.0,BRUTUS DESARROLLO COMERCIAL,82,82,posicion_rack,1.5
007-084-30,[24],1,['31004'],1,AM,AM,20.0,7.0,84.0,30.0,MCC MADRID,24,24,posicion_rack,1.5
