art,reserva,owner_base,uds,adr,qcnt,capa_conversion,factor_conversion_usado,tipologia_estimacion,unidad_resultante,posiciones_estimadas,soporte,estado_conversion,eu_equivalente,modulos_3eu,penaliza_altura_10,impacto_10
142020,29,29,6,AM02804,1,C,1.0,suelo_250,posicion_suelo,6.0,dimensión >= 190 cm o categoría exterior; owner=prefijo_RESERVA,inferido,6.0,2.0,True,6.0
11030,77 CANADAS,77,59,AO03604,59,B,48.0,balda_9h,subhueco_balda,1.2291666666666667,match_articulo; owner=prefijo_RESERVA,soportado,0.13657407407407407,0.04552469135802469,False,0.0
91155,77,77,2,BC06800,1,C,6.0,EU,posicion_rack,0.3333333333333333,dimensión compatible con EU; owner=prefijo_RESERVA,inferido,0.3333333333333333,0.1111111111111111,False,0.0
*MULTI*,,sin_asignacion_segura,1,AT14704,1,C,,revision_manual,revision_manual,,revision_manual_sin_dimensiones; owner=sin_match,revision_manual,,,False,0.0
111010,32,32,694,AI10804,694,C,12.0,balda_9h,subhueco_balda,57.833333333333336,dimensión pequeña con bajo volumen; owner=prefijo_RESERVA,inferido,6.425925925925926,2.1419753086419755,False,0.0
36032,64,64,6,AQ04603,1,C,2.0,suelo_126,posicion_suelo,3.0,dimensión <= 126 cm; owner=prefijo_RESERVA,inferido,3.0,1.0,False,0.0
202044,77,77,5,TJ02100,1,B,5.5,EU,posicion_rack,0.9090909090909091,match_articulo; owner=prefijo_RESERVA,soportado,0.9090909090909091,0.30303030303030304,False,0.0
98774,71,71,2,AW02004,2,C,,revision_manual,revision_manual,,revision_manual_sin_dimensiones; owner=prefijo_RESERVA,revision_manual,,,False,0.0
98234,29,29,18,AV08201,1,C,,revision_manual,revision_manual,,revision_manual_sin_dimensiones; owner=prefijo_RESERVA,revision_manual,,,False,0.0
12025,77,77,384,AK11206,1,C,12.0,balda_9h,subhueco_balda,32.0,dimensión pequeña con bajo volumen; owner=prefijo_RESERVA,inferido,3.5555555555555554,1.1851851851851851,False,0.0
32051,71,71,7,AU14403,1,C,2.0,suelo_126,posicion_suelo,3.5,dimensión <= 126 cm; owner=prefijo_RESERVA,inferido,3.5,1.1666666666666667,False,0.0
15017,61,61,2184,AL00802,1,A,48.0,balda_9h,subhueco_balda,45.5,match_articulo_propietario; owner=prefijo_RESERVA,soportado,5.055555555555555,1.6851851851851851,False,0.0
98768,64,64,1,BB06705,1,C,,revision_manual,revision_manual,,revision_manual_sin_dimensiones; owner=prefijo_RESERVA,revision_manual,,,False,0.0
63001,96,96,168,B03,1,B,744.0,EU,posicion_rack,0.22580645161290322,match_articulo; owner=prefijo_RESERVA,soportado,0.22580645161290322,0.07526881720430108,False,0.0
154021,64 CAMION120,64,1,AI05701,1,C,1.0,suelo_250,posicion_suelo,1.0,dimensión >= 190 cm o categoría exterior; owner=prefijo_RESERVA,inferido,1.0,0.3333333333333333,True,1.0
16045V,77,77,1,BD14903,1,C,,revision_manual,revision_manual,,revision_manual_sin_dimensiones; owner=prefijo_RESERVA,revision_manual,,,False,0.0
*MULTI*,,sin_asignacion_segura,1,AV11403,1,C,,revision_manual,revision_manual,,revision_manual_sin_dimensiones; owner=sin_match,revision_manual,,,False,0.0
148007,37,37,1,AL102,1,C,12.0,balda_9h,subhueco_balda,0.08333333333333333,dimensión pequeña con bajo volumen; owner=prefijo_RESERVA,inferido,0.009259259259259259,0.0030864197530864196,False,0.0
148045,37,37,1,AL102,1,C,12.0,balda_9h,subhueco_balda,0.08333333333333333,dimensión pequeña con bajo volumen; owner=prefijo_RESERVA,inferido,0.009259259259259259,0.0030864197530864196,False,0.0
991088,64,64,3,AZ11801,3,C,12.0,balda_9h,subhueco_balda,0.25,dimensión pequeña con bajo volumen; owner=prefijo_RESERVA,inferido,0.027777777777777776,0.009259259259259259,False,0.0
51045,29,29,3,AT08503,1,C,2.0,suelo_126,posicion_suelo,1.5,dimensión <= 126 cm; owner=prefijo_RESERVA,inferido,1.5,0.5,False,0.0
146057,3  PICO,3,1214,98,1,C,12.0,balda_9h,subhueco_balda,101.16666666666667,dimensión pequeña con bajo volumen; owner=prefijo_RESERVA,inferido,11.24074074074074,3.746913580246914,False,0.0
11009,61,61,1080,AZ12903,1,B,120.0,EU,posicion_rack,9.0,match_articulo; owner=prefijo_RESERVA,soportado,9.0,3.0,False,0.0
51370,32,32,2,AH01005,1,C,16.0,AM,posicion_rack,0.125,dimensión compatible con AM; owner=prefijo_RESERVA,inferido,0.1875,0.0625,False,0.0
184216,64,64,6,BC08302,6,C,2.0,suelo_126,posicion_suelo,3.0,dimensión <= 126 cm; owner=prefijo_RESERVA,inferido,3.0,1.0,False,0.0
144007,29,29,4,AJ08905,1,C,2.0,suelo_126,posicion_suelo,2.0,dimensión <= 126 cm; owner=prefijo_RESERVA,inferido,2.0,0.6666666666666666,False,0.0
12019,29,29,984,AZ06603,1,B,228.0,EU,posicion_rack,4.315789473684211,match_articulo; owner=prefijo_RESERVA,soportado,4.315789473684211,1.4385964912280702,False,0.0
103590,29,29,1,AV13702,1,C,12.0,balda_9h,subhueco_balda,0.08333333333333333,dimensión pequeña con bajo volumen; owner=prefijo_RESERVA,inferido,0.009259259259259259,0.0030864197530864196,False,0.0
98609,61,61,10,AO13804,10,C,,revision_manual,revision_manual,,revision_manual_sin_dimensiones; owner=prefijo_RESERVA,revision_manual,,,False,0.0
74036,60,60,336,BA06102,1,C,12.0,balda_9h,subhueco_balda,28.0,dimensión pequeña con bajo volumen; owner=prefijo_RESERVA,inferido,3.1111111111111107,1.037037037037037,False,0.0
148086,4,4,1,AL102,1,C,6.0,EU,posicion_rack,0.16666666666666666,dimensión compatible con EU; owner=prefijo_RESERVA,inferido,0.16666666666666666,0.05555555555555555,False,0.0
102622,33,33,16,BB09403,16,C,12.0,balda_9h,subhueco_balda,1.3333333333333333,dimensión pequeña con bajo volumen; owner=prefijo_RESERVA,inferido,0.14814814814814814,0.04938271604938271,False,0.0
61041,33,33,167,TJ13203,1,C,12.0,balda_9h,subhueco_balda,13.916666666666666,dimensión pequeña con bajo volumen; owner=prefijo_RESERVA,inferido,1.546296296296296,0.5154320987654321,False,0.0
102639,29,29,9,AU14604,9,C,12.0,balda_9h,subhueco_balda,0.75,dimensión pequeña con bajo volumen; owner=prefijo_RESERVA,inferido,0.08333333333333333,0.027777777777777776,False,0.0
174123,29,29,1,AZ13001,1,C,2.0,TR,posicion_rack,0.5,dimensión larga compatible con TR; owner=prefijo_RESERVA,inferido,1.5,0.5,False,0.0
98731,61,61,3,AZ02300,3,C,,revision_manual,revision_manual,,revision_manual_sin_dimensiones; owner=prefijo_RESERVA,revision_manual,,,False,0.0
51187,71,71,1,AW02004,1,C,2.0,suelo_126,posicion_suelo,0.5,dimensión <= 126 cm; owner=prefijo_RESERVA,inferido,0.5,0.16666666666666666,False,0.0
91032,33,33,1,AZ08403,1,C,2.0,suelo_126,posicion_suelo,0.5,dimensión <= 126 cm; owner=prefijo_RESERVA,inferido,0.5,0.16666666666666666,False,0.0
61012,61,61,101,AK01105,101,B,78.0,EU,posicion_rack,1.294871794871795,match_articulo; owner=prefijo_RESERVA,soportado,1.294871794871795,0.43162393162393164,False,0.0
98592,61,61,3,AO12803,3,C,,revision_manual,revision_manual,,revision_manual_sin_dimensiones; owner=prefijo_RESERVA,revision_manual,,,False,0.0
91199,64,64,1,BA10403,1,C,2.0,suelo_126,posicion_suelo,0.5,dimensión <= 126 cm; owner=prefijo_RESERVA,inferido,0.5,0.16666666666666666,False,0.0
206050,29,29,23,AH06404,1,A,19.5,AM,posicion_rack,1.1794871794871795,match_articulo_propietario; owner=prefijo_RESERVA,soportado,1.7692307692307692,0.5897435897435898,False,0.0
132002,29,29,1,AV13702,1,C,12.0,balda_9h,subhueco_balda,0.08333333333333333,dimensión pequeña con bajo volumen; owner=prefijo_RESERVA,inferido,0.009259259259259259,0.0030864197530864196,False,0.0
98749,64,64,4,AL03505,4,C,,revision_manual,revision_manual,,revision_manual_sin_dimensiones; owner=prefijo_RESERVA,revision_manual,,,False,0.0
51313,71,71,1,BA11900,1,C,2.0,suelo_126,posicion_suelo,0.5,dimensión <= 126 cm; owner=prefijo_RESERVA,inferido,0.5,0.16666666666666666,False,0.0
61004,32,32,18,TJ13603,1,B,300.0,EU,posicion_rack,0.06,match_articulo; owner=prefijo_RESERVA,soportado,0.06,0.02,False,0.0
121028,32,32,35,AZ08905,35,C,12.0,balda_9h,subhueco_balda,2.9166666666666665,dimensión pequeña con bajo volumen; owner=prefijo_RESERVA,inferido,0.324074074074074,0.10802469135802469,False,0.0
103188,29,29,30,AV13002,30,C,12.0,balda_9h,subhueco_balda,2.5,dimensión pequeña con bajo volumen; owner=prefijo_RESERVA,inferido,0.2777777777777778,0.09259259259259259,False,0.0
123083,32,32,2,AK01803,2,C,2.0,suelo_126,posicion_suelo,1.0,dimensión <= 126 cm; owner=prefijo_RESERVA,inferido,1.0,0.3333333333333333,False,0.0
132053,29,29,13,AV13702,13,C,12.0,balda_9h,subhueco_balda,1.0833333333333333,dimensión pequeña con bajo volumen; owner=prefijo_RESERVA,inferido,0.12037037037037035,0.040123456790123455,False,0.0
98601,61,61,5,AO13004,5,C,,revision_manual,revision_manual,,revision_manual_sin_dimensiones; owner=prefijo_RESERVA,revision_manual,,,False,0.0
14012,33,33,240,AT10004,1,B,144.0,EU,posicion_rack,1.6666666666666667,match_articulo; owner=prefijo_RESERVA,soportado,1.6666666666666667,0.5555555555555556,False,0.0
14015,29,29,936,AO03102,1,A,24.0,balda_9h,subhueco_balda,39.0,match_articulo_propietario; owner=prefijo_RESERVA,soportado,4.333333333333333,1.4444444444444444,False,0.0
131060,33,33,1,BA04603,1,C,12.0,balda_9h,subhueco_balda,0.08333333333333333,dimensión pequeña con bajo volumen; owner=prefijo_RESERVA,inferido,0.009259259259259259,0.0030864197530864196,False,0.0
102615,29,29,1,B03,1,C,12.0,balda_9h,subhueco_balda,0.08333333333333333,dimensión pequeña con bajo volumen; owner=prefijo_RESERVA,inferido,0.009259259259259259,0.0030864197530864196,False,0.0
98747,64,64,1,AL03505,1,C,,revision_manual,revision_manual,,revision_manual_sin_dimensiones; owner=prefijo_RESERVA,revision_manual,,,False,0.0
124136,30,30,360,B03,1,C,12.0,balda_9h,subhueco_balda,30.0,dimensión pequeña con bajo volumen; owner=prefijo_RESERVA,inferido,3.333333333333333,1.1111111111111112,False,0.0
103174,29,29,8,AV13002,8,C,12.0,balda_9h,subhueco_balda,0.6666666666666666,dimensión pequeña con bajo volumen; owner=prefijo_RESERVA,inferido,0.07407407407407407,0.024691358024691357,False,0.0
11013,29,29,264,AJ08807,1,A,36.0,balda_9h,subhueco_balda,7.333333333333333,match_articulo_propietario; owner=prefijo_RESERVA,soportado,0.8148148148148148,0.2716049382716049,False,0.0
61039,61,61,23,AJ07006,23,C,12.0,balda_9h,subhueco_balda,1.9166666666666667,dimensión pequeña con bajo volumen; owner=prefijo_RESERVA,inferido,0.21296296296296297,0.07098765432098765,False,0.0
23061,7,7,1,AZ09301,1,C,16.0,AM,posicion_rack,0.0625,dimensión compatible con AM; owner=prefijo_RESERVA,inferido,0.09375,0.03125,False,0.0
102154,14 VOLUNTARIA,14,21,BA02801,21,A,228.0,balda_9h,subhueco_balda,0.09210526315789473,match_articulo_propietario; owner=prefijo_RESERVA,soportado,0.01023391812865497,0.00341130604288499,False,0.0
98896,64,64,31,AZ01902,31,C,,revision_manual,revision_manual,,revision_manual_sin_dimensiones; owner=prefijo_RESERVA,revision_manual,,,False,0.0
159008,64,64,2,TJ08202,1,C,16.0,AM,posicion_rack,0.125,dimensión compatible con AM; owner=prefijo_RESERVA,inferido,0.1875,0.0625,False,0.0
11014,61,61,48,AV02803,1,B,48.0,EU,posicion_rack,1.0,match_articulo; owner=prefijo_RESERVA,soportado,1.0,0.3333333333333333,False,0.0
22054,32,32,3,BC02403,1,C,2.0,suelo_126,posicion_suelo,1.5,dimensión <= 126 cm; owner=prefijo_RESERVA,inferido,1.5,0.5,False,0.0
14014,29,29,24,AV14002,1,A,276.0,EU,posicion_rack,0.08695652173913043,match_articulo_propietario; owner=prefijo_RESERVA,soportado,0.08695652173913043,0.028985507246376812,False,0.0
*MULTI*,,sin_asignacion_segura,1,B03,1,C,,revision_manual,revision_manual,,revision_manual_sin_dimensiones; owner=sin_match,revision_manual,,,False,0.0
106001,32,32,55,AZ08905,55,C,12.0,balda_9h,subhueco_balda,4.583333333333333,dimensión pequeña con bajo volumen; owner=prefijo_RESERVA,inferido,0.5092592592592592,0.16975308641975306,False,0.0
22113,7,7,4,BF07503,1,C,2.0,suelo_126,posicion_suelo,2.0,dimensión <= 126 cm; owner=prefijo_RESERVA,inferido,2.0,0.6666666666666666,False,0.0
148088,4,4,1,AL107,1,C,2.0,suelo_126,posicion_suelo,0.5,dimensión <= 126 cm; owner=prefijo_RESERVA,inferido,0.5,0.16666666666666666,False,0.0
148082,4,4,3,AL107,1,C,12.0,balda_9h,subhueco_balda,0.25,dimensión pequeña con bajo volumen; owner=prefijo_RESERVA,inferido,0.027777777777777776,0.009259259259259259,False,0.0
102617,29,29,1,B03,1,C,12.0,balda_9h,subhueco_balda,0.08333333333333333,dimensión pequeña con bajo volumen; owner=prefijo_RESERVA,inferido,0.009259259259259259,0.0030864197530864196,False,0.0
102253,29,29,9,AV13702,9,C,12.0,balda_9h,subhueco_balda,0.75,dimensión pequeña con bajo volumen; owner=prefijo_RESERVA,inferido,0.08333333333333333,0.027777777777777776,False,0.0
11009,61,61,24,AJ07506,2,B,120.0,EU,posicion_rack,0.2,match_articulo; owner=prefijo_RESERVA,soportado,0.2,0.06666666666666667,False,0.0
*MULTI*,,sin_asignacion_segura,1,AJ10203,1,C,,revision_manual,revision_manual,,revision_manual_sin_dimensiones; owner=sin_match,revision_manual,,,False,0.0
*MULTI*,,sin_asignacion_segura,1,BD14903,1,C,,revision_manual,revision_manual,,revision_manual_sin_dimensiones; owner=sin_match,revision_manual,,,False,0.0
65048,29,29,48,AZ10005,1,C,12.0,balda_9h,subhueco_balda,4.0,dimensión pequeña con bajo volumen; owner=prefijo_RESERVA,inferido,0.4444444444444444,0.14814814814814814,False,0.0
205023,37,37,1,C09,1,C,1.0,suelo_250,posicion_suelo,1.0,dimensión >= 190 cm o categoría exterior; owner=prefijo_RESERVA,inferido,1.0,0.3333333333333333,True,1.0
74036,60,60,264,AM08102,1,C,12.0,balda_9h,subhueco_balda,22.0,dimensión pequeña con bajo volumen; owner=prefijo_RESERVA,inferido,2.444444444444444,0.8148148148148148,False,0.0
*MULTI*,,sin_asignacion_segura,1,AO13804,1,C,,revision_manual,revision_manual,,revision_manual_sin_dimensiones; owner=sin_match,revision_manual,,,False,0.0
123018,32,32,308,AK01803,308,C,12.0,balda_9h,subhueco_balda,25.666666666666668,dimensión pequeña con bajo volumen; owner=prefijo_RESERVA,inferido,2.8518518518518516,0.9506172839506173,False,0.0
152170,64,64,2,AT10303,2,C,2.0,suelo_126,posicion_suelo,1.0,dimensión <= 126 cm; owner=prefijo_RESERVA,inferido,1.0,0.3333333333333333,False,0.0
121032,33,33,7,BA04603,7,C,12.0,balda_9h,subhueco_balda,0.5833333333333334,dimensión pequeña con bajo volumen; owner=prefijo_RESERVA,inferido,0.06481481481481481,0.02160493827160494,False,0.0
98757,64,64,1,AZ00401,1,C,,revision_manual,revision_manual,,revision_manual_sin_dimensiones; owner=prefijo_RESERVA,revision_manual,,,False,0.0
161106,71,71,1,BD13701,1,C,1.0,suelo_250,posicion_suelo,1.0,dimensión >= 190 cm o categoría exterior; owner=prefijo_RESERVA,inferido,1.0,0.3333333333333333,True,1.0
61028,61,61,12,AK01105,12,C,12.0,balda_9h,subhueco_balda,1.0,dimensión pequeña con bajo volumen; owner=prefijo_RESERVA,inferido,0.1111111111111111,0.037037037037037035,False,0.0
126118,61,61,10,AV13006,10,C,12.0,balda_9h,subhueco_balda,0.8333333333333334,dimensión pequeña con bajo volumen; owner=prefijo_RESERVA,inferido,0.09259259259259259,0.0308641975308642,False,0.0
98730,61,61,4,AZ02300,4,C,,revision_manual,revision_manual,,revision_manual_sin_dimensiones; owner=prefijo_RESERVA,revision_manual,,,False,0.0
129117,29,29,4,BF07103,4,C,2.0,suelo_126,posicion_suelo,2.0,dimensión <= 126 cm; owner=prefijo_RESERVA,inferido,2.0,0.6666666666666666,False,0.0
192046,33,33,4000,BB11703,1,C,12.0,balda_9h,subhueco_balda,333.3333333333333,dimensión pequeña con bajo volumen; owner=prefijo_RESERVA,inferido,37.03703703703703,12.345679012345679,False,0.0
98608,61,61,8,AO13804,8,C,,revision_manual,revision_manual,,revision_manual_sin_dimensiones; owner=prefijo_RESERVA,revision_manual,,,False,0.0
*MULTI*,,sin_asignacion_segura,1,BF07103,1,C,,revision_manual,revision_manual,,revision_manual_sin_dimensiones; owner=sin_match,revision_manual,,,False,0.0
205230,5,5,3,98,1,C,1.0,suelo_250,posicion_suelo,3.0,dimensión >= 190 cm o categoría exterior; owner=prefijo_RESERVA,inferido,3.0,1.0,True,3.0
*MULTI*,,sin_asignacion_segura,1,AN09406,1,C,,revision_manual,revision_manual,,revision_manual_sin_dimensiones; owner=sin_match,revision_manual,,,False,0.0
98642,61,61,3,AZ02300,3,C,,revision_manual,revision_manual,,revision_manual_sin_dimensiones; owner=prefijo_RESERVA,revision_manual,,,False,0.0
43011,32,32,1,AZ02802,1,C,2.0,TR,posicion_rack,0.5,dimensión larga compatible con TR; owner=prefijo_RESERVA,inferido,1.5,0.5,False,0.0
161108,61,61,1,AJ02201,1,B,1.0,EU,posicion_rack,1.0,match_articulo; owner=prefijo_RESERVA,soportado,1.0,0.3333333333333333,False,0.0
184162,71,71,2,BB09205,2,C,2.0,suelo_126,posicion_suelo,1.0,dimensión <= 126 cm; owner=prefijo_RESERVA,inferido,1.0,0.3333333333333333,False,0.0
154033,64,64,1,BA08705,1,A,1.0,EU,posicion_rack,1.0,match_articulo_propietario; owner=prefijo_RESERVA,soportado,1.0,0.3333333333333333,False,0.0
65049,32,32,48,AI10804,48,C,12.0,balda_9h,subhueco_balda,4.0,dimensión pequeña con bajo volumen; owner=prefijo_RESERVA,inferido,0.4444444444444444,0.14814814814814814,False,0.0
16024V,61,61,2,AV00709,1,C,,revision_manual,revision_manual,,revision_manual_sin_dimensiones; owner=prefijo_RESERVA,revision_manual,,,False,0.0
74036,60,60,288,AO06603,1,C,12.0,balda_9h,subhueco_balda,24.0,dimensión pequeña con bajo volumen; owner=prefijo_RESERVA,inferido,2.6666666666666665,0.8888888888888888,False,0.0
*MULTI*,,sin_asignacion_segura,1,AP09401,1,C,,revision_manual,revision_manual,,revision_manual_sin_dimensiones; owner=sin_match,revision_manual,,,False,0.0
145065,64,64,1,BA11402,1,C,12.0,balda_9h,subhueco_balda,0.08333333333333333,dimensión pequeña con bajo volumen; owner=prefijo_RESERVA,inferido,0.009259259259259259,0.0030864197530864196,False,0.0
98579,61,61,5,AT14704,5,C,,revision_manual,revision_manual,,revision_manual_sin_dimensiones; owner=prefijo_RESERVA,revision_manual,,,False,0.0
181155,32,32,1,AV10906,1,C,2.0,suelo_126,posicion_suelo,0.5,dimensión <= 126 cm; owner=prefijo_RESERVA,inferido,0.5,0.16666666666666666,False,0.0
13006,77,77,192,AV09007,1,C,12.0,balda_9h,subhueco_balda,16.0,dimensión pequeña con bajo volumen; owner=prefijo_RESERVA,inferido,1.7777777777777777,0.5925925925925926,False,0.0
125053,33,33,250,BB13701,250,C,12.0,balda_9h,subhueco_balda,20.833333333333332,dimensión pequeña con bajo volumen; owner=prefijo_RESERVA,inferido,2.3148148148148144,0.7716049382716049,False,0.0
44047,3,3,1,97,1,C,2.0,suelo_300,posicion_suelo,0.5,dimensión >= 250 cm; owner=prefijo_RESERVA,inferido,0.5,0.16666666666666666,True,0.5
15003,29,29,672,AS01303,1,B,48.0,balda_9h,subhueco_balda,14.0,match_articulo; owner=prefijo_RESERVA,soportado,1.5555555555555554,0.5185185185185185,False,0.0
147026,64,64,2,AL03505,2,C,12.0,balda_9h,subhueco_balda,0.16666666666666666,dimensión pequeña con bajo volumen; owner=prefijo_RESERVA,inferido,0.018518518518518517,0.006172839506172839,False,0.0
161685,74,74,1,B03,1,B,2.0,suelo_250,posicion_suelo,0.5,match_articulo; owner=prefijo_RESERVA,soportado,0.5,0.16666666666666666,True,0.5
*MULTI*,,sin_asignacion_segura,1,BA13602,1,C,,revision_manual,revision_manual,,revision_manual_sin_dimensiones; owner=sin_match,revision_manual,,,False,0.0
103258,33,33,7,BA04603,7,C,12.0,balda_9h,subhueco_balda,0.5833333333333334,dimensión pequeña con bajo volumen; owner=prefijo_RESERVA,inferido,0.06481481481481481,0.02160493827160494,False,0.0
143037,33,33,23,BB09403,23,C,2.0,suelo_126,posicion_suelo,11.5,dimensión <= 126 cm; owner=prefijo_RESERVA,inferido,11.5,3.8333333333333335,False,0.0
98553,61,61,22,AZ09501,1,C,,revision_manual,revision_manual,,revision_manual_sin_dimensiones; owner=prefijo_RESERVA,revision_manual,,,False,0.0
*MULTI*,,sin_asignacion_segura,1,BB07302,1,C,,revision_manual,revision_manual,,revision_manual_sin_dimensiones; owner=sin_match,revision_manual,,,False,0.0
102651,29,29,11,BF07103,11,C,12.0,balda_9h,subhueco_balda,0.9166666666666666,dimensión pequeña con bajo volumen; owner=prefijo_RESERVA,inferido,0.10185185185185185,0.033950617283950615,False,0.0
146042,3,3,19278,98,1,B,113.5,EU,posicion_rack,169.8502202643172,match_articulo; owner=prefijo_RESERVA,soportado,169.8502202643172,56.61674008810573,False,0.0
172057,7,7,72,AZ08303,1,B,43.0,EU,posicion_rack,1.6744186046511629,match_articulo; owner=prefijo_RESERVA,soportado,1.6744186046511629,0.5581395348837209,False,0.0
31096,64,64,10,AJ06401,1,C,2.0,suelo_126,posicion_suelo,5.0,dimensión <= 126 cm; owner=prefijo_RESERVA,inferido,5.0,1.6666666666666667,False,0.0
132075,71,71,1,BB09205,1,C,2.0,suelo_126,posicion_suelo,0.5,dimensión <= 126 cm; owner=prefijo_RESERVA,inferido,0.5,0.16666666666666666,False,0.0
61050,61,61,240,AV12405,1,C,12.0,balda_9h,subhueco_balda,20.0,dimensión pequeña con bajo volumen; owner=prefijo_RESERVA,inferido,2.2222222222222223,0.7407407407407407,False,0.0
51237,32 APT.NO TRANS,32,1,TJ06102,1,B,1.0,balda_9h,subhueco_balda,1.0,match_articulo; owner=prefijo_RESERVA,soportado,0.1111111111111111,0.037037037037037035,False,0.0
*MULTI*,,sin_asignacion_segura,1,AV13508,1,C,,revision_manual,revision_manual,,revision_manual_sin_dimensiones; owner=sin_match,revision_manual,,,False,0.0
21033,64,64,4,AW08303,1,C,2.0,suelo_126,posicion_suelo,2.0,dimensión <= 126 cm; owner=prefijo_RESERVA,inferido,2.0,0.6666666666666666,False,0.0
*MULTI*,,sin_asignacion_segura,1,BB09205,1,C,,revision_manual,revision_manual,,revision_manual_sin_dimensiones; owner=sin_match,revision_manual,,,False,0.0
84052,64,64,71,BE09501,1,A,6.0,EU,posicion_rack,11.833333333333334,match_articulo_propietario; owner=prefijo_RESERVA,soportado,11.833333333333334,3.9444444444444446,False,0.0
51230,71,71,1,TJ05701,1,C,1.0,suelo_250,posicion_suelo,1.0,dimensión >= 190 cm o categoría exterior; owner=prefijo_RESERVA,inferido,1.0,0.3333333333333333,True,1.0
103188,29,29,1,AV13002,1,C,12.0,balda_9h,subhueco_balda,0.08333333333333333,dimensión pequeña con bajo volumen; owner=prefijo_RESERVA,inferido,0.009259259259259259,0.0030864197530864196,False,0.0
143037,33,33,1,BB09403,1,C,2.0,suelo_126,posicion_suelo,0.5,dimensión <= 126 cm; owner=prefijo_RESERVA,inferido,0.5,0.16666666666666666,False,0.0
16045,77,77,5,BC12400,1,B,4.0,suelo_126,posicion_suelo,1.25,match_articulo; owner=prefijo_RESERVA,soportado,1.25,0.4166666666666667,False,0.0
107075,33,33,4,BB07302,4,C,12.0,balda_9h,subhueco_balda,0.3333333333333333,dimensión pequeña con bajo volumen; owner=prefijo_RESERVA,inferido,0.037037037037037035,0.012345679012345678,False,0.0
43048,7,7,1,BA11905,1,B,1.0,EU,posicion_rack,1.0,match_articulo; owner=prefijo_RESERVA,soportado,1.0,0.3333333333333333,False,0.0
91249,77,77,1,BB08404,1,A,1.0,EU,posicion_rack,1.0,match_articulo_propietario; owner=prefijo_RESERVA,soportado,1.0,0.3333333333333333,False,0.0
154016,64,64,1,TJ09000,1,A,1.0,EU,posicion_rack,1.0,match_articulo_propietario; owner=prefijo_RESERVA,soportado,1.0,0.3333333333333333,False,0.0
126117,61,61,9,AV13006,9,C,12.0,balda_9h,subhueco_balda,0.75,dimensión pequeña con bajo volumen; owner=prefijo_RESERVA,inferido,0.08333333333333333,0.027777777777777776,False,0.0
124271,29,29,6,TJ12600,1,C,12.0,balda_9h,subhueco_balda,0.5,dimensión pequeña con bajo volumen; owner=prefijo_RESERVA,inferido,0.05555555555555555,0.018518518518518517,False,0.0
98772,71,71,270,AZ13504,1,C,,revision_manual,revision_manual,,revision_manual_sin_dimensiones; owner=prefijo_RESERVA,revision_manual,,,False,0.0
98577,61,61,4,AZ02300,4,C,,revision_manual,revision_manual,,revision_manual_sin_dimensiones; owner=prefijo_RESERVA,revision_manual,,,False,0.0
98600,61,61,5,AO13004,5,C,,revision_manual,revision_manual,,revision_manual_sin_dimensiones; owner=prefijo_RESERVA,revision_manual,,,False,0.0
31094,64,64,4,AW10703,4,C,2.0,suelo_126,posicion_suelo,2.0,dimensión <= 126 cm; owner=prefijo_RESERVA,inferido,2.0,0.6666666666666666,False,0.0
144005,29,29,2,AJ14202,1,C,2.0,suelo_126,posicion_suelo,1.0,dimensión <= 126 cm; owner=prefijo_RESERVA,inferido,1.0,0.3333333333333333,False,0.0
11000,61,61,240,AV08406,1,A,24.0,balda_9h,subhueco_balda,10.0,match_articulo_propietario; owner=prefijo_RESERVA,soportado,1.1111111111111112,0.37037037037037035,False,0.0
161110,71,71,1,BC08102,1,C,16.0,AM,posicion_rack,0.0625,dimensión compatible con AM; owner=prefijo_RESERVA,inferido,0.09375,0.03125,False,0.0
186079,61,61,273,AJ02201,273,C,12.0,balda_9h,subhueco_balda,22.75,dimensión pequeña con bajo volumen; owner=prefijo_RESERVA,inferido,2.5277777777777777,0.8425925925925926,False,0.0
98166,29,29,1,BE12500,1,C,,revision_manual,revision_manual,,revision_manual_sin_dimensiones; owner=prefijo_RESERVA,revision_manual,,,False,0.0
172148,61,61,3,AJ07006,3,B,10.0,EU,posicion_rack,0.3,match_articulo; owner=prefijo_RESERVA,soportado,0.3,0.09999999999999999,False,0.0
98584,61,61,10,AO07002,10,C,,revision_manual,revision_manual,,revision_manual_sin_dimensiones; owner=prefijo_RESERVA,revision_manual,,,False,0.0
22114,24,24,4,B03,1,C,2.0,suelo_126,posicion_suelo,2.0,dimensión <= 126 cm; owner=prefijo_RESERVA,inferido,2.0,0.6666666666666666,False,0.0
131021,32,32,130,AK01803,130,C,12.0,balda_9h,subhueco_balda,10.833333333333334,dimensión pequeña con bajo volumen; owner=prefijo_RESERVA,inferido,1.2037037037037037,0.4012345679012346,False,0.0
148073,3,3,1,AL104,1,C,16.0,AM,posicion_rack,0.0625,dimensión compatible con AM; owner=prefijo_RESERVA,inferido,0.09375,0.03125,False,0.0
98562,61,61,7,AP09401,7,C,,revision_manual,revision_manual,,revision_manual_sin_dimensiones; owner=prefijo_RESERVA,revision_manual,,,False,0.0
132083,29,29,900,AV13702,900,C,12.0,balda_9h,subhueco_balda,75.0,dimensión pequeña con bajo volumen; owner=prefijo_RESERVA,inferido,8.333333333333332,2.7777777777777777,False,0.0
