ubicacion,owner,article,tipologia,width,stock_pal_total,pallet_rows,denominacion,pasillo,columna,altura,denominacion_propietario
010-078-20,95,128257,EU,EU,432.0,1,BARAJA CARTAS FOURNIER LOS CACHIS,10.0,78.0,20.0,INNOVACION
010-078-20,95,129138,EU,EU,19.0,1,BAR RUNNER MONTXO LOS CACHIS,10.0,78.0,20.0,INNOVACION
010-078-20,95,133220,EU,EU,435.0,1,LLAVERO TABLA SURF MARIANO,10.0,78.0,20.0,INNOVACION
010-078-20,95,133224,EU,EU,123.0,1,LLAVERO ROJO MONTXO CALIMOTXO,10.0,78.0,20.0,INNOVACION
010-078-20,95,133226,EU,EU,148.0,1,LLAVERO MORADO MARIA SANGRIA,10.0,78.0,20.0,INNOVACION
010-078-20,95,133227,EU,EU,127.0,1,LLAVERO AMARILLO MARIANO TINTO DE VERANO,10.0,78.0,20.0,INNOVACION
010-078-20,95,133228,EU,EU,313.0,1,LLAVERO VERDE CURRITO REBUJITO,10.0,78.0,20.0,INNOVACION
010-078-20,95,133229,EU,EU,71.0,1,CARETA DE CARTON CURRITO REBUJITO,10.0,78.0,20.0,INNOVACION
010-078-20,95,133230,EU,EU,2.0,1,CARETA CARTON MARIA SANGRIA,10.0,78.0,20.0,INNOVACION
010-078-20,95,133231,EU,EU,68.0,1,CARETA CARTON MONTXO CALIMOTXO,10.0,78.0,20.0,INNOVACION
010-078-20,95,191072,EU,EU,6.0,1,BANNER CON ANCLAJE A PARED MOTXO CALIMOT,10.0,78.0,20.0,INNOVACION
010-078-30,14,106333,EU,EU,116.0,1,GORRA DIABLA PROYECTO PANTONE,10.0,78.0,30.0,NOMBRE
010-078-30,14,132008,EU,EU,2.0,1,PELOTA HINCHABLE CARLSBERG (SOLUTION),10.0,78.0,30.0,NOMBRE
010-078-40,4,102164,EU,EU,3.0,1,POLO S BLANCO CON ESCUDO  SOLAN,10.0,78.0,40.0,NOMBRE
010-078-40,4,102165,EU,EU,10.0,2,POLO BLANCO CON ESCUDO  SOLAN,10.0,78.0,40.0,NOMBRE
010-078-40,4,102715,EU,EU,5.0,1,CAMISA BLUSA ROSA MUJER ZARA TALLA S,10.0,78.0,40.0,NOMBRE
010-078-40,4,102716,EU,EU,3.0,1,CAMISA ROSA ZARA HOMBRE TALLA M,10.0,78.0,40.0,NOMBRE
010-078-40,4,103044,EU,EU,2.0,1,POLO L BLANCO CON ESCUDO  SOLAN,10.0,78.0,40.0,NOMBRE
010-078-40,4,103045,EU,EU,1.0,1,POLO XL BLANCO CON ESCUDO  SOLAN,10.0,78.0,40.0,NOMBRE
010-078-40,4,103401,EU,EU,2.0,1,CAMISA ROSA ZARA HOMBRE TALLA L,10.0,78.0,40.0,NOMBRE
010-078-40,4,105105,EU,EU,4.0,1,PANTALON VAQUERO BLANCO MUJER,10.0,78.0,40.0,NOMBRE
010-078-40,4,105106,EU,EU,5.0,1,PANTALON TELA BLANCO MUJER ZARA,10.0,78.0,40.0,NOMBRE
010-078-40,4,106666,EU,EU,66.0,1,GORRA BLANCA ECOALF SOLAN DE CABRAS,10.0,78.0,40.0,NOMBRE
010-078-40,4,109046,EU,EU,15.0,1,MOCHILA GRIS SOLAN,10.0,78.0,40.0,NOMBRE
010-078-40,4,132047,EU,EU,17.0,1,ESTERILLA PILATES/YOGA AZUL SOLAN,10.0,78.0,40.0,NOMBRE
010-078-40,4,133024,EU,EU,1.0,1,LANYARD AZUL SOLAN,10.0,78.0,40.0,NOMBRE
010-078-40,4,133042,EU,EU,1.0,1,TROFEO BACKERY  SOLAN,10.0,78.0,40.0,NOMBRE
010-078-40,4,133192,EU,EU,82.0,1,FUNDA PARA MOVIL ECOALF SOLAN DE CABRAS,10.0,78.0,40.0,NOMBRE
010-078-40,4,145107,EU,EU,4.0,1,MACETERO BLANCO GRANDE,10.0,78.0,40.0,NOMBRE
010-078-40,4,146016,EU,EU,1.0,1,BOTELLA CRISTAL VERDE AGUA  SOLAN,10.0,78.0,40.0,NOMBRE
010-078-40,4,154930,EU,EU,1.0,1,ALFOMBRA CREMA STOENSE,10.0,78.0,40.0,NOMBRE
010-078-40,4,166005,EU,EU,94.0,1,PEN USB AZUL BOTELLA 8GB  SOLAN,10.0,78.0,40.0,NOMBRE
010-078-40,4,166006,EU,EU,329.0,1,PEN USB ROSABOT.8GB SOLAN LOGO AMARILLO,10.0,78.0,40.0,NOMBRE
010-078-40,4,71060,EU,EU,24.0,1,VASO CRISTAL 45CL LOGO BLANCO GAS SOLAN,10.0,78.0,40.0,NOMBRE
010-078-40,4,86095,EU,EU,3.0,1,SERVILLETERO DE MADERA SOLAN  2021,10.0,78.0,40.0,NOMBRE
010-079-01,14,131132,balda_9h,BD,25.0,1,CUADERNO VIAJE ESPACIO CEDRVECERO,10.0,79.0,1.0,FUNDACION MAHOU SAN MIGUEL
010-079-02,5,159019,balda_9h,BD,12.0,1,ESQUIS YT BANSTONES VERDES SAN MIGUEL,10.0,79.0,2.0,SAN MIGUEL
010-079-03,5,102241,balda_9h,BD,35.0,1,CAMISETA BLANCA SAN MIGUEL  MUJER TALLA-,10.0,79.0,3.0,SAN MIGUEL
010-079-04,5,89114,balda_9h,BD,20.0,1,DRY BAG HELLY HANSEN X AMERICAN MAGIC,10.0,79.0,4.0,SAN MIGUEL
010-079-05,14,111037,balda_9h,BD,40.0,1,PARCHE ROPA LOGO ACTUAL MAHOU,10.0,79.0,5.0,FUNDACION MAHOU SAN MIGUEL
010-079-06,5,107138,balda_9h,BD,6.0,1,W CREW HOODED JACKET HELLY HANSEN X SAN,10.0,79.0,6.0,SAN MIGUEL
010-079-07,5,102242,balda_9h,BD,15.0,1,CAMISETA BLANCA SAN MIGUEL  MUJER TALLA-,10.0,79.0,7.0,SAN MIGUEL
010-079-08,14,113054,balda_9h,BD,13.0,1,BIKINI VERDE HOP T-L SAN MIGUEL,10.0,79.0,8.0,FUNDACION MAHOU SAN MIGUEL
010-079-09,14,72101,balda_9h,BD,24.0,1,VASO DOBLE CANA MAHOU CLASICA LOGO VERDE,10.0,79.0,9.0,FUNDACION MAHOU SAN MIGUEL
010-079-10,12,106038,EU,EU,100.0,1,GORRA GRIS LOGO M PLAZA MAHOU,10.0,79.0,10.0,NOMBRE
010-079-10,12,39000,EU,EU,16.0,2,CHAPA GRIS MAHOU PARA RESPALDO DE SILLA,10.0,79.0,10.0,NOMBRE
010-079-10,12,39001,EU,EU,15.0,1,REPOSAPIES DE METAL PLATEADO PARA SILLA,10.0,79.0,10.0,NOMBRE
010-079-10,12,39002,EU,EU,9.0,1,TRASERA CHAPA MAHOU METAL PARA SILLA DE,10.0,79.0,10.0,NOMBRE
010-079-10,12,991142,EU,EU,5.0,1,EXTINTOR,10.0,79.0,10.0,NOMBRE
010-079-20,77,65004,EU,EU,12.0,1,COPA 30CL LOGO NEGRO  NOMADA,10.0,79.0,20.0,NOMBRE
010-079-20,77,71135,EU,EU,47.0,1,VASO 43CL CRISTAL AZUL BORMIOLI ROCCO,10.0,79.0,20.0,NOMBRE
010-079-20,77,84017,EU,EU,1.0,1,CUBITERA TRANSPARENTE  AZUL SOLAN,10.0,79.0,20.0,NOMBRE
010-079-20,77,84096,EU,EU,8.0,1,CUBITERA BURBUJAS MAHOU SAN MIGUEL 46CM,10.0,79.0,20.0,NOMBRE
010-079-20,77,84098,EU,EU,4.0,1,CUBITERA OVALADA TRANSPARENTE MAHOU 43CM,10.0,79.0,20.0,NOMBRE
010-079-20,77,84101,EU,EU,4.0,1,CUBITERA OVALADA ALHAMBRA RESERVA C/ASAS,10.0,79.0,20.0,NOMBRE
010-079-30,3,122160,EU,EU,48.0,1,BOLSA ESTUCHE JARDINES ALHAMBRA ROJA,10.0,79.0,30.0,NOMBRE
010-079-30,3,122161,EU,EU,43.0,1,BOLSA ESTUCHE JARDINES ALHAMBRA AZUL TUR,10.0,79.0,30.0,NOMBRE
010-079-30,3,122162,EU,EU,7.0,1,BOLSA ESTUCHE JARDINES ALHAMBRA AZUL MAR,10.0,79.0,30.0,NOMBRE
010-079-30,3,122163,EU,EU,32.0,1,BOLSA ESTUCHE JARDINES ALHAMBRA AMARILLO,10.0,79.0,30.0,NOMBRE
010-079-30,3,124045,EU,EU,18.0,1,CAJA REGALO MADERA ALHAMBRA,10.0,79.0,30.0,NOMBRE
010-079-30,3,124225,EU,EU,222.0,1,ESTUCHE COPA ARRAYANES CONVENCION 2023,10.0,79.0,30.0,NOMBRE
010-079-30,3,127061,EU,EU,2.0,1,PIZARRA DOBLE CARA MADERA DE PINO,10.0,79.0,30.0,NOMBRE
010-079-30,3,143111,EU,EU,1.0,1,CAJA  GRIS ASA CIRCULAR 29X50CM,10.0,79.0,30.0,NOMBRE
010-079-30,3,143112,EU,EU,1.0,1,CAJA DECORACION MADERA CLARA 27X14CM,10.0,79.0,30.0,NOMBRE
010-079-30,3,147033,EU,EU,6.0,1,CESTO MIMBRE GRIS JARDIN ALHAMBRA,10.0,79.0,30.0,NOMBRE
010-079-30,3,147034,EU,EU,1.0,1,CESTO RESINA/BAMBU BLANCO JARDIN ALH,10.0,79.0,30.0,NOMBRE
010-079-30,3,161154,EU,EU,1.0,1,JATA GRILL JARDIN ALHAMBRA,10.0,79.0,30.0,NOMBRE
010-079-30,3,172033,EU,EU,3.0,1,EXPOSITOR BOTELLAS GRIS ALHAMBRA,10.0,79.0,30.0,NOMBRE
010-079-30,3,81026,EU,EU,84.0,1,PLATO REDONDO BLANCO LUPULO MOD. 3,10.0,79.0,30.0,NOMBRE
010-079-30,3,81047,EU,EU,3.0,1,PLATO REDONDO BALDE BAMBU Y BEIGE 22.5CM,10.0,79.0,30.0,NOMBRE
010-079-30,3,81048,EU,EU,1.0,1,"PLATO REDONDO GRIS 26,5CM",10.0,79.0,30.0,NOMBRE
010-079-30,3,81051,EU,EU,243.0,1,PLATO PORCELANA GRIS ALHAMBRA,10.0,79.0,30.0,NOMBRE
010-079-30,3,82008,EU,EU,14.0,1,CUCHARA ACERO INOX. GANS,10.0,79.0,30.0,NOMBRE
010-079-30,3,83150,EU,EU,32.0,1,BOL CERAMICA FORMA DE GOTA,10.0,79.0,30.0,NOMBRE
010-079-30,3,85002,EU,EU,4.0,2,CUENCO CERAMICA BLANCO SALSA,10.0,79.0,30.0,NOMBRE
010-079-30,3,85009,EU,EU,2.0,1,CUENCO CERAMICA BLANCO CON ASAS,10.0,79.0,30.0,NOMBRE
010-079-30,3,85029,EU,EU,1.0,1,CUENCO ENSALADERA ACERO INOX 19X9CM,10.0,79.0,30.0,NOMBRE
010-079-30,3,85030,EU,EU,1.0,1,CUENCO ENSALADERA ACERO INOX 13X6CM,10.0,79.0,30.0,NOMBRE
010-079-30,3,85031,EU,EU,3.0,1,CUENCO/BOL BAMBU 18X18X8 DETALL,10.0,79.0,30.0,NOMBRE
010-079-30,3,86065,EU,EU,70.0,1,BANDEJA CERAMICA BLANCA LOGO TRIGO,10.0,79.0,30.0,NOMBRE
010-079-30,3,86082,EU,EU,19.0,3,SERVILLETERO OSCURO C/PORTAMENU ALH2017,10.0,79.0,30.0,NOMBRE
010-079-30,3,86173,EU,EU,25.0,1,SERVILLETERO MADERA OSCURA  CERVEZAS ALH,10.0,79.0,30.0,NOMBRE
010-079-40,3,121007,EU,EU,12.0,1,CHAPA ROJA CELOSIA  ALHAMBRA,10.0,79.0,40.0,NOMBRE
010-079-40,3,122056,EU,EU,3.0,1,TOTE BAG/BOLSA TELA ALHAMBRA BOT/FLORES,10.0,79.0,40.0,NOMBRE
010-079-40,3,123048,EU,EU,52.0,1,BOLSA TELA BEIGE SINGULAR LAGER ALHAMBRA,10.0,79.0,40.0,NOMBRE
010-079-40,3,145086,EU,EU,3.0,1,MACETERO CERAMICA GRIS JARDIN ALHAMBRA,10.0,79.0,40.0,NOMBRE
010-079-40,3,145090,EU,EU,8.0,1,PLATO MACETERO GRANDE MARRON,10.0,79.0,40.0,NOMBRE
010-079-40,3,145091,EU,EU,7.0,1,PLATO MACETERO PEQUENO MARRON,10.0,79.0,40.0,NOMBRE
010-079-40,3,145092,EU,EU,2.0,1,MACETERO GRIS GRANDE ALHAMBRA,10.0,79.0,40.0,NOMBRE
010-079-40,3,145093,EU,EU,1.0,1,MACETERO GRIS PEQUENO ALHAMBRA,10.0,79.0,40.0,NOMBRE
010-079-40,3,145095,EU,EU,2.0,1,MACETERO CON SOPORTE ALHAMBRA,10.0,79.0,40.0,NOMBRE
010-079-40,3,145096,EU,EU,2.0,2,MACETERO CERAMICA 32 X 32 CM,10.0,79.0,40.0,NOMBRE
010-079-40,3,145100,EU,EU,6.0,2,PLATO MACETERO BARRO,10.0,79.0,40.0,NOMBRE
010-079-40,3,145106,EU,EU,8.0,1,MACETERO GRIS OSCURO PLASTICO,10.0,79.0,40.0,NOMBRE
010-079-40,3,145114,EU,EU,4.0,1,MACETA DE PLASTICO ARTEVASI REDONDA JARD,10.0,79.0,40.0,NOMBRE
010-079-40,3,145115,EU,EU,1.0,1,MACETERO RECTANGULAR MARRON,10.0,79.0,40.0,NOMBRE
010-079-40,3,145118,EU,EU,2.0,1,MACETERO CUADRADO PLASTICO MARRON,10.0,79.0,40.0,NOMBRE
010-079-40,3,145122,EU,EU,3.0,1,MACETERO REDONDO PLASTICO GRIS GRANDE,10.0,79.0,40.0,NOMBRE
010-079-40,3,145123,EU,EU,2.0,1,MACETERO PLASTICO MEDIANO BORDE GRUESO,10.0,79.0,40.0,NOMBRE
010-079-40,3,145127,EU,EU,1.0,1,MACETERO MARRON CLARO BORDE GRUESO,10.0,79.0,40.0,NOMBRE
010-079-40,3,145128,EU,EU,4.0,1,MACETERO PLASTICO MARRON PEQUENO CON BOR,10.0,79.0,40.0,NOMBRE
010-079-40,3,145129,EU,EU,2.0,1,MACETERO GRIS PLASTICO 48X48CM,10.0,79.0,40.0,NOMBRE
010-079-40,3,145132,EU,EU,1.0,1,MACETERO RELIEVE NEGRO,10.0,79.0,40.0,NOMBRE
010-079-40,3,145133,EU,EU,2.0,1,MACETERO NEGRO PLASITICO BORDE ANCHO 36X,10.0,79.0,40.0,NOMBRE
010-079-40,3,45089,EU,EU,2.0,1,BALDA MADERA PINO RECTANGULAR ALHAMBRA,10.0,79.0,40.0,NOMBRE
010-079-40,3,45090,EU,EU,2.0,1,BALDA CIRCULAR MADERA PINO ALHAMBRA,10.0,79.0,40.0,NOMBRE
010-079-40,3,45091,EU,EU,2.0,1,BALDA CUADRADA MADERA PINO ALHAMBRA,10.0,79.0,40.0,NOMBRE
010-079-40,3,54119,EU,EU,6.0,2,LAMPARA EXTERIOR DE YUTE NEGRO ALHAMBRA,10.0,79.0,40.0,NOMBRE
010-080-00,5,174126,suelo_250,S,4.0,1,TOTEM VERDE SAN MIGUEL SUMMER ON AIR,10.0,80.0,0.0,SAN MIGUEL
010-080-10,34,123096,EU,EU,46.0,1,BOLSA DE DEPORTE BUDWIESER,10.0,80.0,10.0,NOMBRE
010-080-10,34,132087,EU,EU,2.0,1,BALON RUGBY WILSON ASOCIADO AL CODIGO: 1,10.0,80.0,10.0,NOMBRE
010-080-10,34,132088,EU,EU,1.0,1,PORTERIA RED RUGBY  GOSPORTS NARANJA Y N,10.0,80.0,10.0,NOMBRE
010-080-10,34,142047,EU,EU,13.0,1,PLANTA BUXUS,10.0,80.0,10.0,NOMBRE
010-080-10,34,145104,EU,EU,5.0,1,MACETERO PLASTICO GRIS OSCURO 25X25X28CM,10.0,80.0,10.0,NOMBRE
010-080-10,34,145106,EU,EU,2.0,1,MACETERO GRIS OSCURO PLASTICO,10.0,80.0,10.0,NOMBRE
010-080-10,34,172013,EU,EU,2.0,1,EXPOSITOR BOTELLAS 3 UDS. ALHAMBRA,10.0,80.0,10.0,NOMBRE
010-080-10,34,174082,EU,EU,1.0,1,TOTEM ROJO 101CM,10.0,80.0,10.0,NOMBRE
010-080-10,34,181235,EU,EU,1.0,1,FOAM BOTELLA CORONITA,10.0,80.0,10.0,NOMBRE
010-080-10,34,84008,EU,EU,2.0,1,CUBITERA RESERVA 1925 ALHAMBRA,10.0,80.0,10.0,NOMBRE
010-080-10,34,84072,EU,EU,7.0,1,CUBITERA CON ABRIDOR Y SOPORTE SM,10.0,80.0,10.0,NOMBRE
010-080-20,4,18060,EU,EU,105.0,1,AGUA 33CL PACK  SIERRA NATURA,10.0,80.0,20.0,NOMBRE
010-080-20,4,18062,EU,EU,24.0,1,AGUA 1L PACK12U.SIERRA NATURA PLASTICO,10.0,80.0,20.0,NOMBRE
010-080-20,4,18067,EU,EU,1.0,1,AGUA 75CL FONTEIDE CRISTAL,10.0,80.0,20.0,NOMBRE
010-080-20,4,18068,EU,EU,1.0,1,AGUA 75CL GAS  FONTEIDE,10.0,80.0,20.0,NOMBRE
010-080-20,4,18087,EU,EU,1.0,1,AGUA 100CL PLASTICO FONTEIDE PACK 6UND,10.0,80.0,20.0,NOMBRE
010-080-30,5,102750,EU,EU,1.0,1,CAMISETA TALLA M VERDE MANGA CORTA SKISE,10.0,80.0,30.0,NOMBRE
010-080-30,5,103352,EU,EU,6.0,1,POLO L MANGA LARGA BVMPRS BRAND BLANCO,10.0,80.0,30.0,NOMBRE
010-080-30,5,103353,EU,EU,10.0,1,POLO MANGA LARGA BVMPRS BRAND XL BLANCO,10.0,80.0,30.0,NOMBRE
010-080-30,5,103354,EU,EU,9.0,1,CAMISETA VERDE MANGA CORTA SKISEASON TAL,10.0,80.0,30.0,NOMBRE
010-080-30,5,103355,EU,EU,7.0,1,CAMISETA TALLA XL VERDE MANGA CORTA SKIS,10.0,80.0,30.0,NOMBRE
010-080-40,95,131168,EU,EU,158.0,1,SOBRE CON TARJETON MAHOU X DUKI LA DIABL,10.0,80.0,40.0,INNOVACION
010-080-40,95,86177,EU,EU,17.0,1,TABLE TENT LA DIABLA,10.0,80.0,40.0,INNOVACION
010-081-01,96,143021,balda_9h,BD,3.0,1,CAJA DECORACION ALHAMBRA,10.0,81.0,1.0,VENUES
010-081-02,14,133081,balda_9h,BD,10.0,1,LLAVERO CUERO NEGRO MAHOU,10.0,81.0,2.0,FUNDACION MAHOU SAN MIGUEL
010-081-03,14,61047,balda_9h,BD,11.0,1,COPA MAHOU LOGO ROJO CUELLO ESPIRAL 30CL,10.0,81.0,3.0,FUNDACION MAHOU SAN MIGUEL
010-081-04,14,111035,balda_9h,BD,23.0,1,PARCHE MAHOU MAESTRA DOBLE LUPULO,10.0,81.0,4.0,FUNDACION MAHOU SAN MIGUEL
010-081-05,14,71042,balda_9h,BD,5.0,1,VASO CRISTAL 25CL,10.0,81.0,5.0,FUNDACION MAHOU SAN MIGUEL
010-081-06,14,126115,balda_9h,BD,130.0,1,POSAVASOS MAES VARIOS MODELOS,10.0,81.0,6.0,FUNDACION MAHOU SAN MIGUEL
010-081-07,3,103190,balda_9h,BD,5.0,1,CAMISETA BLANCA ALHAMBRA HOMBRE T-XL,10.0,81.0,7.0,ALHAMBRA
010-081-08,14,115142,balda_9h,BD,66.0,1,CAMISETA T-S BLANCA LOGO CENTRAL,10.0,81.0,8.0,FUNDACION MAHOU SAN MIGUEL
010-081-09,3,161684,balda_9h,BD,1.0,1,PERRITERA HOT DOG STEAMER,10.0,81.0,9.0,ALHAMBRA
010-081-10,3,113086,EU,EU,59.0,1,CORTINA BLANCA CENA MARIDADA ESPACIO LIT,10.0,81.0,10.0,NOMBRE
010-081-10,3,121006,EU,EU,6.0,1,CHAPA VERDE CELOSIA  ALHAMBRA RESERVA,10.0,81.0,10.0,NOMBRE
010-081-10,3,127029,EU,EU,1.0,1,PIZARRA/MADERA TABLA,10.0,81.0,10.0,NOMBRE
010-081-10,3,147010,EU,EU,1.0,1,JUEGO CESTAS MIMBRE VARIOS TAMANOS 3UND,10.0,81.0,10.0,NOMBRE
010-081-10,3,147021,EU,EU,1.0,1,CESTO MIMBRE,10.0,81.0,10.0,NOMBRE
010-081-10,3,159020,EU,EU,150.0,1,PINZA METALICA PARA ROPA,10.0,81.0,10.0,NOMBRE
010-081-10,3,172225,EU,EU,3.0,1,KIT 3 EXPOSITOR METACRILATO PEQUENO,10.0,81.0,10.0,NOMBRE
010-081-10,3,204088,EU,EU,4.0,2,LONA AZUL OSCURO POLIETILENO,10.0,81.0,10.0,NOMBRE
010-081-10,3,42092,EU,EU,68.0,1,FUNDA COJIN VERDE LINO ALHAMBRA,10.0,81.0,10.0,NOMBRE
010-081-10,3,71045,EU,EU,2.0,1,VASO CRISTAL 33CL ALHAMBRA,10.0,81.0,10.0,NOMBRE
010-081-10,3,81026,EU,EU,35.0,1,PLATO REDONDO BLANCO LUPULO MOD. 3,10.0,81.0,10.0,NOMBRE
010-081-10,3,83001,EU,EU,1.0,1,TABLA CORTAR MADERA REDONDA,10.0,81.0,10.0,NOMBRE
010-081-10,3,83006,EU,EU,1.0,1,TABLA CORTAR RECTANGULAR CLARA CON ASA,10.0,81.0,10.0,NOMBRE
010-081-10,3,86086,EU,EU,5.0,1,SERVILLETA PAPEL BEIGE 100% RECYCLED ALH,10.0,81.0,10.0,NOMBRE
010-081-10,3,86114,EU,EU,33.0,1,MANTEL BEIGE GATO PRETO JARDIN ALHAMBRA,10.0,81.0,10.0,NOMBRE
010-081-10,3,86181,EU,EU,36.0,1,SERVILLETA TELA BLANCA GATO PRETO,10.0,81.0,10.0,NOMBRE
010-081-10,3,86195,EU,EU,2.0,1,BANDEJA COLGANTE CAMARERO PARA SNACKS AL,10.0,81.0,10.0,NOMBRE
010-081-10,3,87005,EU,EU,2.0,2,CUBO BASURA PLASTICO AZUL 50L,10.0,81.0,10.0,NOMBRE
010-081-10,3,87054,EU,EU,1.0,1,CUBO METALICO COLOR CREMA CON ASAS DE CU,10.0,81.0,10.0,NOMBRE
010-081-20,23,105021,EU,EU,1.0,1,MINIFALDA ROJA,10.0,81.0,20.0,NOMBRE
010-081-20,23,109100,EU,EU,1.0,1,DISFRAZ DE BOMBERO HOMBRE,10.0,81.0,20.0,NOMBRE
010-081-20,23,127060,EU,EU,4.0,1,PIZARRA MADERA VIBRA MAHOU PARTICIPA,10.0,81.0,20.0,NOMBRE
010-081-20,23,133008,EU,EU,184.0,2,PULSERA TELA MAHOU,10.0,81.0,20.0,NOMBRE
010-081-20,23,133205,EU,EU,350.0,1,TARJETERO COLGANTE MAHOU ROJO,10.0,81.0,20.0,NOMBRE
010-081-20,23,139013,EU,EU,93.0,1,GUANTES ROJOS LOGO MAHOU,10.0,81.0,20.0,NOMBRE
010-081-20,23,164006,EU,EU,30.0,1,TARJETERO MOVIL ROJO MAHOU,10.0,81.0,20.0,NOMBRE
010-081-20,23,169008,EU,EU,3.0,1,TRANSFORMADOR NEON,10.0,81.0,20.0,NOMBRE
010-081-20,23,184259,EU,EU,4.0,1,FOAM SAN ISIDRO UN CLAVEL SACA A OTRO CI,10.0,81.0,20.0,NOMBRE
010-081-20,23,184260,EU,EU,123.0,1,CARTEL PEGATINA UN CLAVEL SACA A OTRO,10.0,81.0,20.0,NOMBRE
010-081-20,23,187178,EU,EU,6.0,1,LONA SIN LOGO FESTIVAL GIGANTE,10.0,81.0,20.0,NOMBRE
010-081-20,23,209024,EU,EU,1.0,1,ESTUFA CHIMENEA LED,10.0,81.0,20.0,NOMBRE
010-081-20,23,32003,EU,EU,1.0,1,TABURETE BAJO PLATEADO,10.0,81.0,20.0,NOMBRE
010-081-20,23,51028,EU,EU,1.0,1,LUMINOSO REDONDO ROJO 5 ESTRELLAS MAHOU,10.0,81.0,20.0,NOMBRE
010-081-20,23,59010,EU,EU,1.0,1,CAJA DE LUZ VARIOS TAMANOS EL PATIO,10.0,81.0,20.0,NOMBRE
010-081-20,23,72008,EU,EU,382.0,1,VASO PLASTICO 33CL LOGO ROJO,10.0,81.0,20.0,NOMBRE
010-081-30,4,107157,EU,EU,2.0,1,SUDADERA ROSA CON CAPUCHA ZARA TALLA S,10.0,81.0,30.0,NOMBRE
010-081-30,4,107158,EU,EU,2.0,1,SUDADERA ROSA CON CAPUCHA ZARA TALLA M,10.0,81.0,30.0,NOMBRE
010-081-30,4,127012,EU,EU,1.0,1,PIZARRA GRANDE BAR,10.0,81.0,30.0,NOMBRE
010-081-30,4,133123,EU,EU,20.0,1,BOTELLA TERMICA SOLAN BLANCA REFILL,10.0,81.0,30.0,NOMBRE
010-081-30,4,141118,EU,EU,2.0,1,CUADRO SOLAN LOGO AMARILLO 71X60,10.0,81.0,30.0,NOMBRE
010-081-30,4,149046,EU,EU,5.0,1,MINERALES SOLAN DE CABRAS,10.0,81.0,30.0,NOMBRE
010-081-30,4,161191,EU,EU,1.0,1,NEVERA POALRBOX AZUL OSCURO INTERIOR ROS,10.0,81.0,30.0,NOMBRE
010-081-30,4,161192,EU,EU,1.0,1,NEVERA PORTABLE SOLAN,10.0,81.0,30.0,NOMBRE
010-081-30,4,174098,EU,EU,1.0,1,TOTEM/EXPOSITOR LA LIGA SOLAN,10.0,81.0,30.0,NOMBRE
010-081-30,4,174129,EU,EU,1.0,1,TOTEM EXPOSITOR ROSA VINILABLE ASOACION,10.0,81.0,30.0,NOMBRE
010-081-30,4,192010,EU,EU,1.0,1,BOTELLA HINCHABLE 5 M AZUL LOGO SOLAN,10.0,81.0,30.0,NOMBRE
010-081-30,4,51005,EU,EU,5.0,2,LUMINOSO BLANCO/AZUL BOTELLAS SOLAN,10.0,81.0,30.0,NOMBRE
010-081-30,4,82019,EU,EU,3.0,1,CUCHILLO ACERO INOX.  MANGO NEGRO,10.0,81.0,30.0,NOMBRE
010-081-30,4,82022,EU,EU,42.0,1,CUCHARILLA ACERO INOX.,10.0,81.0,30.0,NOMBRE
010-081-30,4,83003,EU,EU,2.0,1,TABLA CORTAR MADERA OVALADA GRANDE,10.0,81.0,30.0,NOMBRE
010-081-30,4,83004,EU,EU,3.0,1,TABLA CORTAR MADERA OVALADA PEQUENA,10.0,81.0,30.0,NOMBRE
010-081-30,4,85013,EU,EU,4.0,1,CUENCO CERAMICA GRIS CLARO BRILLANTE,10.0,81.0,30.0,NOMBRE
010-081-40,23,102578,EU,EU,3.0,1,CAMISETA BLANCA TALLA M LISA,10.0,81.0,40.0,NOMBRE
010-081-40,23,102718,EU,EU,21.0,1,CAMISETA BLANCA VIBRA FEST 2024 TALLA S,10.0,81.0,40.0,NOMBRE
010-081-40,23,102719,EU,EU,7.0,1,CAMISETA BLANCA LOGO ROJO VIBRA FEST 202,10.0,81.0,40.0,NOMBRE
010-081-40,23,102773,EU,EU,2.0,1,CAMISETA ROJA LISA LICRA MUJER TALLA M,10.0,81.0,40.0,NOMBRE
010-081-40,23,102774,EU,EU,10.0,1,CAMISETA NEGRA VIBRA MAHOU TALLA M LOGO,10.0,81.0,40.0,NOMBRE
010-081-40,23,103575,EU,EU,19.0,1,CAMISETA BLANCA VIBRA FEST 2024 TALLA XL,10.0,81.0,40.0,NOMBRE
010-081-40,23,103579,EU,EU,10.0,1,CAMISETA BLANCA LOGO ROJO VIBRA FEST 202,10.0,81.0,40.0,NOMBRE
010-081-40,23,103602,EU,EU,1.0,1,CAMISETA BLANCA LISA XL,10.0,81.0,40.0,NOMBRE
010-081-40,23,103603,EU,EU,2.0,1,CAMISETA ROJA LISA LICRA MUJER TALLA XL,10.0,81.0,40.0,NOMBRE
010-081-40,23,103604,EU,EU,4.0,1,CAMISETA NEGRA VIBRA MAHOU TALLA L LOGO,10.0,81.0,40.0,NOMBRE
010-081-40,23,103605,EU,EU,28.0,1,CAMISETA NEGRA VIBRA MAHOU TALLA XL LOGO,10.0,81.0,40.0,NOMBRE
010-081-40,23,105111,EU,EU,3.0,1,PANTALON CORTO BEIGE TALLA 38,10.0,81.0,40.0,NOMBRE
