article,transaction_frequency,support,row_frequency,total_quantity,mean_quantity_per_tx,excluded_from_rules_flag
144078,1,4.693513564254201e-05,1,4,4.0,False
092100,1,4.693513564254201e-05,1,1,1.0,False
103231,1,4.693513564254201e-05,1,2,2.0,False
103230,1,4.693513564254201e-05,1,4,4.0,False
103227,1,4.693513564254201e-05,1,10,10.0,False
103214,1,4.693513564254201e-05,1,9,9.0,False
103208,1,4.693513564254201e-05,1,2,2.0,False
103206,1,4.693513564254201e-05,1,10,10.0,False
103200,1,4.693513564254201e-05,1,2,2.0,False
103197,1,4.693513564254201e-05,1,2,2.0,False
086081,1,4.693513564254201e-05,1,300,300.0,False
086066,1,4.693513564254201e-05,1,14,14.0,False
145037,1,4.693513564254201e-05,1,2,2.0,False
145035,1,4.693513564254201e-05,1,46,46.0,False
145029,1,4.693513564254201e-05,1,12,12.0,False
145024,1,4.693513564254201e-05,1,1,1.0,False
145020,1,4.693513564254201e-05,1,1,1.0,False
145019,1,4.693513564254201e-05,1,1,1.0,False
145013,1,4.693513564254201e-05,1,4,4.0,False
145011,1,4.693513564254201e-05,1,8,8.0,False
145008,1,4.693513564254201e-05,1,1,1.0,False
031020,1,4.693513564254201e-05,1,8,8.0,False
031018,1,4.693513564254201e-05,1,161,161.0,False
031017,1,4.693513564254201e-05,1,67,67.0,False
031014,1,4.693513564254201e-05,1,47,47.0,False
031013,1,4.693513564254201e-05,1,1,1.0,False
092134,1,4.693513564254201e-05,1,1,1.0,False
092128,1,4.693513564254201e-05,1,1,1.0,False
092127,1,4.693513564254201e-05,1,1,1.0,False
092126,1,4.693513564254201e-05,1,1,1.0,False
145060,1,4.693513564254201e-05,1,2,2.0,False
145058,1,4.693513564254201e-05,1,1,1.0,False
145056,1,4.693513564254201e-05,1,2,2.0,False
145053,1,4.693513564254201e-05,1,1,1.0,False
145043,1,4.693513564254201e-05,1,1,1.0,False
086109,1,4.693513564254201e-05,1,1,1.0,False
086107,1,4.693513564254201e-05,1,72,72.0,False
086106,1,4.693513564254201e-05,1,16,16.0,False
086105,1,4.693513564254201e-05,1,1,1.0,False
086101,1,4.693513564254201e-05,1,3,3.0,False
086094,1,4.693513564254201e-05,1,10,10.0,False
086092,1,4.693513564254201e-05,1,43,43.0,False
146007,1,4.693513564254201e-05,1,131,131.0,False
146005,1,4.693513564254201e-05,1,320,320.0,False
146003,1,4.693513564254201e-05,1,1,1.0,False
145113,1,4.693513564254201e-05,1,3,3.0,False
145107,1,4.693513564254201e-05,1,4,4.0,False
145104,1,4.693513564254201e-05,1,5,5.0,False
145095,1,4.693513564254201e-05,1,1,1.0,False
145075,1,4.693513564254201e-05,1,4,4.0,False
103187,1,4.693513564254201e-05,1,1,1.0,False
049038,1,4.693513564254201e-05,1,7,7.0,False
049034,1,4.693513564254201e-05,1,1,1.0,False
049032,1,4.693513564254201e-05,1,1,1.0,False
049024,1,4.693513564254201e-05,1,1,1.0,False
049016,1,4.693513564254201e-05,1,6,6.0,False
049012,1,4.693513564254201e-05,1,1,1.0,False
092139,1,4.693513564254201e-05,1,25,25.0,False
103170,1,4.693513564254201e-05,1,5,5.0,False
103169,1,4.693513564254201e-05,1,4,4.0,False
103168,1,4.693513564254201e-05,1,18,18.0,False
146041,1,4.693513564254201e-05,1,1,1.0,False
146039,1,4.693513564254201e-05,1,362,362.0,False
146038,1,4.693513564254201e-05,1,12,12.0,False
146036,1,4.693513564254201e-05,1,1,1.0,False
146035,1,4.693513564254201e-05,1,25,25.0,False
146034,1,4.693513564254201e-05,1,3,3.0,False
146025,1,4.693513564254201e-05,1,6,6.0,False
146024,1,4.693513564254201e-05,1,25,25.0,False
146017,1,4.693513564254201e-05,1,6,6.0,False
146013,1,4.693513564254201e-05,1,40,40.0,False
146010,1,4.693513564254201e-05,1,9,9.0,False
146009,1,4.693513564254201e-05,1,205,205.0,False
146008,1,4.693513564254201e-05,1,10,10.0,False
024016,1,4.693513564254201e-05,1,25,25.0,False
024008,1,4.693513564254201e-05,1,1,1.0,False
023107,1,4.693513564254201e-05,1,1,1.0,False
146060,1,4.693513564254201e-05,1,33,33.0,False
146054,1,4.693513564254201e-05,1,15,15.0,False
146052,1,4.693513564254201e-05,1,2,2.0,False
146047,1,4.693513564254201e-05,1,5,5.0,False
146046,1,4.693513564254201e-05,1,24,24.0,False
092125,1,4.693513564254201e-05,1,1,1.0,False
092120,1,4.693513564254201e-05,1,5,5.0,False
051305,1,4.693513564254201e-05,1,2,2.0,False
103180,1,4.693513564254201e-05,1,121,121.0,False
103178,1,4.693513564254201e-05,1,9,9.0,False
103173,1,4.693513564254201e-05,1,5,5.0,False
103172,1,4.693513564254201e-05,1,17,17.0,False
103171,1,4.693513564254201e-05,1,8,8.0,False
086045,1,4.693513564254201e-05,1,3600,3600.0,False
086043,1,4.693513564254201e-05,1,200,200.0,False
086042,1,4.693513564254201e-05,1,100,100.0,False
086039,1,4.693513564254201e-05,1,10200,10200.0,False
