owner,article,transaction_frequency,total_quantity
24,041035,6,6.0
24,074003,5,1888.0
24,063001,5,792.0
24,031033,5,430.0
24,018073,5,336.0
24,032116,5,203.0
24,032007,5,89.0
24,022143,5,69.0
24,106007,5,59.0
24,086082,5,58.0
24,072013,5,29.5
24,022056,5,29.0
24,201001,5,21.0
24,016024,5,20.0
24,202047,5,19.0
24,124241,5,16.0
24,202010,5,15.0
24,043003,5,11.0
24,202004,5,8.0
24,127011,5,7.0
24,051317,5,6.0
24,062016,4,924.0
24,072027,4,904.5
24,031117,4,744.0
24,012053,4,576.0
24,031030,4,564.0
24,011024,4,360.0
24,072042,4,321.908
24,031120,4,260.0
24,106014,4,243.0
24,031132,4,240.0
24,072021,4,205.875
24,016011,4,88.0
24,201018,4,84.0
24,123023,4,71.0
24,205225,4,69.0
24,134011,4,68.0
24,134012,4,68.0
24,204074,4,66.0
24,203020,4,64.0
24,201125,4,46.0
24,103254,4,24.0
24,016015,4,20.0
24,032127,4,20.0
24,163007,4,20.0
24,209011,4,18.0
24,103256,4,16.0
24,191062,4,15.0
24,072014,4,13.0
24,206073,4,9.0
24,091055,4,7.0
24,092021,4,4.0
24,092048,4,4.0
24,126040,3,1100.0
24,018018,3,504.0
24,011103,3,408.0
24,071053,3,408.0
24,063009,3,300.0
24,131114,3,262.0
24,061009,3,240.0
24,146042,3,235.0
24,072006,3,206.0
24,013013,3,192.0
24,031011,3,160.0
24,031091,3,152.0
24,061000,3,103.0
24,201127,3,57.0
24,042098,3,48.0
24,122000,3,47.0
24,022038,3,44.0
24,035011,3,30.0
24,134001,3,30.0
24,204081,3,28.0
24,103255,3,26.0
24,172013,3,22.0
24,191063,3,22.0
24,201014,3,20.0
24,202020,3,20.0
24,022169,3,18.0
24,134002,3,18.0
24,143131,3,15.0
24,143076,3,14.0
24,086001,3,13.0
24,191013,3,13.0
24,054008,3,12.0
24,143132,3,12.0
24,202012,3,12.0
24,204029,3,10.0
24,204080,3,10.0
24,202015,3,9.0
24,021003,3,8.0
24,084015,3,8.0
24,091056,3,7.0
24,202061,3,7.0
24,146001,3,4.0
24,161139,3,4.0
24,033012,3,3.0
24,051149,3,3.0
24,091151,3,3.0
24,092123,3,3.0
24,094057,3,3.0
24,167005,3,3.0
24,172060,3,3.0
24,202021,3,3.0
24,126024,2,1000.0
24,126019,2,900.0
24,126030,2,700.0
24,065034,2,582.0
24,071006,2,492.0
24,061003,2,432.0
24,072078,2,427.21700000000004
24,018072,2,372.0
24,065027,2,300.0
24,065011,2,250.0
24,012016,2,216.0
24,031016,2,200.0
24,031107,2,180.0
24,126006,2,105.0
24,074013,2,102.0
24,012019,2,96.0
24,013014,2,96.0
24,031140,2,83.0
24,031135,2,72.0
24,072010,2,56.150000000000006
24,031043,2,56.0
24,022007,2,55.0
24,071072,2,51.0
24,031029,2,50.0
24,074002,2,48.0
24,203023,2,48.0
24,023018,2,40.0
24,032107,2,36.0
24,022155,2,32.0
24,022163,2,25.0
24,021205,2,18.0
24,103250,2,18.0
24,203007,2,18.0
24,022017,2,17.0
24,084031,2,16.0
24,086005,2,16.0
24,134005,2,15.0
24,201015,2,15.0
24,016036,2,14.0
24,022026,2,14.0
24,033004,2,13.0
24,202070,2,12.0
24,072079,2,11.671999999999999
24,191064,2,11.0
24,209019,2,11.0
24,022024,2,10.0
24,033006,2,10.0
24,134007,2,10.0
24,143133,2,10.0
24,143142,2,10.0
24,145111,2,10.0
24,202042,2,10.0
24,202058,2,10.0
24,203021,2,10.0
24,203028,2,8.0
24,145085,2,6.0
24,024002,2,4.0
24,106307,2,4.0
24,127002,2,4.0
24,128038,2,4.0
24,128039,2,4.0
24,202038,2,4.0
24,034015,2,3.0
24,051048,2,3.0
24,202054,2,3.0
24,204049,2,3.0
24,021013,2,2.0
24,021031,2,2.0
24,033052,2,2.0
24,033053,2,2.0
24,043050,2,2.0
24,051217,2,2.0
24,051324,2,2.0
24,091152,2,2.0
24,146002,2,2.0
24,062000,1,1838.0
24,072082,1,1400.0
24,126042,1,962.384
24,071113,1,960.0
24,072081,1,928.0
24,071004,1,912.0
24,011127,1,768.0
24,121490,1,764.0
24,186067,1,750.0
24,186066,1,716.0
24,121493,1,700.0
24,186068,1,650.0
24,186069,1,650.0
24,065016,1,588.0
24,121491,1,569.0
24,141066,1,533.0
24,072111,1,502.5
24,072041,1,500.0
24,126100,1,500.0
24,133046,1,488.0
24,186070,1,450.0
24,121492,1,446.0
24,172026,1,384.0
24,071014,1,300.0
24,103025,1,298.0
24,102142,1,261.0
24,121003,1,260.0
24,061006,1,240.0
24,071005,1,227.0
24,071055,1,204.0
24,072015,1,200.0
24,083121,1,200.0
24,113044,1,200.0
24,126090,1,200.0
24,131066,1,199.0
24,062018,1,192.0
24,071001,1,192.0
24,086083,1,192.0
24,018002,1,180.0
24,071047,1,180.0
24,074018,1,173.0
24,062020,1,170.0
24,011114,1,168.0
24,031018,1,161.0
24,071013,1,156.0
24,064018,1,144.0
24,062015,1,134.0
24,031129,1,131.0
24,012064,1,120.0
24,018023,1,120.0
24,991039,1,120.0
24,103026,1,118.0
24,063006,1,116.0
24,022044,1,108.0
24,126025,1,104.0
24,126026,1,104.0
24,129021,1,102.0
24,031002,1,100.0
24,031176,1,100.0
24,073004,1,100.0
24,113078,1,100.0
24,187189,1,100.0
24,133044,1,98.0
24,012025,1,96.0
24,031053,1,96.0
24,071031,1,96.0
24,071058,1,96.0
24,071011,1,93.0
24,031102,1,80.0
24,065013,1,79.0
24,071065,1,79.0
24,022140,1,78.0
24,162016,1,76.0
24,061001,1,75.0
24,065021,1,72.0
24,031127,1,71.0
24,112041,1,70.0
24,031128,1,69.0
24,031017,1,67.0
24,131024,1,67.0
24,071066,1,63.0
24,074035,1,60.0
24,062004,1,59.0
24,031071,1,58.0
24,071016,1,56.0
24,071046,1,54.0
24,126091,1,50.0
24,126092,1,50.0
24,021012,1,49.0
24,012037,1,48.0
24,012046,1,48.0
24,065024,1,48.0
24,065025,1,48.0
24,031014,1,47.0
24,071029,1,47.0
24,022016,1,42.0
24,031012,1,41.0
24,031054,1,41.0
24,031136,1,40.0
24,084084,1,40.0
24,133076,1,39.0
24,103004,1,34.0
24,103000,1,33.0
24,031041,1,32.0
24,089008,1,32.0
24,103002,1,32.0
24,112031,1,30.0
24,021001,1,26.0
24,126002,1,25.0
24,126009,1,25.0
24,061031,1,24.0
24,062008,1,24.0
24,065014,1,24.0
24,071097,1,24.0
24,103164,1,24.0
24,022055,1,23.0
24,124093,1,21.0
24,022013,1,20.0
24,022106,1,20.0
24,102636,1,20.0
24,129005,1,20.0
24,062021,1,19.0
24,102562,1,19.0
24,176001,1,19.0
24,103168,1,18.0
24,141127,1,18.0
24,096029,1,17.0
24,103172,1,17.0
24,102557,1,16.0
24,146045,1,16.0
24,152084,1,16.0
24,011004,1,15.0
24,022006,1,15.0
24,051010,1,15.0
24,084022,1,15.0
24,146054,1,15.0
24,172040,1,15.0
24,022166,1,14.0
24,022167,1,14.0
24,102556,1,14.0
24,109016,1,14.0
24,126016,1,14.0
24,187004,1,14.0
24,051011,1,13.0
24,102120,1,13.0
24,102564,1,13.0
24,184080,1,13.0
24,011006,1,12.0
24,013086,1,12.0
24,036005,1,12.0
24,061032,1,12.0
24,071052,1,12.0
24,102112,1,12.0
24,102115,1,12.0
24,102565,1,12.0
24,133002,1,12.0
24,185018,1,12.0
24,061036,1,11.0
24,102114,1,11.0
24,102116,1,11.0
24,186002,1,11.0
24,203079,1,11.0
24,072080,1,10.855
24,022099,1,10.0
24,032092,1,10.0
24,086116,1,10.0
24,102113,1,9.0
24,103251,1,9.0
24,109045,1,9.0
24,022162,1,8.0
24,031020,1,8.0
24,103166,1,8.0
24,103171,1,8.0
24,134006,1,8.0
24,141012,1,8.0
24,172021,1,8.0
24,172024,1,8.0
24,187028,1,8.0
24,203005,1,8.0
24,031005,1,7.0
24,051223,1,7.0
24,103001,1,7.0
24,103005,1,7.0
24,016026,1,6.0
24,016037,1,6.0
24,032103,1,6.0
24,127015,1,6.0
24,186017,1,6.0
24,991032,1,6.0
24,022015,1,5.0
24,022145,1,5.0
24,036012,1,5.0
24,051222,1,5.0
24,072002,1,5.0
24,096035,1,5.0
24,097006,1,5.0
24,102560,1,5.0
24,103165,1,5.0
24,103170,1,5.0
24,103173,1,5.0
24,172173,1,5.0
24,191012,1,5.0
24,201102,1,5.0
24,204075,1,5.0
24,072023,1,4.5
24,016038,1,4.0
24,021004,1,4.0
24,021215,1,4.0
24,022022,1,4.0
24,083023,1,4.0
24,092162,1,4.0
24,102119,1,4.0
24,103167,1,4.0
24,103169,1,4.0
24,141065,1,4.0
24,191000,1,4.0
24,203003,1,4.0
24,203050,1,4.0
24,203055,1,4.0
24,125073,1,3.377
24,071036,1,3.042
24,022054,1,3.0
24,092029,1,3.0
24,111040,1,3.0
24,187005,1,3.0
24,192044,1,3.0
24,201006,1,3.0
24,201029,1,3.0
24,016035,1,2.0
24,051009,1,2.0
24,051018,1,2.0
24,084070,1,2.0
24,092039,1,2.0
24,092166,1,2.0
24,095040,1,2.0
24,106305,1,2.0
24,107082,1,2.0
24,107083,1,2.0
24,112042,1,2.0
24,122156,1,2.0
24,127046,1,2.0
24,129006,1,2.0
24,172016,1,2.0
24,202041,1,2.0
24,203049,1,2.0
24,203077,1,2.0
24,204028,1,2.0
24,209009,1,2.0
24,133027,1,1.88
24,131010,1,1.624
24,122186,1,1.6
24,075026,1,1.5
24,016005,1,1.0
24,016014,1,1.0
24,021000,1,1.0
24,021016,1,1.0
24,021048,1,1.0
24,022062,1,1.0
24,022129,1,1.0
24,023082,1,1.0
24,024008,1,1.0
24,033005,1,1.0
24,033024,1,1.0
24,033034,1,1.0
24,043054,1,1.0
24,045016,1,1.0
24,045017,1,1.0
24,049024,1,1.0
24,051148,1,1.0
24,051167,1,1.0
24,051177,1,1.0
24,075025,1,1.0
24,084024,1,1.0
24,084028,1,1.0
24,087039,1,1.0
24,091051,1,1.0
24,091126,1,1.0
24,092112,1,1.0
24,093003,1,1.0
24,096016,1,1.0
24,096017,1,1.0
24,097021,1,1.0
24,097022,1,1.0
24,099029,1,1.0
24,102555,1,1.0
24,126003,1,1.0
24,141092,1,1.0
24,141121,1,1.0
24,141129,1,1.0
24,145024,1,1.0
24,145043,1,1.0
24,145053,1,1.0
24,152008,1,1.0
24,152085,1,1.0
24,152142,1,1.0
24,152174,1,1.0
24,161138,1,1.0
24,161143,1,1.0
24,161180,1,1.0
24,163034,1,1.0
24,172119,1,1.0
24,172120,1,1.0
24,172121,1,1.0
24,172146,1,1.0
24,174088,1,1.0
24,183158,1,1.0
24,184094,1,1.0
24,184129,1,1.0
24,184146,1,1.0
24,184148,1,1.0
24,184175,1,1.0
24,184176,1,1.0
24,187045,1,1.0
24,187046,1,1.0
24,191024,1,1.0
24,191037,1,1.0
24,192015,1,1.0
24,201004,1,1.0
24,201121,1,1.0
24,202013,1,1.0
24,202055,1,1.0
24,202056,1,1.0
24,203052,1,1.0
24,203053,1,1.0
24,203054,1,1.0
24,209005,1,1.0
25,106336,1,250.0
25,106325,1,200.0
25,123102,1,150.0
25,123103,1,100.0
25,102693,1,64.0
25,107143,1,60.0
25,107137,1,52.0
25,103313,1,50.0
25,103280,1,46.0
25,109312,1,40.0
25,102690,1,37.0
25,103559,1,35.0
25,102689,1,33.0
25,103314,1,32.0
25,107136,1,32.0
25,102691,1,31.0
25,103274,1,30.0
25,107142,1,28.0
25,107122,1,25.0
25,102656,1,22.0
25,107139,1,21.0
25,102679,1,20.0
25,102688,1,20.0
25,103569,1,20.0
25,089114,1,15.0
25,102243,1,15.0
25,102706,1,15.0
25,107148,1,15.0
25,103311,1,14.0
25,107141,1,12.0
25,107144,1,12.0
25,102240,1,10.0
25,102682,1,10.0
25,102705,1,10.0
25,103297,1,10.0
25,107121,1,10.0
25,107132,1,10.0
25,107134,1,10.0
25,107140,1,10.0
25,107150,1,9.0
25,103312,1,8.0
25,102681,1,7.0
25,103561,1,7.0
25,107145,1,7.0
25,107133,1,6.0
25,102239,1,5.0
25,102674,1,5.0
25,102692,1,5.0
25,102704,1,5.0
25,103299,1,5.0
25,103570,1,5.0
25,107126,1,5.0
25,102678,1,3.0
25,107128,1,3.0
25,107151,1,3.0
25,103294,1,2.0
25,107138,1,2.0
25,107147,1,2.0
25,103303,1,1.0
25,107125,1,1.0
25,107135,1,1.0
29,011014,557,69281.1
29,014012,210,19911.0
29,014014,189,18745.296
29,051085,138,253.0
29,011110,121,14002.0
29,011026,121,8172.08
29,018000,108,26916.774
29,011104,82,10753.032
29,011105,73,8233.08
29,061016,72,19273.0
29,016010,62,397.0
29,011024,56,5126.52
29,083134,52,1036.2
29,011030,51,3528.0
29,051086,44,55.0
29,124264,42,120.0
29,012012,39,8561.56
29,011013,35,960.0
29,167001,34,69.0
29,166032,29,275.0
29,162030,28,261.0
29,091175,28,51.0
29,041085,27,49.0
29,142020,26,116.0
29,051046,26,48.0
29,051047,26,44.0
29,034044,25,103.0
29,011009,19,1153.0
29,034043,19,90.0
29,034042,18,44.0
29,011006,16,576.0
29,021043,16,64.0
29,143019,16,51.0
29,128033,16,23.0
29,133099,15,2874.0
29,012025,15,2671.08
29,123069,15,1360.0
29,016008,15,92.0
29,051213,15,23.0
29,018076,13,3803.24
29,126112,13,848.0
29,018027,12,1620.12
29,016015,12,143.0
29,016017,12,91.0
29,021045,12,42.0
29,174123,12,39.0
29,016024,12,38.0
29,011127,11,1800.0
29,051045,11,28.0
29,015018,10,1801.056
29,203015,10,51.0
29,152022,10,40.0
29,011032,9,1392.0
29,011000,9,696.0
29,022043,9,166.0
29,132017,9,35.0
29,051216,9,13.0
29,011115,8,480.0
29,205147,8,43.0
29,207017,8,40.0
29,018071,7,506.376
29,011007,7,456.0
29,203014,7,66.0
29,132016,7,31.0
29,144009,7,28.0
29,013038,6,2232.0
29,015013,6,600.0
29,121489,6,84.0
29,205148,6,57.0
29,203011,6,26.0
29,051295,6,9.0
29,018073,5,2487.96
29,012019,5,1080.0
29,031047,5,311.0
29,011015,5,120.0
29,132053,5,40.0
29,203013,5,30.0
29,203009,5,25.0
29,203010,5,18.0
29,144007,5,16.0
29,144008,5,15.0
29,203016,5,10.0
29,161101,5,8.0
29,132041,5,6.0
29,034045,5,5.0
29,051258,5,5.0
29,128065,5,5.0
29,192000,4,1750.049
29,013013,4,1056.0
29,11110,4,672.0
29,072027,4,304.2
29,018428,4,261.08
29,14012,4,216.0
29,14014,4,216.0
29,032105,4,76.0
29,032001,4,34.0
29,203012,4,14.0
29,144006,4,8.0
29,128010,4,4.0
29,124234,3,310.0
29,206050,3,135.0
29,011012,3,120.0
29,011031,3,60.0
29,016000,3,54.0
29,203093,3,47.0
29,124267,3,41.0
29,207009,3,30.0
29,181163,3,24.0
29,102143,3,6.0
29,167004,3,6.0
29,049036,3,3.0
29,091202,3,3.0
29,091204,3,3.0
29,093109,3,3.0
29,013015,2,480.0
29,133029,2,400.0
29,18428,2,360.0
29,122177,2,335.0
29,015003,2,216.0
29,014039,2,144.0
29,061054,2,144.0
29,133083,2,143.0
29,016011,2,111.0
29,103177,2,84.0
29,126041,2,49.875
29,049015,2,24.0
29,187168,2,23.0
29,107118,2,18.0
29,145089,2,15.0
29,107117,2,14.0
29,083026,2,13.0
29,103175,2,10.0
29,107116,2,10.0
29,176004,2,6.0
29,124147,2,5.0
29,011123,2,4.0
29,032012,2,4.0
29,107104,2,4.0
29,144005,2,4.0
29,102714,2,3.0
29,107103,2,3.0
29,149028,2,3.0
29,091273,2,2.0
29,124223,2,2.0
29,149027,2,2.0
29,161156,2,2.0
29,203070,2,2.0
29,072022,1,754.0
29,013005,1,744.0
29,133016,1,697.0
29,124217,1,552.0
29,074001,1,510.0
29,133015,1,435.0
29,133193,1,400.0
29,133110,1,300.0
29,991133,1,300.0
29,11127,1,288.0
29,109086,1,280.0
29,129004,1,245.0
29,102625,1,244.0
29,102572,1,242.0
29,105061,1,242.0
29,014015,1,240.0
29,125110,1,200.0
29,011136,1,168.0
29,61054,1,168.0
29,109209,1,160.0
29,109210,1,160.0
29,124033,1,154.0
29,102651,1,132.0
29,102652,1,132.0
29,105091,1,132.0
29,105092,1,132.0
29,122205,1,132.0
29,128004,1,124.0
29,103180,1,121.0
29,105058,1,121.0
29,013065,1,120.0
29,031003,1,120.0
29,103269,1,108.0
29,103270,1,108.0
29,164005,1,106.0
29,125101,1,100.0
29,011109,1,96.0
29,012063,1,72.0
29,105008,1,72.0
29,102127,1,67.0
29,132009,1,57.0
29,102571,1,56.0
29,074012,1,54.0
29,106338,1,50.0
29,124220,1,50.0
29,129127,1,50.0
29,131172,1,50.0
29,011114,1,48.0
29,123020,1,38.0
29,61055,1,36.0
29,124227,1,30.0
29,132082,1,30.0
29,124018,1,29.0
29,102653,1,28.0
29,103271,1,28.0
29,105093,1,28.0
29,143102,1,28.0
29,108021,1,26.0
29,092139,1,25.0
29,122062,1,25.0
29,011018,1,24.0
29,011124,1,24.0
29,054093,1,24.0
29,14039,1,24.0
29,109037,1,23.0
29,186001,1,21.0
29,104021,1,20.0
29,113076,1,20.0
29,152150,1,20.0
29,109211,1,19.0
29,203018,1,18.0
29,109038,1,17.0
29,991042,1,17.0
29,133005,1,15.86
29,207004,1,15.0
29,031069,1,14.0
29,124130,1,14.0
29,132004,1,14.0
29,181223,1,14.0
29,127013,1,13.0
29,011008,1,12.0
29,061055,1,12.0
29,61057,1,12.0
29,207000,1,11.0
29,133006,1,10.725
29,102253,1,10.0
29,102655,1,10.0
29,103272,1,10.0
29,103337,1,10.0
29,124221,1,10.0
29,181090,1,10.0
29,203095,1,10.0
29,016014,1,9.0
29,022196,1,9.0
29,103178,1,9.0
29,181013,1,9.0
29,113075,1,8.0
29,107028,1,7.0
29,151039,1,7.0
29,181060,1,7.0
29,181105,1,7.0
29,192017,1,7.0
29,102654,1,6.0
29,108011,1,6.0
29,122005,1,6.0
29,124270,1,6.0
29,144004,1,6.0
29,154928,1,6.0
29,181057,1,6.0
29,181086,1,6.0
29,102252,1,5.0
29,103338,1,5.0
29,115101,1,5.0
29,205025,1,5.0
29,102614,1,4.0
29,102615,1,4.0
29,103273,1,4.0
29,105007,1,4.0
29,107119,1,4.0
29,109039,1,4.0
29,109201,1,4.0
29,115112,1,4.0
29,129090,1,4.0
29,132005,1,4.0
29,184190,1,4.0
29,184191,1,4.0
29,084447,1,3.0
29,103346,1,3.0
29,106007,1,3.0
29,106015,1,3.0
29,107029,1,3.0
29,107030,1,3.0
29,109027,1,3.0
29,115127,1,3.0
29,133107,1,3.0
29,151043,1,3.0
29,181141,1,3.0
29,184128,1,3.0
29,187015,1,3.0
29,187164,1,3.0
29,192016,1,3.0
29,203004,1,3.0
29,205143,1,3.0
29,207018,1,3.0
29,049042,1,2.0
29,049044,1,2.0
29,051141,1,2.0
29,102561,1,2.0
29,103574,1,2.0
29,105102,1,2.0
29,109067,1,2.0
29,124138,1,2.0
29,124219,1,2.0
29,125135,1,2.0
29,142114,1,2.0
29,159011,1,2.0
29,173008,1,2.0
29,173009,1,2.0
29,174017,1,2.0
29,181170,1,2.0
29,181171,1,2.0
29,181172,1,2.0
29,184189,1,2.0
29,187150,1,2.0
29,203008,1,2.0
29,125096,1,1.919
29,109048,1,1.91
29,141014,1,1.1
29,133017,1,1.09
29,016041,1,1.0
29,041004,1,1.0
29,044027,1,1.0
29,051144,1,1.0
29,051145,1,1.0
29,051146,1,1.0
29,051218,1,1.0
29,075033,1,1.0
29,091053,1,1.0
29,092118,1,1.0
29,094109,1,1.0
29,095026,1,1.0
29,095027,1,1.0
29,095028,1,1.0
29,099001,1,1.0
29,102022,1,1.0
29,102117,1,1.0
29,102118,1,1.0
29,103015,1,1.0
29,103019,1,1.0
29,106296,1,1.0
29,113061,1,1.0
29,124064,1,1.0
29,124129,1,1.0
29,124131,1,1.0
29,124236,1,1.0
29,127018,1,1.0
29,128005,1,1.0
29,132002,1,1.0
29,132012,1,1.0
29,132052,1,1.0
29,132059,1,1.0
29,132083,1,1.0
29,141035,1,1.0
29,149023,1,1.0
29,151030,1,1.0
29,151048,1,1.0
29,166018,1,1.0
29,176007,1,1.0
29,176009,1,1.0
29,181014,1,1.0
29,181044,1,1.0
29,181058,1,1.0
29,181059,1,1.0
29,181087,1,1.0
29,181088,1,1.0
29,181089,1,1.0
29,181150,1,1.0
29,181152,1,1.0
29,181164,1,1.0
29,182006,1,1.0
29,183008,1,1.0
29,183017,1,1.0
29,183036,1,1.0
29,183037,1,1.0
29,183054,1,1.0
29,183055,1,1.0
29,184069,1,1.0
29,184194,1,1.0
29,187029,1,1.0
29,187091,1,1.0
29,187162,1,1.0
29,187163,1,1.0
29,187169,1,1.0
29,192014,1,1.0
29,203080,1,1.0
29,205049,1,1.0
29,205179,1,1.0
29,207014,1,1.0
29,209014,1,1.0
29,91175,1,1.0
29,93109,1,1.0
29,94109,1,1.0
3,012012,477,105746.376
3,012040,183,23852.144
3,012019,170,14411.0
3,012053,157,29802.455
3,012014,124,29365.0
3,087004,113,325.0
3,167006,108,194.0
3,143022,101,1352.0
3,018000,96,20813.868
3,012037,87,5083.0
3,063014,80,22630.056
3,087002,66,154.0
3,014024,58,3580.0
3,012055,45,4240.0
3,093082,43,43.0
3,012056,42,3693.0
3,012054,38,3843.0
3,012063,37,4500.0
3,063007,35,5065.0
3,014023,35,2328.0
3,083132,33,648.0
3,069001,33,345.0
3,093045,33,61.0
3,204000,31,211.0
3,012046,30,1207.0
3,012010,30,98.0
3,083021,29,1029.0
3,051004,29,45.0
3,051003,29,29.0
3,051173,28,28.0
3,123011,27,5120.0
3,012029,27,4928.0
3,112040,26,552.0
3,089089,26,30.0
3,086090,25,2962.165
3,031050,25,163.0
3,012047,24,999.0
3,032088,24,917.0
3,022146,24,302.0
3,051172,24,24.0
3,203085,23,258.0
3,041086,22,107.0
3,031021,21,1896.0
3,112029,21,248.0
3,012007,20,4201.0
3,014014,20,984.0
3,103139,20,215.0
3,102215,20,171.0
3,103141,20,143.0
3,063009,19,2178.0
3,086096,19,771.0
3,022009,19,259.0
3,102216,19,249.0
3,051233,19,88.0
3,086009,19,46.0
3,023074,19,43.0
3,051113,19,28.0
3,091068,19,28.0
3,051097,19,26.0
3,161032,19,24.0
3,094085,19,19.0
3,018423,18,1326.0
3,202045,18,111.0
3,051174,18,18.0
3,123009,17,1880.0
3,018073,17,1248.0
3,086112,17,781.0
3,032014,17,416.0
3,032101,17,295.0
3,081027,17,132.0
3,085010,17,104.0
3,131027,17,45.0
3,091216,17,17.0
3,042090,16,425.0
3,083035,16,340.0
3,086091,16,322.0
3,081029,16,302.0
3,142044,16,141.0
3,143028,16,71.0
3,143071,16,45.0
3,093044,16,33.0
3,124024,16,32.0
3,091142,16,27.0
3,087035,16,26.0
3,161045,16,26.0
3,087020,16,21.0
3,096001,16,21.0
3,012085,15,7272.0
3,125088,15,4408.5
3,012018,15,3365.0
3,014926,15,1428.0
3,089082,15,659.0
3,022126,15,480.0
3,021204,15,122.0
3,085032,15,113.0
3,016022,15,79.0
3,171127,15,32.0
3,171126,15,30.0
3,161132,15,25.0
3,091217,15,15.0
3,174107,15,15.0
3,014925,14,864.0
3,124200,14,145.0
3,102586,14,93.0
3,023079,14,84.0
3,103140,14,63.0
3,102213,14,47.0
3,154006,14,28.0
3,043057,14,27.0
3,131145,14,14.0
3,018105,13,3048.0
3,122060,13,1515.0
3,146094,13,1078.0
3,131141,13,714.0
3,086113,13,294.0
3,102214,13,38.0
3,049029,13,15.0
3,125087,12,5401.4
3,133004,12,954.0
3,012006,12,658.0
3,042092,12,305.0
3,012024,12,293.0
3,083131,12,275.0
3,082027,12,249.0
3,203068,12,112.0
3,112012,12,84.0
3,143025,12,83.0
3,032042,12,45.0
3,087038,12,25.0
3,161122,12,25.0
3,087021,12,12.0
3,089074,12,12.0
3,152143,12,12.0
3,162040,12,12.0
3,125103,11,3450.0
3,018076,11,2581.08
3,082014,11,536.0
3,032097,11,300.0
3,161018,11,49.0
3,094037,11,16.0
3,161134,11,13.0
3,089090,11,12.0
3,092000,11,11.0
3,012064,10,1944.0
3,031059,10,189.0
3,082018,10,102.0
3,202003,10,57.0
3,022045,10,20.0
3,089073,10,19.0
3,023096,10,16.0
3,093050,10,15.0
3,049040,10,12.0
3,091024,10,12.0
3,051096,10,11.0
3,051008,10,10.0
3,171129,10,10.0
3,018428,9,2660.0
3,031107,9,1137.0
3,146040,9,1113.0
3,131147,9,309.0
3,063015,9,305.0
3,086114,9,119.0
3,022134,9,47.0
3,032119,9,34.0
3,022048,9,26.0
3,086141,9,18.0
3,181149,9,15.0
3,093074,9,14.0
3,093055,9,13.0
3,131074,9,11.0
3,181218,9,10.0
3,049037,9,9.0
3,174108,9,9.0
3,121006,8,1213.0
3,075003,8,970.605
3,012005,8,392.0
3,031134,8,357.0
3,124115,8,251.0
3,124122,8,120.0
3,129047,8,90.0
3,042091,8,87.0
3,142056,8,83.0
3,086143,8,69.0
3,031049,8,65.0
3,036028,8,59.0
3,124142,8,48.0
3,022175,8,44.0
3,145018,8,35.0
3,107094,8,32.0
3,016035,8,31.0
3,143040,8,22.0
3,091183,8,20.0
3,087049,8,9.0
3,043058,8,8.0
3,051007,8,8.0
3,093020,8,8.0
3,063000,7,1480.0
3,086138,7,1256.0
3,075022,7,981.102
3,075004,7,162.795
3,032106,7,121.0
3,124201,7,116.0
3,112006,7,76.0
3,091184,7,31.0
3,022133,7,27.0
3,091186,7,20.0
3,107097,7,19.0
3,084021,7,17.0
3,141143,7,15.0
3,091088,7,9.0
3,174096,7,8.0
3,034021,7,7.0
3,124017,7,7.0
3,167018,7,7.0
3,018071,6,984.0
3,086140,6,900.0
3,126074,6,459.0
3,022038,6,102.0
3,209015,6,102.0
3,022165,6,93.0
3,131151,6,92.0
3,102588,6,69.0
3,131148,6,53.0
3,102584,6,36.0
3,103194,6,31.0
3,102585,6,25.0
3,165013,6,16.0
3,023034,6,10.0
3,051379,6,10.0
3,051098,6,8.0
3,172079,6,8.0
3,092121,6,7.0
3,161117,6,7.0
3,054124,6,6.0
3,091222,6,6.0
3,094052,6,6.0
3,161146,6,6.0
3,174085,6,6.0
3,991123,6,6.0
3,125104,5,2404.0
3,124228,5,1165.763
3,012057,5,1086.0
3,119003,5,856.0
3,124229,5,741.188
3,124230,5,695.234
3,086171,5,505.5
3,032128,5,286.0
3,031171,5,248.0
3,075029,5,225.0
3,205202,5,132.0
3,032111,5,126.0
3,205203,5,123.0
3,022027,5,66.0
3,022203,5,64.0
3,023081,5,60.0
3,031163,5,46.0
3,081010,5,46.0
3,202048,5,45.0
3,204060,5,45.0
3,022152,5,43.0
3,205180,5,43.0
3,016036,5,41.0
3,142057,5,36.0
3,107085,5,31.0
3,124143,5,29.0
3,103193,5,28.0
3,142049,5,22.0
3,034052,5,21.0
3,021009,5,20.0
3,205181,5,20.0
3,084002,5,19.0
3,131065,5,11.0
3,091228,5,10.0
3,169017,5,9.0
3,091226,5,8.0
3,174090,5,8.0
3,022047,5,7.0
3,087030,5,6.0
3,034016,5,5.0
3,041033,5,5.0
3,051380,5,5.0
3,096040,5,5.0
3,161136,5,5.0
3,161145,5,5.0
3,179018,5,5.0
3,991025,5,5.0
3,124233,4,4100.0
3,071112,4,1800.0
3,125126,4,1702.0
3,122031,4,901.0
3,124199,4,900.0
3,123071,4,888.0
3,122032,4,684.0
3,131162,4,450.0
3,131161,4,352.0
3,179016,4,302.0
3,075008,4,259.995
3,035007,4,193.0
3,018002,4,168.0
3,014008,4,120.0
3,122056,4,53.0
3,032100,4,40.0
3,124140,4,38.0
3,103198,4,29.0
3,075009,4,26.308
3,107087,4,26.0
3,204087,4,25.0
