antecedent,consequent,support,antecedent_support,consequent_support,confidence,lift,leverage,conviction,npmi,shared_transactions
155007,155006,0.00023467567821271003,0.00023467567821271003,0.00023467567821271003,1.0,4261.2,0.00023462060553876542,inf,1.0,5
086103,086104,0.00023467567821271003,0.00023467567821271003,0.00023467567821271003,1.0,4261.2,0.00023462060553876542,inf,1.0,5
086104,086103,0.00023467567821271003,0.00023467567821271003,0.00023467567821271003,1.0,4261.2,0.00023462060553876542,inf,1.0,5
121502,121503,0.00023467567821271003,0.00023467567821271003,0.00023467567821271003,1.0,4261.2,0.00023462060553876542,inf,1.0,5
121503,121502,0.00023467567821271003,0.00023467567821271003,0.00023467567821271003,1.0,4261.2,0.00023462060553876542,inf,1.0,5
124228,124229,0.00023467567821271003,0.00023467567821271003,0.00023467567821271003,1.0,4261.2,0.00023462060553876542,inf,1.0,5
124229,124228,0.00023467567821271003,0.00023467567821271003,0.00023467567821271003,1.0,4261.2,0.00023462060553876542,inf,1.0,5
124228,124230,0.00023467567821271003,0.00023467567821271003,0.00023467567821271003,1.0,4261.2,0.00023462060553876542,inf,1.0,5
124230,124228,0.00023467567821271003,0.00023467567821271003,0.00023467567821271003,1.0,4261.2,0.00023462060553876542,inf,1.0,5
124229,124230,0.00023467567821271003,0.00023467567821271003,0.00023467567821271003,1.0,4261.2,0.00023462060553876542,inf,1.0,5
124230,124229,0.00023467567821271003,0.00023467567821271003,0.00023467567821271003,1.0,4261.2,0.00023462060553876542,inf,1.0,5
205202,205203,0.00023467567821271003,0.00023467567821271003,0.00023467567821271003,1.0,4261.2,0.00023462060553876542,inf,1.0,5
205203,205202,0.00023467567821271003,0.00023467567821271003,0.00023467567821271003,1.0,4261.2,0.00023462060553876542,inf,1.0,5
126107,126108,0.00023467567821271003,0.00023467567821271003,0.00023467567821271003,1.0,4261.2,0.00023462060553876542,inf,1.0,5
126108,126107,0.00023467567821271003,0.00023467567821271003,0.00023467567821271003,1.0,4261.2,0.00023462060553876542,inf,1.0,5
102692,103314,0.00023467567821271003,0.00023467567821271003,0.00023467567821271003,1.0,4261.2,0.00023462060553876542,inf,1.0,5
103314,102692,0.00023467567821271003,0.00023467567821271003,0.00023467567821271003,1.0,4261.2,0.00023462060553876542,inf,1.0,5
103316,103317,0.00023467567821271003,0.00023467567821271003,0.00023467567821271003,1.0,4261.2,0.00023462060553876542,inf,1.0,5
103317,103316,0.00023467567821271003,0.00023467567821271003,0.00023467567821271003,1.0,4261.2,0.00023462060553876542,inf,1.0,5
018064,018068,0.00023467567821271003,0.00023467567821271003,0.000281610813855252,1.0,3551.0000000000005,0.00023460959100397651,inf,0.9781841714499544,5
203009,203011,0.00023467567821271003,0.00023467567821271003,0.000281610813855252,1.0,3551.0000000000005,0.00023460959100397651,inf,0.9781841714499544,5
203013,203011,0.00023467567821271003,0.00023467567821271003,0.000281610813855252,1.0,3551.0000000000005,0.00023460959100397651,inf,0.9781841714499544,5
203016,203011,0.00023467567821271003,0.00023467567821271003,0.000281610813855252,1.0,3551.0000000000005,0.00023460959100397651,inf,0.9781841714499544,5
103134,103126,0.00023467567821271003,0.00023467567821271003,0.000281610813855252,1.0,3551.0000000000005,0.00023460959100397651,inf,0.9781841714499544,5
113047,113049,0.00023467567821271003,0.00023467567821271003,0.000281610813855252,1.0,3551.0000000000005,0.00023460959100397651,inf,0.9781841714499544,5
141067,141138,0.00023467567821271003,0.00023467567821271003,0.000281610813855252,1.0,3551.0000000000005,0.00023460959100397651,inf,0.9781841714499544,5
127052,059012,0.00023467567821271003,0.00023467567821271003,0.000281610813855252,1.0,3551.0000000000005,0.00023460959100397651,inf,0.9781841714499544,5
072085,102525,0.00023467567821271003,0.00023467567821271003,0.000281610813855252,1.0,3551.0000000000005,0.00023460959100397651,inf,0.9781841714499544,5
072085,102526,0.00023467567821271003,0.00023467567821271003,0.000281610813855252,1.0,3551.0000000000005,0.00023460959100397651,inf,0.9781841714499544,5
