antecedent,consequent,support,antecedent_support,consequent_support,confidence,lift,leverage,conviction,npmi,shared_transactions
103035,103034,0.0007978973059232142,0.0008448324415657561,0.0007978973059232142,0.9444444444444444,1183.6666666666667,0.0007972232163941323,17.985637848493376,0.9919873598952117,17
102502,102199,0.00037548108514033607,0.00042241622078287804,0.0007509621702806721,0.8888888888888888,1183.6666666666667,0.0003751638665384152,8.99324134046747,0.8971853532588104,8
152143,171126,0.00046935135642542006,0.000563221627710504,0.0007040270346381301,0.8333333333333334,1183.6666666666667,0.00046895483317301896,5.995775837792173,0.9233070879834836,10
089074,089082,0.00046935135642542006,0.000563221627710504,0.0007040270346381301,0.8333333333333334,1183.6666666666667,0.00046895483317301896,5.995775837792173,0.9233070879834836,10
089074,171126,0.00046935135642542006,0.000563221627710504,0.0007040270346381301,0.8333333333333334,1183.6666666666667,0.00046895483317301896,5.995775837792173,0.9233070879834836,10
061028,143054,0.00046935135642542006,0.000563221627710504,0.0007040270346381301,0.8333333333333334,1183.6666666666667,0.00046895483317301896,5.995775837792173,0.9233070879834836,10
071002,143054,0.00046935135642542006,0.000563221627710504,0.0007040270346381301,0.8333333333333334,1183.6666666666667,0.00046895483317301896,5.995775837792173,0.9233070879834836,10
126127,134041,0.00023467567821271003,0.000281610813855252,0.0007040270346381301,0.8333333333333334,1183.6666666666667,0.00023447741658650948,5.995775837792173,0.8467288583536411,5
103035,103036,0.0006570918989955881,0.0008448324415657561,0.0006570918989955881,0.7777777777777778,1183.6666666666667,0.0006565367664422266,4.4970430864545206,0.9657034423671327,14
G000001,G000347,0.00032854594949779405,0.00042241622078287804,0.0006570918989955881,0.7777777777777778,1183.6666666666667,0.0003282683832211133,4.4970430864545206,0.8822489499051324,7
Y000001,G000347,0.00032854594949779405,0.00042241622078287804,0.0006570918989955881,0.7777777777777778,1183.6666666666667,0.0003282683832211133,4.4970430864545206,0.8822489499051324,7
102502,102198,0.00032854594949779405,0.00042241622078287804,0.0006570918989955881,0.7777777777777778,1183.6666666666667,0.0003282683832211133,4.4970430864545206,0.8822489499051324,7
102502,103083,0.00032854594949779405,0.00042241622078287804,0.0006570918989955881,0.7777777777777778,1183.6666666666667,0.0003282683832211133,4.4970430864545206,0.8822489499051324,7
131074,131145,0.00032854594949779405,0.00042241622078287804,0.0006570918989955881,0.7777777777777778,1183.6666666666667,0.0003282683832211133,4.4970430864545206,0.8822489499051324,7
171126,152143,0.00046935135642542006,0.0007040270346381301,0.000563221627710504,0.6666666666666666,1183.6666666666667,0.00046895483317301896,2.998310335116868,0.9233070879834836,10
089082,089074,0.00046935135642542006,0.0007040270346381301,0.000563221627710504,0.6666666666666666,1183.6666666666667,0.00046895483317301896,2.998310335116868,0.9233070879834836,10
171126,089074,0.00046935135642542006,0.0007040270346381301,0.000563221627710504,0.6666666666666666,1183.6666666666667,0.00046895483317301896,2.998310335116868,0.9233070879834836,10
143054,061028,0.00046935135642542006,0.0007040270346381301,0.000563221627710504,0.6666666666666666,1183.6666666666667,0.00046895483317301896,2.998310335116868,0.9233070879834836,10
143054,071002,0.00046935135642542006,0.0007040270346381301,0.000563221627710504,0.6666666666666666,1183.6666666666667,0.00046895483317301896,2.998310335116868,0.9233070879834836,10
125087,203068,0.00037548108514033607,0.000563221627710504,0.000563221627710504,0.6666666666666666,1183.6666666666667,0.0003751638665384152,2.998310335116868,0.8971853532588104,8
203068,125087,0.00037548108514033607,0.000563221627710504,0.000563221627710504,0.6666666666666666,1183.6666666666667,0.0003751638665384152,2.998310335116868,0.8971853532588104,8
089074,152143,0.00037548108514033607,0.000563221627710504,0.000563221627710504,0.6666666666666666,1183.6666666666667,0.0003751638665384152,2.998310335116868,0.8971853532588104,8
152143,089074,0.00037548108514033607,0.000563221627710504,0.000563221627710504,0.6666666666666666,1183.6666666666667,0.0003751638665384152,2.998310335116868,0.8971853532588104,8
089074,162040,0.00037548108514033607,0.000563221627710504,0.000563221627710504,0.6666666666666666,1183.6666666666667,0.0003751638665384152,2.998310335116868,0.8971853532588104,8
162040,089074,0.00037548108514033607,0.000563221627710504,0.000563221627710504,0.6666666666666666,1183.6666666666667,0.0003751638665384152,2.998310335116868,0.8971853532588104,8
103132,115142,0.00037548108514033607,0.000563221627710504,0.000563221627710504,0.6666666666666666,1183.6666666666667,0.0003751638665384152,2.998310335116868,0.8971853532588104,8
115142,103132,0.00037548108514033607,0.000563221627710504,0.000563221627710504,0.6666666666666666,1183.6666666666667,0.0003751638665384152,2.998310335116868,0.8971853532588104,8
G000001,L000002,0.000281610813855252,0.00042241622078287804,0.000563221627710504,0.6666666666666666,1183.6666666666667,0.00028137289990381136,2.998310335116868,0.8656129214384463,6
G000001,R000001,0.000281610813855252,0.00042241622078287804,0.000563221627710504,0.6666666666666666,1183.6666666666667,0.00028137289990381136,2.998310335116868,0.8656129214384463,6
Y000001,L000002,0.000281610813855252,0.00042241622078287804,0.000563221627710504,0.6666666666666666,1183.6666666666667,0.00028137289990381136,2.998310335116868,0.8656129214384463,6
Y000001,R000001,0.000281610813855252,0.00042241622078287804,0.000563221627710504,0.6666666666666666,1183.6666666666667,0.00028137289990381136,2.998310335116868,0.8656129214384463,6
181149,203068,0.000281610813855252,0.00042241622078287804,0.000563221627710504,0.6666666666666666,1183.6666666666667,0.00028137289990381136,2.998310335116868,0.8656129214384463,6
181149,161122,0.000281610813855252,0.00042241622078287804,0.000563221627710504,0.6666666666666666,1183.6666666666667,0.00028137289990381136,2.998310335116868,0.8656129214384463,6
102203,107058,0.000281610813855252,0.00042241622078287804,0.000563221627710504,0.6666666666666666,1183.6666666666667,0.00028137289990381136,2.998310335116868,0.8656129214384463,6
032119,162040,0.000281610813855252,0.00042241622078287804,0.000563221627710504,0.6666666666666666,1183.6666666666667,0.00028137289990381136,2.998310335116868,0.8656129214384463,6
086141,082027,0.000281610813855252,0.00042241622078287804,0.000563221627710504,0.6666666666666666,1183.6666666666667,0.00028137289990381136,2.998310335116868,0.8656129214384463,6
086141,083131,0.000281610813855252,0.00042241622078287804,0.000563221627710504,0.6666666666666666,1183.6666666666667,0.00028137289990381136,2.998310335116868,0.8656129214384463,6
086141,162040,0.000281610813855252,0.00042241622078287804,0.000563221627710504,0.6666666666666666,1183.6666666666667,0.00028137289990381136,2.998310335116868,0.8656129214384463,6
133057,131110,0.000281610813855252,0.00042241622078287804,0.000563221627710504,0.6666666666666666,1183.6666666666667,0.00028137289990381136,2.998310335116868,0.8656129214384463,6
123102,103559,0.000281610813855252,0.00042241622078287804,0.000563221627710504,0.6666666666666666,1183.6666666666667,0.00028137289990381136,2.998310335116868,0.8656129214384463,6
103265,107113,0.00046935135642542006,0.0008448324415657561,0.00046935135642542006,0.5555555555555556,1183.6666666666667,0.00046895483317301896,2.248943959448043,0.9233070879834836,10
181149,089073,0.00023467567821271003,0.00042241622078287804,0.00046935135642542006,0.5555555555555556,1183.6666666666667,0.00023447741658650948,2.248943959448043,0.8467288583536411,5
022030,152002,0.00023467567821271003,0.00042241622078287804,0.00046935135642542006,0.5555555555555556,1183.6666666666667,0.00023447741658650948,2.248943959448043,0.8467288583536411,5
102203,103084,0.00023467567821271003,0.00042241622078287804,0.00046935135642542006,0.5555555555555556,1183.6666666666667,0.00023447741658650948,2.248943959448043,0.8467288583536411,5
102502,102505,0.00023467567821271003,0.00042241622078287804,0.00046935135642542006,0.5555555555555556,1183.6666666666667,0.00023447741658650948,2.248943959448043,0.8467288583536411,5
102508,103084,0.00023467567821271003,0.00042241622078287804,0.00046935135642542006,0.5555555555555556,1183.6666666666667,0.00023447741658650948,2.248943959448043,0.8467288583536411,5
086141,082018,0.00023467567821271003,0.00042241622078287804,0.00046935135642542006,0.5555555555555556,1183.6666666666667,0.00023447741658650948,2.248943959448043,0.8467288583536411,5
127053,145087,0.00023467567821271003,0.00042241622078287804,0.00046935135642542006,0.5555555555555556,1183.6666666666667,0.00023447741658650948,2.248943959448043,0.8467288583536411,5
102203,103122,0.00023467567821271003,0.00042241622078287804,0.00046935135642542006,0.5555555555555556,1183.6666666666667,0.00023447741658650948,2.248943959448043,0.8467288583536411,5
102502,103122,0.00023467567821271003,0.00042241622078287804,0.00046935135642542006,0.5555555555555556,1183.6666666666667,0.00023447741658650948,2.248943959448043,0.8467288583536411,5
103123,103074,0.00023467567821271003,0.00042241622078287804,0.00046935135642542006,0.5555555555555556,1183.6666666666667,0.00023447741658650948,2.248943959448043,0.8467288583536411,5
103123,103084,0.00023467567821271003,0.00042241622078287804,0.00046935135642542006,0.5555555555555556,1183.6666666666667,0.00023447741658650948,2.248943959448043,0.8467288583536411,5
103123,103122,0.00023467567821271003,0.00042241622078287804,0.00046935135642542006,0.5555555555555556,1183.6666666666667,0.00023447741658650948,2.248943959448043,0.8467288583536411,5
103123,103128,0.00023467567821271003,0.00042241622078287804,0.00046935135642542006,0.5555555555555556,1183.6666666666667,0.00023447741658650948,2.248943959448043,0.8467288583536411,5
107139,103310,0.00023467567821271003,0.00042241622078287804,0.00046935135642542006,0.5555555555555556,1183.6666666666667,0.00023447741658650948,2.248943959448043,0.8467288583536411,5
102199,102502,0.00037548108514033607,0.0007509621702806721,0.00042241622078287804,0.5,1183.6666666666667,0.0003751638665384152,1.9991551675584343,0.8971853532588104,8
G000347,G000001,0.00032854594949779405,0.0006570918989955881,0.00042241622078287804,0.5,1183.6666666666667,0.0003282683832211133,1.9991551675584343,0.8822489499051324,7
G000347,Y000001,0.00032854594949779405,0.0006570918989955881,0.00042241622078287804,0.5,1183.6666666666667,0.0003282683832211133,1.9991551675584343,0.8822489499051324,7
102198,102502,0.00032854594949779405,0.0006570918989955881,0.00042241622078287804,0.5,1183.6666666666667,0.0003282683832211133,1.9991551675584343,0.8822489499051324,7
103083,102502,0.00032854594949779405,0.0006570918989955881,0.00042241622078287804,0.5,1183.6666666666667,0.0003282683832211133,1.9991551675584343,0.8822489499051324,7
131145,131074,0.00032854594949779405,0.0006570918989955881,0.00042241622078287804,0.5,1183.6666666666667,0.0003282683832211133,1.9991551675584343,0.8822489499051324,7
L000002,G000001,0.000281610813855252,0.000563221627710504,0.00042241622078287804,0.5,1183.6666666666667,0.00028137289990381136,1.9991551675584343,0.8656129214384463,6
R000001,G000001,0.000281610813855252,0.000563221627710504,0.00042241622078287804,0.5,1183.6666666666667,0.00028137289990381136,1.9991551675584343,0.8656129214384463,6
L000002,Y000001,0.000281610813855252,0.000563221627710504,0.00042241622078287804,0.5,1183.6666666666667,0.00028137289990381136,1.9991551675584343,0.8656129214384463,6
R000001,Y000001,0.000281610813855252,0.000563221627710504,0.00042241622078287804,0.5,1183.6666666666667,0.00028137289990381136,1.9991551675584343,0.8656129214384463,6
203068,181149,0.000281610813855252,0.000563221627710504,0.00042241622078287804,0.5,1183.6666666666667,0.00028137289990381136,1.9991551675584343,0.8656129214384463,6
161122,181149,0.000281610813855252,0.000563221627710504,0.00042241622078287804,0.5,1183.6666666666667,0.00028137289990381136,1.9991551675584343,0.8656129214384463,6
107058,102203,0.000281610813855252,0.000563221627710504,0.00042241622078287804,0.5,1183.6666666666667,0.00028137289990381136,1.9991551675584343,0.8656129214384463,6
162040,032119,0.000281610813855252,0.000563221627710504,0.00042241622078287804,0.5,1183.6666666666667,0.00028137289990381136,1.9991551675584343,0.8656129214384463,6
082027,086141,0.000281610813855252,0.000563221627710504,0.00042241622078287804,0.5,1183.6666666666667,0.00028137289990381136,1.9991551675584343,0.8656129214384463,6
083131,086141,0.000281610813855252,0.000563221627710504,0.00042241622078287804,0.5,1183.6666666666667,0.00028137289990381136,1.9991551675584343,0.8656129214384463,6
162040,086141,0.000281610813855252,0.000563221627710504,0.00042241622078287804,0.5,1183.6666666666667,0.00028137289990381136,1.9991551675584343,0.8656129214384463,6
131110,133057,0.000281610813855252,0.000563221627710504,0.00042241622078287804,0.5,1183.6666666666667,0.00028137289990381136,1.9991551675584343,0.8656129214384463,6
103559,123102,0.000281610813855252,0.000563221627710504,0.00042241622078287804,0.5,1183.6666666666667,0.00028137289990381136,1.9991551675584343,0.8656129214384463,6
089073,181149,0.00023467567821271003,0.00046935135642542006,0.00042241622078287804,0.5,1183.6666666666667,0.00023447741658650948,1.9991551675584343,0.8467288583536411,5
152002,022030,0.00023467567821271003,0.00046935135642542006,0.00042241622078287804,0.5,1183.6666666666667,0.00023447741658650948,1.9991551675584343,0.8467288583536411,5
103084,102203,0.00023467567821271003,0.00046935135642542006,0.00042241622078287804,0.5,1183.6666666666667,0.00023447741658650948,1.9991551675584343,0.8467288583536411,5
102505,102502,0.00023467567821271003,0.00046935135642542006,0.00042241622078287804,0.5,1183.6666666666667,0.00023447741658650948,1.9991551675584343,0.8467288583536411,5
103084,102508,0.00023467567821271003,0.00046935135642542006,0.00042241622078287804,0.5,1183.6666666666667,0.00023447741658650948,1.9991551675584343,0.8467288583536411,5
082018,086141,0.00023467567821271003,0.00046935135642542006,0.00042241622078287804,0.5,1183.6666666666667,0.00023447741658650948,1.9991551675584343,0.8467288583536411,5
145087,127053,0.00023467567821271003,0.00046935135642542006,0.00042241622078287804,0.5,1183.6666666666667,0.00023447741658650948,1.9991551675584343,0.8467288583536411,5
103122,102203,0.00023467567821271003,0.00046935135642542006,0.00042241622078287804,0.5,1183.6666666666667,0.00023447741658650948,1.9991551675584343,0.8467288583536411,5
103122,102502,0.00023467567821271003,0.00046935135642542006,0.00042241622078287804,0.5,1183.6666666666667,0.00023447741658650948,1.9991551675584343,0.8467288583536411,5
103074,103123,0.00023467567821271003,0.00046935135642542006,0.00042241622078287804,0.5,1183.6666666666667,0.00023447741658650948,1.9991551675584343,0.8467288583536411,5
103084,103123,0.00023467567821271003,0.00046935135642542006,0.00042241622078287804,0.5,1183.6666666666667,0.00023447741658650948,1.9991551675584343,0.8467288583536411,5
103122,103123,0.00023467567821271003,0.00046935135642542006,0.00042241622078287804,0.5,1183.6666666666667,0.00023447741658650948,1.9991551675584343,0.8467288583536411,5
103128,103123,0.00023467567821271003,0.00046935135642542006,0.00042241622078287804,0.5,1183.6666666666667,0.00023447741658650948,1.9991551675584343,0.8467288583536411,5
103310,107139,0.00023467567821271003,0.00046935135642542006,0.00042241622078287804,0.5,1183.6666666666667,0.00023447741658650948,1.9991551675584343,0.8467288583536411,5
102154,106031,0.00032854594949779405,0.0008448324415657561,0.00032854594949779405,0.3888888888888889,1183.6666666666667,0.0003282683832211133,1.6358260157190034,0.8822489499051324,7
103035,106031,0.00032854594949779405,0.0008448324415657561,0.00032854594949779405,0.3888888888888889,1183.6666666666667,0.0003282683832211133,1.6358260157190034,0.8822489499051324,7
134041,126127,0.00023467567821271003,0.0007040270346381301,0.000281610813855252,0.3333333333333333,1183.6666666666667,0.00023447741658650948,1.499577583779217,0.8467288583536411,5
086091,125104,0.00023467567821271003,0.0008448324415657561,0.00023467567821271003,0.2777777777777778,1183.6666666666667,0.00023447741658650948,1.3842904490609362,0.8467288583536411,5
102154,122155,0.00023467567821271003,0.0008448324415657561,0.00023467567821271003,0.2777777777777778,1183.6666666666667,0.00023447741658650948,1.3842904490609362,0.8467288583536411,5
103035,122155,0.00023467567821271003,0.0008448324415657561,0.00023467567821271003,0.2777777777777778,1183.6666666666667,0.00023447741658650948,1.3842904490609362,0.8467288583536411,5
081027,085010,0.0007509621702806721,0.0007978973059232142,0.0007978973059232142,0.9411764705882353,1179.5709342560554,0.0007503255301698727,16.9864357457993,0.9831461458760692,16
085010,081027,0.0007509621702806721,0.0007978973059232142,0.0007978973059232142,0.9411764705882353,1179.5709342560554,0.0007503255301698727,16.9864357457993,0.9831461458760692,16
102214,102213,0.00046935135642542006,0.0006101567633530461,0.0006570918989955881,0.7692307692307693,1170.6593406593406,0.0004689504273591034,4.330485935104353,0.9218653334064284,10
103129,102198,0.00046935135642542006,0.0006101567633530461,0.0006570918989955881,0.7692307692307693,1170.6593406593406,0.0004689504273591034,4.330485935104353,0.9218653334064284,10
102213,102214,0.00046935135642542006,0.0006570918989955881,0.0006101567633530461,0.7142857142857143,1170.6593406593406,0.0004689504273591034,3.4978644513282644,0.9218653334064284,10
102198,103129,0.00046935135642542006,0.0006570918989955881,0.0006101567633530461,0.7142857142857143,1170.6593406593406,0.0004689504273591034,3.4978644513282644,0.9218653334064284,10
86192,126128,0.00023467567821271003,0.00032854594949779405,0.0006101567633530461,0.7142857142857143,1170.6593406593406,0.0002344752136795517,3.4978644513282644,0.8454066815579205,5
102204,103129,0.00023467567821271003,0.00032854594949779405,0.0006101567633530461,0.7142857142857143,1170.6593406593406,0.0002344752136795517,3.4978644513282644,0.8454066815579205,5
102693,123103,0.00023467567821271003,0.00032854594949779405,0.0006101567633530461,0.7142857142857143,1170.6593406593406,0.0002344752136795517,3.4978644513282644,0.8454066815579205,5
126128,86192,0.00023467567821271003,0.0006101567633530461,0.00032854594949779405,0.38461538461538464,1170.6593406593406,0.0002344752136795517,1.6244661128320659,0.8454066815579205,5
103129,102204,0.00023467567821271003,0.0006101567633530461,0.00032854594949779405,0.38461538461538464,1170.6593406593406,0.0002344752136795517,1.6244661128320659,0.8454066815579205,5
123103,102693,0.00023467567821271003,0.0006101567633530461,0.00032854594949779405,0.38461538461538464,1170.6593406593406,0.0002344752136795517,1.6244661128320659,0.8454066815579205,5
091217,091216,0.0006570918989955881,0.0007040270346381301,0.0007978973059232142,0.9333333333333333,1169.741176470588,0.0006565301577213532,14.988031540411155,0.9640884091136878,14
091216,091217,0.0006570918989955881,0.0007978973059232142,0.0007040270346381301,0.8235294117647058,1169.741176470588,0.0006565301577213532,5.66267718013705,0.9640884091136878,14
102210,102199,0.00032854594949779405,0.00037548108514033607,0.0007509621702806721,0.875,1165.171875,0.00032826397740719774,7.993992302637754,0.8802855185142651,7
102211,102199,0.00032854594949779405,0.00037548108514033607,0.0007509621702806721,0.875,1165.171875,0.00032826397740719774,7.993992302637754,0.8802855185142651,7
043058,081029,0.00032854594949779405,0.00037548108514033607,0.0007509621702806721,0.875,1165.171875,0.00032826397740719774,7.993992302637754,0.8802855185142651,7
102199,102210,0.00032854594949779405,0.0007509621702806721,0.00037548108514033607,0.4375,1165.171875,0.00032826397740719774,1.7771102558486396,0.8802855185142651,7
102199,102211,0.00032854594949779405,0.0007509621702806721,0.00037548108514033607,0.4375,1165.171875,0.00032826397740719774,1.7771102558486396,0.8802855185142651,7
081029,043058,0.00032854594949779405,0.0007509621702806721,0.00037548108514033607,0.4375,1165.171875,0.00032826397740719774,1.7771102558486396,0.8802855185142651,7
103078,103077,0.0006101567633530461,0.0006570918989955881,0.0007978973059232142,0.9285714285714286,1163.7731092436975,0.0006096324714970936,13.988829437717081,0.953744736893895,13
103077,103078,0.0006101567633530461,0.0007978973059232142,0.0006570918989955881,0.7647058823529411,1163.7731092436975,0.0006096324714970936,4.247207359429268,0.953744736893895,13
203015,152022,0.000281610813855252,0.00046935135642542006,0.000516286492067962,0.6,1162.1454545454544,0.0002813684940898958,2.49870928376983,0.8633683742354205,6
152002,095006,0.000281610813855252,0.00046935135642542006,0.000516286492067962,0.6,1162.1454545454544,0.0002813684940898958,2.49870928376983,0.8633683742354205,6
102505,103081,0.000281610813855252,0.00046935135642542006,0.000516286492067962,0.6,1162.1454545454544,0.0002813684940898958,2.49870928376983,0.8633683742354205,6
082018,032097,0.000281610813855252,0.00046935135642542006,0.000516286492067962,0.6,1162.1454545454544,0.0002813684940898958,2.49870928376983,0.8633683742354205,6
103133,103125,0.000281610813855252,0.00046935135642542006,0.000516286492067962,0.6,1162.1454545454544,0.0002813684940898958,2.49870928376983,0.8633683742354205,6
103122,103081,0.000281610813855252,0.00046935135642542006,0.000516286492067962,0.6,1162.1454545454544,0.0002813684940898958,2.49870928376983,0.8633683742354205,6
103128,103081,0.000281610813855252,0.00046935135642542006,0.000516286492067962,0.6,1162.1454545454544,0.0002813684940898958,2.49870928376983,0.8633683742354205,6
103084,103125,0.000281610813855252,0.00046935135642542006,0.000516286492067962,0.6,1162.1454545454544,0.0002813684940898958,2.49870928376983,0.8633683742354205,6
172174,079003,0.000281610813855252,0.00046935135642542006,0.000516286492067962,0.6,1162.1454545454544,0.0002813684940898958,2.49870928376983,0.8633683742354205,6
102690,107121,0.000281610813855252,0.00046935135642542006,0.000516286492067962,0.6,1162.1454545454544,0.0002813684940898958,2.49870928376983,0.8633683742354205,6
107142,107137,0.000281610813855252,0.00046935135642542006,0.000516286492067962,0.6,1162.1454545454544,0.0002813684940898958,2.49870928376983,0.8633683742354205,6
103310,107137,0.000281610813855252,0.00046935135642542006,0.000516286492067962,0.6,1162.1454545454544,0.0002813684940898958,2.49870928376983,0.8633683742354205,6
152022,203015,0.000281610813855252,0.000516286492067962,0.00046935135642542006,0.5454545454545454,1162.1454545454544,0.0002813684940898958,2.1989674270158637,0.8633683742354205,6
095006,152002,0.000281610813855252,0.000516286492067962,0.00046935135642542006,0.5454545454545454,1162.1454545454544,0.0002813684940898958,2.1989674270158637,0.8633683742354205,6
103081,102505,0.000281610813855252,0.000516286492067962,0.00046935135642542006,0.5454545454545454,1162.1454545454544,0.0002813684940898958,2.1989674270158637,0.8633683742354205,6
032097,082018,0.000281610813855252,0.000516286492067962,0.00046935135642542006,0.5454545454545454,1162.1454545454544,0.0002813684940898958,2.1989674270158637,0.8633683742354205,6
103125,103133,0.000281610813855252,0.000516286492067962,0.00046935135642542006,0.5454545454545454,1162.1454545454544,0.0002813684940898958,2.1989674270158637,0.8633683742354205,6
103081,103122,0.000281610813855252,0.000516286492067962,0.00046935135642542006,0.5454545454545454,1162.1454545454544,0.0002813684940898958,2.1989674270158637,0.8633683742354205,6
103081,103128,0.000281610813855252,0.000516286492067962,0.00046935135642542006,0.5454545454545454,1162.1454545454544,0.0002813684940898958,2.1989674270158637,0.8633683742354205,6
103125,103084,0.000281610813855252,0.000516286492067962,0.00046935135642542006,0.5454545454545454,1162.1454545454544,0.0002813684940898958,2.1989674270158637,0.8633683742354205,6
079003,172174,0.000281610813855252,0.000516286492067962,0.00046935135642542006,0.5454545454545454,1162.1454545454544,0.0002813684940898958,2.1989674270158637,0.8633683742354205,6
107121,102690,0.000281610813855252,0.000516286492067962,0.00046935135642542006,0.5454545454545454,1162.1454545454544,0.0002813684940898958,2.1989674270158637,0.8633683742354205,6
107137,107142,0.000281610813855252,0.000516286492067962,0.00046935135642542006,0.5454545454545454,1162.1454545454544,0.0002813684940898958,2.1989674270158637,0.8633683742354205,6
107137,103310,0.000281610813855252,0.000516286492067962,0.00046935135642542006,0.5454545454545454,1162.1454545454544,0.0002813684940898958,2.1989674270158637,0.8633683742354205,6
019070,019071,0.0006101567633530461,0.0007040270346381301,0.0007509621702806721,0.8666666666666667,1154.0749999999998,0.0006096280656831779,7.494367783722897,0.9526141665292472,13
019071,019070,0.0006101567633530461,0.0007509621702806721,0.0007040270346381301,0.8125,1154.0749999999998,0.0006096280656831779,5.32957852248193,0.9526141665292472,13
152143,131027,0.000516286492067962,0.000563221627710504,0.0007978973059232142,0.9166666666666666,1148.8529411764705,0.0005158370990485741,11.990425232328917,0.9309895775535256,11
131027,152143,0.000516286492067962,0.0007978973059232142,0.000563221627710504,0.6470588235294118,1148.8529411764705,0.0005158370990485741,2.8317375387214874,0.9309895775535256,11
102505,107060,0.00032854594949779405,0.00046935135642542006,0.0006101567633530461,0.7,1147.246153846154,0.00032825957159328216,3.3312994774554894,0.8783525291493324,7
103084,103121,0.00032854594949779405,0.00046935135642542006,0.0006101567633530461,0.7,1147.246153846154,0.00032825957159328216,3.3312994774554894,0.8783525291493324,7
103084,103129,0.00032854594949779405,0.00046935135642542006,0.0006101567633530461,0.7,1147.246153846154,0.00032825957159328216,3.3312994774554894,0.8783525291493324,7
103128,103121,0.00032854594949779405,0.00046935135642542006,0.0006101567633530461,0.7,1147.246153846154,0.00032825957159328216,3.3312994774554894,0.8783525291493324,7
103133,103121,0.00032854594949779405,0.00046935135642542006,0.0006101567633530461,0.7,1147.246153846154,0.00032825957159328216,3.3312994774554894,0.8783525291493324,7
107142,123103,0.00032854594949779405,0.00046935135642542006,0.0006101567633530461,0.7,1147.246153846154,0.00032825957159328216,3.3312994774554894,0.8783525291493324,7
107060,102505,0.00032854594949779405,0.0006101567633530461,0.00046935135642542006,0.5384615384615384,1147.246153846154,0.00032825957159328216,2.165649738727745,0.8783525291493324,7
103121,103084,0.00032854594949779405,0.0006101567633530461,0.00046935135642542006,0.5384615384615384,1147.246153846154,0.00032825957159328216,2.165649738727745,0.8783525291493324,7
103129,103084,0.00032854594949779405,0.0006101567633530461,0.00046935135642542006,0.5384615384615384,1147.246153846154,0.00032825957159328216,2.165649738727745,0.8783525291493324,7
103121,103128,0.00032854594949779405,0.0006101567633530461,0.00046935135642542006,0.5384615384615384,1147.246153846154,0.00032825957159328216,2.165649738727745,0.8783525291493324,7
103121,103133,0.00032854594949779405,0.0006101567633530461,0.00046935135642542006,0.5384615384615384,1147.246153846154,0.00032825957159328216,2.165649738727745,0.8783525291493324,7
123103,107142,0.00032854594949779405,0.0006101567633530461,0.00046935135642542006,0.5384615384615384,1147.246153846154,0.00032825957159328216,2.165649738727745,0.8783525291493324,7
023079,161045,0.000563221627710504,0.0006570918989955881,0.0007509621702806721,0.8571428571428571,1141.392857142857,0.0005627281765519605,6.994743264808033,0.9409459559905688,12
102198,102199,0.000563221627710504,0.0006570918989955881,0.0007509621702806721,0.8571428571428571,1141.392857142857,0.0005627281765519605,6.994743264808033,0.9409459559905688,12
103036,102155,0.000563221627710504,0.0006570918989955881,0.0007509621702806721,0.8571428571428571,1141.392857142857,0.0005627281765519605,6.994743264808033,0.9409459559905688,12
061020,061029,0.000563221627710504,0.0006570918989955881,0.0007509621702806721,0.8571428571428571,1141.392857142857,0.0005627281765519605,6.994743264808033,0.9409459559905688,12
141143,143071,0.000281610813855252,0.00032854594949779405,0.0007509621702806721,0.8571428571428571,1141.392857142857,0.00028136408827598026,6.994743264808033,0.861164271532832,6
102204,102199,0.000281610813855252,0.00032854594949779405,0.0007509621702806721,0.8571428571428571,1141.392857142857,0.00028136408827598026,6.994743264808033,0.861164271532832,6
106031,102155,0.000281610813855252,0.00032854594949779405,0.0007509621702806721,0.8571428571428571,1141.392857142857,0.00028136408827598026,6.994743264808033,0.861164271532832,6
161045,023079,0.000563221627710504,0.0007509621702806721,0.0006570918989955881,0.75,1141.392857142857,0.0005627281765519605,3.997371632404018,0.9409459559905688,12
102199,102198,0.000563221627710504,0.0007509621702806721,0.0006570918989955881,0.75,1141.392857142857,0.0005627281765519605,3.997371632404018,0.9409459559905688,12
102155,103036,0.000563221627710504,0.0007509621702806721,0.0006570918989955881,0.75,1141.392857142857,0.0005627281765519605,3.997371632404018,0.9409459559905688,12
061029,061020,0.000563221627710504,0.0007509621702806721,0.0006570918989955881,0.75,1141.392857142857,0.0005627281765519605,3.997371632404018,0.9409459559905688,12
L000002,G000347,0.00042241622078287804,0.000563221627710504,0.0006570918989955881,0.75,1141.392857142857,0.00042204613241397034,3.997371632404018,0.9061055407881524,9
R000001,G000347,0.00042241622078287804,0.000563221627710504,0.0006570918989955881,0.75,1141.392857142857,0.00042204613241397034,3.997371632404018,0.9061055407881524,9
2604010,G000347,0.00042241622078287804,0.000563221627710504,0.0006570918989955881,0.75,1141.392857142857,0.00042204613241397034,3.997371632404018,0.9061055407881524,9
162040,023079,0.00042241622078287804,0.000563221627710504,0.0006570918989955881,0.75,1141.392857142857,0.00042204613241397034,3.997371632404018,0.9061055407881524,9
089074,131145,0.00042241622078287804,0.000563221627710504,0.0006570918989955881,0.75,1141.392857142857,0.00042204613241397034,3.997371632404018,0.9061055407881524,9
082027,131145,0.00042241622078287804,0.000563221627710504,0.0006570918989955881,0.75,1141.392857142857,0.00042204613241397034,3.997371632404018,0.9061055407881524,9
