movimientos_pi,transacciones_validas,articulos_unicos,propietarios_unicos,tamano_cesta_media,tamano_cesta_mediana,pct_transacciones_1_articulo,pct_transacciones_2_articulos,pct_transacciones_3_o_mas,fecha_min,fecha_max
63378,21120,7847,74,2.4153,1.0,0.6059,0.1692,0.2249,2022-01-03 08:49:05,2026-03-30 12:54:20
