granularity,period,transactions,avg_basket_size,series_type,article_a,article_b,period_label,period_transaction_count,shared_transactions,joint_support,lift,balanced_confidence,jaccard_similarity,cosine_similarity
,,,,pair_affinity,102155,103036,full_history,21120.0,12.0,0.0005681818181818182,1131.4285714285713,0.8,0.6666666666666666,0.8017837257372732
,,,,pair_affinity,087035,171126,full_history,21120.0,12.0,0.0005681818181818182,1055.9999999999998,0.7741935483870969,0.631578947368421,0.7745966692414834
,,,,pair_affinity,102214,102216,full_history,21120.0,12.0,0.0005681818181818182,1026.072874493927,0.7499999999999999,0.6,0.7635417155709333
,,,,pair_affinity,129114,179015,full_history,21120.0,12.0,0.0005681818181818182,1005.7142857142858,0.7272727272727273,0.5714285714285714,0.7559289460184544
,,,,pair_affinity,102181,103077,full_history,21120.0,12.0,0.0005681818181818182,993.8823529411765,0.75,0.6,0.7514691493021795
,,,,pair_affinity,081027,089082,full_history,21120.0,12.0,0.0005681818181818182,993.8823529411765,0.75,0.6,0.7514691493021795
,,,,pair_affinity,085010,089082,full_history,21120.0,12.0,0.0005681818181818182,993.8823529411765,0.75,0.6,0.7514691493021795
,,,,pair_affinity,022148,033050,full_history,21120.0,12.0,0.0005681818181818182,993.8823529411765,0.75,0.6,0.7514691493021795
,,,,pair_affinity,102214,103141,full_history,21120.0,12.0,0.0005681818181818182,974.7692307692307,0.7272727272727273,0.5714285714285714,0.7442084075352507
,,,,pair_affinity,023079,086096,full_history,21120.0,12.0,0.0005681818181818182,952.7819548872179,0.7272727272727273,0.5714285714285714,0.735767207381959
,,,,pair_affinity,102183,103083,full_history,21120.0,12.0,0.0005681818181818182,952.7819548872179,0.7272727272727273,0.5714285714285714,0.735767207381959
,,,,pair_affinity,081027,087035,full_history,21120.0,12.0,0.0005681818181818182,931.7647058823529,0.7272727272727273,0.5714285714285714,0.7276068751089989
,,,,pair_affinity,085010,087035,full_history,21120.0,12.0,0.0005681818181818182,931.7647058823529,0.7272727272727273,0.5714285714285714,0.7276068751089989
,,,,pair_affinity,102213,103139,full_history,21120.0,12.0,0.0005681818181818182,905.142857142857,0.7058823529411764,0.5454545454545454,0.7171371656006361
,,,,pair_affinity,102215,103140,full_history,21120.0,12.0,0.0005681818181818182,905.142857142857,0.7058823529411764,0.5454545454545454,0.7171371656006361
,,,,pair_affinity,103140,103141,full_history,21120.0,12.0,0.0005681818181818182,905.142857142857,0.7058823529411764,0.5454545454545454,0.7171371656006361
,,,,pair_affinity,133181,133182,full_history,21120.0,12.0,0.0005681818181818182,905.142857142857,0.7058823529411764,0.5454545454545454,0.7171371656006361
,,,,pair_affinity,091217,094085,full_history,21120.0,12.0,0.0005681818181818182,889.2631578947367,0.7058823529411764,0.5454545454545454,0.7108186533109108
,,,,pair_affinity,143054,172019,full_history,21120.0,12.0,0.0005681818181818182,844.8,0.6857142857142856,0.5217391304347826,0.6928203230275508
,,,,pair_affinity,086096,161045,full_history,21120.0,12.0,0.0005681818181818182,833.6842105263157,0.6857142857142856,0.5217391304347826,0.6882472016116852
,,,,pair_affinity,081029,086096,full_history,21120.0,12.0,0.0005681818181818182,833.6842105263157,0.6857142857142856,0.5217391304347826,0.6882472016116852
,,,,pair_affinity,086096,131027,full_history,21120.0,12.0,0.0005681818181818182,784.6439628482972,0.6666666666666666,0.5,0.6676978608895887
,,,,pair_affinity,084094,086124,full_history,21120.0,12.0,0.0005681818181818182,784.6439628482972,0.6666666666666666,0.5,0.6676978608895887
,,,,pair_affinity,061011,061028,full_history,21120.0,12.0,0.0005681818181818182,782.2222222222222,0.6153846153846154,0.4444444444444444,0.6666666666666666
,,,,pair_affinity,086009,086096,full_history,21120.0,12.0,0.0005681818181818182,702.0498614958448,0.631578947368421,0.46153846153846156,0.631578947368421
,,,,pair_affinity,086009,102216,full_history,21120.0,12.0,0.0005681818181818182,702.0498614958448,0.631578947368421,0.46153846153846156,0.631578947368421
,,,,pair_affinity,031050,171126,full_history,21120.0,12.0,0.0005681818181818182,675.8399999999999,0.6,0.42857142857142855,0.6196773353931867
,,,,pair_affinity,031050,085010,full_history,21120.0,12.0,0.0005681818181818182,596.3294117647059,0.5714285714285714,0.4,0.5820855000871991
,,,,pair_affinity,071127,084094,full_history,21120.0,12.0,0.0005681818181818182,579.954233409611,0.5714285714285714,0.4,0.5740378478819278
,,,,pair_affinity,049029,069001,full_history,21120.0,12.0,0.0005681818181818182,573.3936651583712,0.5106382978723405,0.34285714285714286,0.5707817929853929
,,,,pair_affinity,081027,123011,full_history,21120.0,12.0,0.0005681818181818182,552.156862745098,0.5454545454545455,0.375,0.560112033611204
,,,,pair_affinity,085010,123011,full_history,21120.0,12.0,0.0005681818181818182,552.156862745098,0.5454545454545455,0.375,0.560112033611204
,,,,pair_affinity,123011,131027,full_history,21120.0,12.0,0.0005681818181818182,552.156862745098,0.5454545454545455,0.375,0.560112033611204
,,,,pair_affinity,023079,069001,full_history,21120.0,12.0,0.0005681818181818182,532.4369747899159,0.5,0.3333333333333333,0.5500190982169268
,,,,pair_affinity,031050,103139,full_history,21120.0,12.0,0.0005681818181818182,506.88,0.5333333333333333,0.36363636363636365,0.5366563145999494
,,,,pair_affinity,022181,031157,full_history,21120.0,12.0,0.0005681818181818182,499.8816568047338,0.46153846153846156,0.3,0.5329387100211931
,,,,pair_affinity,069001,089082,full_history,21120.0,12.0,0.0005681818181818182,496.94117647058823,0.489795918367347,0.32432432432432434,0.5313689313240572
,,,,pair_affinity,023074,123011,full_history,21120.0,12.0,0.0005681818181818182,494.03508771929825,0.5217391304347826,0.35294117647058826,0.5298129428260175
,,,,pair_affinity,069001,081027,full_history,21120.0,12.0,0.0005681818181818182,438.47750865051904,0.47058823529411764,0.3076923076923077,0.4991341984846218
,,,,pair_affinity,069001,085010,full_history,21120.0,12.0,0.0005681818181818182,438.47750865051904,0.47058823529411764,0.3076923076923077,0.4991341984846218
,,,,pair_affinity,069001,086009,full_history,21120.0,12.0,0.0005681818181818182,392.3219814241486,0.45283018867924535,0.2926829268292683,0.47213368521878024
,,,,pair_affinity,063007,086096,full_history,21120.0,12.0,0.0005681818181818182,381.11278195488717,0.4444444444444444,0.2857142857142857,0.4653400405976888
,,,,pair_affinity,126073,65089,full_history,21120.0,12.0,0.0005681818181818182,375.4666666666667,0.4,0.25,0.4618802153517006
,,,,pair_affinity,103158,106020,full_history,21120.0,12.0,0.0005681818181818182,317.593984962406,0.4067796610169491,0.2553191489361702,0.4247953952428732
,,,,pair_affinity,051122,144051,full_history,21120.0,12.0,0.0005681818181818182,303.1578947368421,0.4,0.25,0.4150286783196448
,,,,pair_affinity,031050,069001,full_history,21120.0,12.0,0.0005681818181818182,298.16470588235296,0.4067796610169492,0.2553191489361702,0.4115966043420212
,,,,pair_affinity,022151,032031,full_history,21120.0,12.0,0.0005681818181818182,294.35540069686414,0.3870967741935484,0.24,0.40895890595459816
,,,,pair_affinity,031050,063007,full_history,21120.0,12.0,0.0005681818181818182,289.64571428571423,0.4,0.25,0.40567404226968795
,,,,pair_affinity,102220,106020,full_history,21120.0,12.0,0.0005681818181818182,266.77894736842103,0.38095238095238093,0.23529411764705882,0.3893314107138301
,,,,pair_affinity,103157,124251,full_history,21120.0,12.0,0.0005681818181818182,232.72727272727266,0.36363636363636365,0.2222222222222222,0.36363636363636365
,,,,pair_affinity,063007,069001,full_history,21120.0,12.0,0.0005681818181818182,212.97478991596637,0.34782608695652173,0.21052631578947367,0.34786262139146906
,,,,pair_affinity,061011,071009,full_history,21120.0,12.0,0.0005681818181818182,208.59259259259258,0.3333333333333333,0.2,0.3442651863295482
,,,,pair_affinity,061005,061010,full_history,21120.0,12.0,0.0005681818181818182,207.39770867430443,0.3287671232876712,0.19672131147540983,0.3432777406143738
,,,,pair_affinity,061010,061011,full_history,21120.0,12.0,0.0005681818181818182,199.71631205673756,0.3243243243243243,0.1935483870967742,0.3368607684266076
,,,,pair_affinity,142008,142009,full_history,21120.0,12.0,0.0005681818181818182,191.56462585034012,0.2857142857142857,0.16666666666666666,0.329914439536929
,,,,pair_affinity,041068,092071,full_history,21120.0,12.0,0.0005681818181818182,160.9142857142857,0.30000000000000004,0.17647058823529413,0.30237157840738177
,,,,pair_affinity,091033,167005,full_history,21120.0,12.0,0.0005681818181818182,149.08235294117648,0.22857142857142856,0.12903225806451613,0.29104275004359953
,,,,pair_affinity,063014,171126,full_history,21120.0,12.0,0.0005681818181818182,134.0952380952381,0.1702127659574468,0.09302325581395349,0.2760262237369417
,,,,pair_affinity,142008,143055,full_history,21120.0,12.0,0.0005681818181818182,129.7695852534562,0.2553191489361702,0.14634146341463414,0.27153769332085226
,,,,pair_affinity,063014,087035,full_history,21120.0,12.0,0.0005681818181818182,125.71428571428571,0.16901408450704225,0.09230769230769231,0.2672612419124244
,,,,pair_affinity,142008,142017,full_history,21120.0,12.0,0.0005681818181818182,118.31932773109244,0.24742268041237117,0.1411764705882353,0.25928148942086576
,,,,pair_affinity,087004,152143,full_history,21120.0,12.0,0.0005681818181818182,111.74603174603175,0.11940298507462686,0.06349206349206349,0.25197631533948484
,,,,pair_affinity,049029,087004,full_history,21120.0,12.0,0.0005681818181818182,103.15018315018315,0.11881188118811882,0.06315789473684211,0.24209101306752098
,,,,pair_affinity,016024,126100,full_history,21120.0,12.0,0.0005681818181818182,100.73131955484897,0.2222222222222222,0.125,0.23923566684866998
,,,,pair_affinity,061012,071009,full_history,21120.0,12.0,0.0005681818181818182,100.57142857142857,0.23762376237623759,0.1348314606741573,0.23904572186687875
,,,,pair_affinity,087004,131145,full_history,21120.0,12.0,0.0005681818181818182,95.78231292517005,0.11822660098522167,0.06282722513089005,0.23328473740792172
,,,,pair_affinity,018423,167006,full_history,21120.0,12.0,0.0005681818181818182,93.86666666666666,0.18045112781954886,0.09917355371900827,0.2309401076758503
,,,,pair_affinity,041086,063014,full_history,21120.0,12.0,0.0005681818181818182,91.42857142857142,0.16216216216216214,0.08823529411764706,0.2279211529192759
,,,,pair_affinity,015171,103201,full_history,21120.0,12.0,0.0005681818181818182,90.83870967741935,0.11940298507462686,0.06349206349206349,0.22718473369882594
,,,,pair_affinity,087004,089082,full_history,21120.0,12.0,0.0005681818181818182,89.39682539682539,0.11764705882352941,0.0625,0.2253744679276044
,,,,pair_affinity,081029,087004,full_history,21120.0,12.0,0.0005681818181818182,83.80952380952381,0.11707317073170732,0.06217616580310881,0.21821789023599236
,,,,pair_affinity,051003,167006,full_history,21120.0,12.0,0.0005681818181818182,80.91954022988506,0.17518248175182483,0.096,0.214422506967559
,,,,pair_affinity,022199,072089,full_history,21120.0,12.0,0.0005681818181818182,72.82758620689656,0.12371134020618556,0.06593406593406594,0.2034190510862431
,,,,pair_affinity,087004,102216,full_history,21120.0,12.0,0.0005681818181818182,70.57644110275687,0.11538461538461539,0.061224489795918366,0.20025046972870356
,,,,pair_affinity,063014,083021,full_history,21120.0,12.0,0.0005681818181818182,69.35960591133005,0.15483870967741936,0.08391608391608392,0.19851666679418606
,,,,pair_affinity,022009,202000,full_history,21120.0,12.0,0.0005681818181818182,62.16335540838851,0.13483146067415733,0.07228915662650602,0.18793639429397582
,,,,pair_affinity,015181,072112,full_history,21120.0,12.0,0.0005681818181818182,61.87499999999999,0.15000000000000002,0.08108108108108109,0.1875
,,,,pair_affinity,014023,167006,full_history,21120.0,12.0,0.0005681818181818182,55.87301587301588,0.16,0.08695652173913043,0.1781741612749496
,,,,pair_affinity,051334,084099,full_history,21120.0,12.0,0.0005681818181818182,51.014492753623195,0.08163265306122448,0.0425531914893617,0.17025130615174974
,,,,pair_affinity,012017,051122,full_history,21120.0,12.0,0.0005681818181818182,46.31578947368421,0.13186813186813187,0.07058823529411765,0.16222142113076254
,,,,pair_affinity,012025,012065,full_history,21120.0,12.0,0.0005681818181818182,44.91228070175438,0.10169491525423728,0.05357142857142857,0.15974461276617433
,,,,pair_affinity,012048,014030,full_history,21120.0,12.0,0.0005681818181818182,42.1136590229312,0.14201183431952663,0.07643312101910828,0.15468747639656608
,,,,pair_affinity,018002,018018,full_history,21120.0,12.0,0.0005681818181818182,38.014099295035244,0.13953488372093023,0.075,0.14696571047015458
,,,,pair_affinity,012053,012054,full_history,21120.0,12.0,0.0005681818181818182,34.73684210526316,0.10434782608695652,0.05504587155963303,0.1404878717372541
,,,,pair_affinity,012019,014023,full_history,21120.0,12.0,0.0005681818181818182,31.759398496240603,0.10344827586206898,0.05454545454545454,0.1343320988518935
,,,,pair_affinity,201027,202022,full_history,21120.0,12.0,0.0005681818181818182,31.731563791160628,0.11320754716981134,0.06,0.13427321999793554
,,,,pair_affinity,012053,012056,full_history,21120.0,12.0,0.0005681818181818182,31.42857142857143,0.10256410256410256,0.05405405405405406,0.1336306209562122
,,,,pair_affinity,202022,204065,full_history,21120.0,12.0,0.0005681818181818182,29.33672878805417,0.1111111111111111,0.058823529411764705,0.1291069165548597
,,,,pair_affinity,022181,084042,full_history,21120.0,12.0,0.0005681818181818182,29.14108313211452,0.0916030534351145,0.048,0.12867569155746683
,,,,pair_affinity,051334,126105,full_history,21120.0,12.0,0.0005681818181818182,28.911704312114985,0.04752475247524753,0.02434077079107505,0.1281682672224003
,,,,pair_affinity,084099,204096,full_history,21120.0,12.0,0.0005681818181818182,27.82608695652174,0.07766990291262135,0.04040404040404041,0.1257389226923863
,,,,pair_affinity,012062,014000,full_history,21120.0,12.0,0.0005681818181818182,27.65906362545018,0.12244897959183675,0.06521739130434782,0.1253609869932224
,,,,pair_affinity,091135,201026,full_history,21120.0,12.0,0.0005681818181818182,26.524332810047095,0.12244897959183675,0.06521739130434782,0.12276254983533136
,,,,pair_affinity,031156,129079,full_history,21120.0,12.0,0.0005681818181818182,24.944881889763778,0.11594202898550725,0.06153846153846154,0.11905136851988177
,,,,pair_affinity,142002,167004,full_history,21120.0,12.0,0.0005681818181818182,21.848275862068967,0.07272727272727272,0.03773584905660377,0.11141720290623112
,,,,pair_affinity,018023,018071,full_history,21120.0,12.0,0.0005681818181818182,21.372912801484226,0.1095890410958904,0.057971014492753624,0.11019845940569573
,,,,pair_affinity,032040,051106,full_history,21120.0,12.0,0.0005681818181818182,19.995266272189347,0.09230769230769231,0.04838709677419355,0.10658774200423861
,,,,pair_affinity,011105,041068,full_history,21120.0,12.0,0.0005681818181818182,19.692307692307693,0.07250755287009064,0.03761755485893417,0.10577717706958902
,,,,pair_affinity,011013,011024,full_history,21120.0,12.0,0.0005681818181818182,18.341293964394264,0.0995850622406639,0.05240174672489083,0.1020842287157852
,,,,pair_affinity,022053,051106,full_history,21120.0,12.0,0.0005681818181818182,17.484649879268716,0.08333333333333333,0.043478260869565216,0.09967176209275827
,,,,pair_affinity,012014,167006,full_history,21120.0,12.0,0.0005681818181818182,17.004830917874397,0.0975609756097561,0.05128205128205128,0.0982946374365981
,,,,pair_affinity,061016,071039,full_history,21120.0,12.0,0.0005681818181818182,15.346049046321529,0.058252427184466014,0.03,0.09337743865113415
,,,,pair_affinity,018018,018076,full_history,21120.0,12.0,0.0005681818181818182,14.271073821724196,0.06666666666666667,0.034482758620689655,0.09004756893683583
,,,,pair_affinity,022181,126105,full_history,21120.0,12.0,0.0005681818181818182,13.343863528668455,0.045627376425855515,0.023346303501945526,0.08707319128921884
,,,,pair_affinity,032040,201026,full_history,21120.0,12.0,0.0005681818181818182,12.378021978021977,0.08,0.041666666666666664,0.08386278693775347
,,,,pair_affinity,041066,061016,full_history,21120.0,12.0,0.0005681818181818182,11.704613679397772,0.056338028169014086,0.028985507246376812,0.08154967002677575
,,,,pair_affinity,011130,014012,full_history,21120.0,12.0,0.0005681818181818182,10.72308017770256,0.028436018957345967,0.014423076923076924,0.07805548790364746
,,,,pair_affinity,041085,061016,full_history,21120.0,12.0,0.0005681818181818182,10.155473633595127,0.05517241379310345,0.028368794326241134,0.07596153943696504
,,,,pair_affinity,011115,167004,full_history,21120.0,12.0,0.0005681818181818182,8.16757976152111,0.060453400503778336,0.03116883116883117,0.0681224655972322
,,,,pair_affinity,018000,083116,full_history,21120.0,12.0,0.0005681818181818182,8.067226890756302,0.025052192066805846,0.012684989429175475,0.06770267086662957
,,,,pair_affinity,012040,087004,full_history,21120.0,12.0,0.0005681818181818182,7.1327254305977705,0.0636604774535809,0.03287671232876712,0.06366070140792303
,,,,pair_affinity,011026,015018,full_history,21120.0,12.0,0.0005681818181818182,7.016611295681063,0.04669260700389105,0.02390438247011952,0.06314040674128692
,,,,pair_affinity,011014,103201,full_history,21120.0,12.0,0.0005681818181818182,6.691485148514851,0.009448818897637795,0.004746835443037975,0.06166019946464496
,,,,pair_affinity,011006,011014,full_history,21120.0,12.0,0.0005681818181818182,5.28275143303804,0.009433962264150941,0.004739336492890996,0.05478652493292634
,,,,pair_affinity,032040,051085,full_history,21120.0,12.0,0.0005681818181818182,5.0571685124214305,0.053097345132743355,0.02727272727272727,0.05360402223937537
,,,,pair_affinity,011105,018073,full_history,21120.0,12.0,0.0005681818181818182,4.842370744010088,0.051172707889125806,0.0262582056892779,0.0524532841073092
,,,,pair_affinity,014014,167001,full_history,21120.0,12.0,0.0005681818181818182,4.599887471187179,0.041237113402061855,0.021052631578947368,0.0511231104962413
,,,,pair_affinity,022053,051085,full_history,21120.0,12.0,0.0005681818181818182,4.422187712655511,0.05,0.02564102564102564,0.050125908020881814
,,,,pair_affinity,014012,169003,full_history,21120.0,12.0,0.0005681818181818182,4.319018404907975,0.02705749718151071,0.013714285714285714,0.04953774046180699
,,,,pair_affinity,014014,087002,full_history,21120.0,12.0,0.0005681818181818182,4.178523733368506,0.04040404040404041,0.020618556701030927,0.048725365182225124
,,,,pair_affinity,011105,167004,full_history,21120.0,12.0,0.0005681818181818182,3.055702917771883,0.041666666666666664,0.02127659574468085,0.041667671396936924
,,,,pair_affinity,014014,018073,full_history,21120.0,12.0,0.0005681818181818182,2.991183656127182,0.03715170278637771,0.01892744479495268,0.04122543108633408
,,,,pair_affinity,016010,018076,full_history,21120.0,12.0,0.0005681818181818182,2.933774757776054,0.04081632653061224,0.020833333333333332,0.040827900705389226
,,,,pair_affinity,018000,143020,full_history,21120.0,12.0,0.0005681818181818182,2.8276877761413846,0.02350636630754163,0.011892963330029732,0.040082923819233965
,,,,pair_affinity,011014,167001,full_history,21120.0,12.0,0.0005681818181818182,0.8434645145186788,0.009077155824508321,0.004559270516717325,0.021891578322064117
,,,,pair_affinity,011014,087004,full_history,21120.0,12.0,0.0005681818181818182,0.531070249882131,0.00884303610906411,0.0044411547002220575,0.017370793308317894
,,,,pair_affinity,121068,146108,full_history,21120.0,11.0,0.0005208333333333333,1760.0,0.9565217391304348,0.9166666666666666,0.9574271077563381
,,,,pair_affinity,049029,152143,full_history,21120.0,11.0,0.0005208333333333333,1489.2307692307695,0.8799999999999999,0.7857142857142857,0.8807048459279793
,,,,pair_affinity,131145,162040,full_history,21120.0,11.0,0.0005208333333333333,1382.8571428571427,0.8461538461538461,0.7333333333333333,0.8486684247915055
,,,,pair_affinity,019068,019069,full_history,21120.0,11.0,0.0005208333333333333,1374.674556213018,0.8461538461538461,0.7333333333333333,0.8461538461538461
,,,,pair_affinity,019068,019072,full_history,21120.0,11.0,0.0005208333333333333,1374.674556213018,0.8461538461538461,0.7333333333333333,0.8461538461538461
,,,,pair_affinity,019069,019072,full_history,21120.0,11.0,0.0005208333333333333,1374.674556213018,0.8461538461538461,0.7333333333333333,0.8461538461538461
,,,,pair_affinity,061028,061029,full_history,21120.0,11.0,0.0005208333333333333,1290.6666666666667,0.8148148148148147,0.6875,0.8198915917499229
,,,,pair_affinity,102214,103140,full_history,21120.0,11.0,0.0005208333333333333,1276.4835164835165,0.8148148148148148,0.6875,0.8153742483272113
,,,,pair_affinity,019069,019073,full_history,21120.0,11.0,0.0005208333333333333,1276.4835164835165,0.8148148148148148,0.6875,0.8153742483272113
,,,,pair_affinity,019072,019073,full_history,21120.0,11.0,0.0005208333333333333,1276.4835164835165,0.8148148148148148,0.6875,0.8153742483272113
,,,,pair_affinity,087035,152143,full_history,21120.0,11.0,0.0005208333333333333,1210.0,0.7857142857142856,0.6470588235294118,0.7938566201357354
,,,,pair_affinity,081029,162040,full_history,21120.0,11.0,0.0005208333333333333,1210.0,0.7857142857142856,0.6470588235294118,0.7938566201357354
,,,,pair_affinity,049029,171126,full_history,21120.0,11.0,0.0005208333333333333,1191.3846153846155,0.7857142857142856,0.6470588235294118,0.7877263614433762
,,,,pair_affinity,019068,019070,full_history,21120.0,11.0,0.0005208333333333333,1191.3846153846155,0.7857142857142856,0.6470588235294118,0.7877263614433762
,,,,pair_affinity,019070,019072,full_history,21120.0,11.0,0.0005208333333333333,1191.3846153846155,0.7857142857142856,0.6470588235294118,0.7877263614433762
,,,,pair_affinity,131027,152143,full_history,21120.0,11.0,0.0005208333333333333,1138.8235294117646,0.7586206896551724,0.6111111111111112,0.7701540462154054
,,,,pair_affinity,049029,087035,full_history,21120.0,11.0,0.0005208333333333333,1116.923076923077,0.7586206896551724,0.6111111111111112,0.76271276980969
,,,,pair_affinity,049029,161045,full_history,21120.0,11.0,0.0005208333333333333,1116.923076923077,0.7586206896551724,0.6111111111111112,0.76271276980969
,,,,pair_affinity,019068,019071,full_history,21120.0,11.0,0.0005208333333333333,1116.923076923077,0.7586206896551724,0.6111111111111112,0.76271276980969
,,,,pair_affinity,019071,019072,full_history,21120.0,11.0,0.0005208333333333333,1116.923076923077,0.7586206896551724,0.6111111111111112,0.76271276980969
,,,,pair_affinity,102181,103078,full_history,21120.0,11.0,0.0005208333333333333,1106.2857142857142,0.7586206896551724,0.6111111111111112,0.7590721152765897
,,,,pair_affinity,023079,171126,full_history,21120.0,11.0,0.0005208333333333333,1106.2857142857142,0.7586206896551724,0.6111111111111112,0.7590721152765897
,,,,pair_affinity,019070,019073,full_history,21120.0,11.0,0.0005208333333333333,1106.2857142857142,0.7586206896551724,0.6111111111111112,0.7590721152765897
,,,,pair_affinity,172012,172019,full_history,21120.0,11.0,0.0005208333333333333,1056.0,0.7096774193548386,0.55,0.7416198487095663
,,,,pair_affinity,081029,131145,full_history,21120.0,11.0,0.0005208333333333333,1037.142857142857,0.7333333333333333,0.5789473684210527,0.7349684152591671
,,,,pair_affinity,085032,131145,full_history,21120.0,11.0,0.0005208333333333333,1037.142857142857,0.7333333333333333,0.5789473684210527,0.7349684152591671
,,,,pair_affinity,11110,14012,full_history,21120.0,11.0,0.0005208333333333333,1037.142857142857,0.7333333333333333,0.5789473684210527,0.7349684152591671
,,,,pair_affinity,019071,019073,full_history,21120.0,11.0,0.0005208333333333333,1037.142857142857,0.7333333333333333,0.5789473684210527,0.7349684152591671
,,,,pair_affinity,086096,152143,full_history,21120.0,11.0,0.0005208333333333333,1018.9473684210526,0.7096774193548386,0.55,0.7284927963857741
,,,,pair_affinity,086096,089074,full_history,21120.0,11.0,0.0005208333333333333,1018.9473684210526,0.7096774193548386,0.55,0.7284927963857741
,,,,pair_affinity,102183,115143,full_history,21120.0,11.0,0.0005208333333333333,1018.9473684210526,0.7096774193548386,0.55,0.7284927963857741
,,,,pair_affinity,102156,102185,full_history,21120.0,11.0,0.0005208333333333333,1005.7142857142858,0.6875,0.5238095238095238,0.7237468644557459
,,,,pair_affinity,161045,171126,full_history,21120.0,11.0,0.0005208333333333333,967.9999999999999,0.7096774193548386,0.55,0.710046946804693
,,,,pair_affinity,081029,089082,full_history,21120.0,11.0,0.0005208333333333333,967.9999999999999,0.7096774193548386,0.55,0.710046946804693
,,,,pair_affinity,081029,171126,full_history,21120.0,11.0,0.0005208333333333333,967.9999999999999,0.7096774193548386,0.55,0.710046946804693
,,,,pair_affinity,087035,089082,full_history,21120.0,11.0,0.0005208333333333333,967.9999999999999,0.7096774193548386,0.55,0.710046946804693
,,,,pair_affinity,049029,086096,full_history,21120.0,11.0,0.0005208333333333333,940.5668016194331,0.6875,0.5238095238095238,0.6999132392733555
,,,,pair_affinity,092151,129111,full_history,21120.0,11.0,0.0005208333333333333,921.904761904762,0.6666666666666666,0.5,0.6929348671835832
,,,,pair_affinity,081029,161045,full_history,21120.0,11.0,0.0005208333333333333,907.5,0.6875,0.5238095238095238,0.6875
,,,,pair_affinity,102214,102215,full_history,21120.0,11.0,0.0005208333333333333,893.5384615384615,0.6666666666666666,0.5,0.6821910402406466
,,,,pair_affinity,086096,131145,full_history,21120.0,11.0,0.0005208333333333333,873.3834586466164,0.6666666666666666,0.5,0.6744532734334624
,,,,pair_affinity,087035,131027,full_history,21120.0,11.0,0.0005208333333333333,854.1176470588235,0.6666666666666666,0.5,0.6669729688499156
,,,,pair_affinity,102213,103141,full_history,21120.0,11.0,0.0005208333333333333,829.7142857142857,0.6470588235294118,0.4782608695652174,0.6573757351339165
,,,,pair_affinity,103139,103140,full_history,21120.0,11.0,0.0005208333333333333,829.7142857142857,0.6470588235294118,0.4782608695652174,0.6573757351339165
,,,,pair_affinity,086009,171126,full_history,21120.0,11.0,0.0005208333333333333,815.157894736842,0.6470588235294118,0.4782608695652174,0.6515837655350015
,,,,pair_affinity,081029,086091,full_history,21120.0,11.0,0.0005208333333333333,806.6666666666667,0.6470588235294118,0.4782608695652174,0.6481812160876687
,,,,pair_affinity,023074,161045,full_history,21120.0,11.0,0.0005208333333333333,764.2105263157895,0.6285714285714286,0.4583333333333333,0.6308932681440448
,,,,pair_affinity,102183,102199,full_history,21120.0,11.0,0.0005208333333333333,764.2105263157895,0.6285714285714286,0.4583333333333333,0.6308932681440448
,,,,pair_affinity,086124,127055,full_history,21120.0,11.0,0.0005208333333333333,759.2156862745098,0.6285714285714286,0.4583333333333333,0.6288281455225324
,,,,pair_affinity,131145,203085,full_history,21120.0,11.0,0.0005208333333333333,721.4906832298135,0.5945945945945946,0.4230769230769231,0.6130060338328881
,,,,pair_affinity,023074,131027,full_history,21120.0,11.0,0.0005208333333333333,719.2569659442723,0.6111111111111112,0.44,0.612056372482123
,,,,pair_affinity,081027,086009,full_history,21120.0,11.0,0.0005208333333333333,719.2569659442723,0.6111111111111112,0.44,0.612056372482123
,,,,pair_affinity,085010,086009,full_history,21120.0,11.0,0.0005208333333333333,719.2569659442723,0.6111111111111112,0.44,0.612056372482123
,,,,pair_affinity,085010,102216,full_history,21120.0,11.0,0.0005208333333333333,719.2569659442723,0.6111111111111112,0.44,0.612056372482123
,,,,pair_affinity,022179,031153,full_history,21120.0,11.0,0.0005208333333333333,667.5862068965517,0.5365853658536585,0.36666666666666664,0.5896618941607871
,,,,pair_affinity,086096,102216,full_history,21120.0,11.0,0.0005208333333333333,643.545706371191,0.5789473684210527,0.4074074074074074,0.5789473684210527
,,,,pair_affinity,023074,086096,full_history,21120.0,11.0,0.0005208333333333333,643.545706371191,0.5789473684210527,0.4074074074074074,0.5789473684210527
,,,,pair_affinity,061005,061020,full_history,21120.0,11.0,0.0005208333333333333,638.2417582417582,0.5499999999999999,0.3793103448275862,0.5765566601970551
,,,,pair_affinity,031050,089082,full_history,21120.0,11.0,0.0005208333333333333,619.52,0.5499999999999999,0.3793103448275862,0.5680375574437545
,,,,pair_affinity,061005,061029,full_history,21120.0,11.0,0.0005208333333333333,595.6923076923077,0.5365853658536585,0.36666666666666664,0.5570066518960167
,,,,pair_affinity,031050,087035,full_history,21120.0,11.0,0.0005208333333333333,580.8,0.5365853658536585,0.36666666666666664,0.55
,,,,pair_affinity,031050,161045,full_history,21120.0,11.0,0.0005208333333333333,580.8,0.5365853658536585,0.36666666666666664,0.55
,,,,pair_affinity,123011,171126,full_history,21120.0,11.0,0.0005208333333333333,573.6296296296297,0.5238095238095238,0.3548387096774194,0.5465943944999485
,,,,pair_affinity,089082,123011,full_history,21120.0,11.0,0.0005208333333333333,573.6296296296297,0.5238095238095238,0.3548387096774194,0.5465943944999485
