filas_totales,filas_con_owner_asignado,filas_sin_owner_seguro,ratio_ADR_repetido,ratio_QCNT_eq_UDS,conclusion_granularidad,riesgo
1488,1368,120,0.6297043010752689,0.6397849462365591,granularidad heterogénea,alto
