capacidad_teorica_total,penalizacion_10,capacidad_estandar_resultante,capacidad_especial,demanda_total,cabe,observacion
6480.0,340.83,6139.17,467.0,5622.965335177293,False,la capacidad especial está incluida en la huella total; no se suma aparte
