propietario,owner_name,picks_2026,lineas_2026,horas_actuales,horas_contrafactuales,ahorro_horas,metros_actuales,metros_contrafactuales,ahorro_metros,pasillos_tocados_med_actual,pasillos_tocados_med_contrafactual,cambios_pasillo_med_actual,cambios_pasillo_med_contrafactual,reenganches_med_actual,reenganches_med_contrafactual,fragmentacion_proxy_med_actual,fragmentacion_proxy_med_contrafactual,busqueda_proxy_med_actual,busqueda_proxy_med_contrafactual,maniobra_proxy_med_actual,maniobra_proxy_med_contrafactual,transacciones_h_actual,transacciones_h_contrafactual,lineas_h_actual,lineas_h_contrafactual,uplift_productividad_pct,pasillos_actuales,num_pasillos_actuales,bloques_discontinuos_actuales,amplitud_pasillos_actual,dispersion_actual,pasillos_objetivo,num_pasillos_objetivo,bloques_discontinuos_objetivo,amplitud_pasillos_objetivo,escenario
76,NOMBRE,2,2,0.4061111111111111,0.1083225514847037,0.2977885596264074,426.8,136.8,290.0,1.0,1.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,4.924760601915185,18.463376024542974,4.924760601915185,18.463376024542974,2.749091076094698,"7,8,9,10,11,12,13,14,19,20",10,2,12,3.6217,12,1.0,1.0,0.0,B_base_recomendado
24,MCC MADRID,5,7,0.5944444444444444,0.31061951474678084,0.2838249296976636,1115.4,303.79999999999995,811.6,1.4,1.0,0.4,0.0,0.0,0.0,1.30002,0.5,0.4,0.0,0.8,0.4,8.411214953271028,16.09686372756082,11.77570093457944,22.535609218585147,0.9137382431655641,"6,7,8,9,10,11,12,13,14,15,16,18,19,20",14,2,13,3.0131,"11,12",2.0,1.0,1.0,B_base_recomendado
74,EXPERIENCIA Y CRECIMIENTO DE CLIENTES,2,3,0.25916666666666666,0.12478966721637333,0.13437699945029336,589.2,136.8,452.4,1.5,1.0,0.5,0.0,0.0,0.0,1.3125,0.0,0.5,0.0,1.0,0.5,7.717041800643087,16.026967974297037,11.57556270096463,24.04045196144555,1.076827933335991,"8,9,10,12,13,14,15,20",8,3,11,4.0291,12,1.0,1.0,0.0,B_base_recomendado
32,MCC CENTRO - OESTE,1,1,0.17527777777777778,0.05416127574235185,0.12111650203542594,195.2,68.4,126.8,1.0,1.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,5.7052297939778125,18.463376024542974,5.7052297939778125,18.463376024542974,2.2362195198573938,"8,9,10,11,12,13,14,15,16,20",10,2,11,2.2663,12,1.0,1.0,0.0,B_base_recomendado
7,,1,1,0.08722222222222223,0.04601471395962775,0.04120750826259448,57.0,57.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.464968152866241,21.732178991210876,11.464968152866241,21.732178991210876,0.8955289453445043,,0,0,0,0.0,,,,,B_base_recomendado
34,CUENTAS NACIONALES,9,20,1.4716666666666667,1.5198961400152964,-0.0482294733486298,2293.0,1720.8000000000002,572.2,1.6666666666666667,1.0,0.8888888888888888,0.0,0.2222222222222222,0.0,1.5476333333333332,0.5,0.8888888888888888,0.0,2.111111111111111,1.2222222222222223,6.115515288788222,5.9214572384593485,13.590033975084937,13.158793863242996,-0.03173208489636947,"6,7,8,9,10,11,12,13,14,15,16,18,19,20",14,2,13,2.2877,"10,11",2.0,1.0,1.0,B_base_recomendado
87,,1,1,0.07666666666666666,0.20637335115640745,-0.1297066844897408,281.4,281.4,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.043478260869566,4.845586866698278,13.043478260869566,4.845586866698278,-0.6285050068864654,,0,0,0,0.0,,,,,B_base_recomendado
16,,2,2,0.0038888888888888888,0.55338208466721,-0.549493195778321,759.6,759.6,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,514.2857142857143,3.614139408222349,514.2857142857143,3.614139408222349,-0.9929725067062343,,0,0,0,0.0,,,,,B_base_recomendado
90,HUB CONTENIDO & ACTIVACIÓN,18,30,1.6758333333333333,2.7417934113408013,-1.0659600780074678,4407.2,3427.2000000000003,980.0,1.0,1.0,0.0,0.0,0.0,0.0,0.875,0.0,0.0,0.0,0.6666666666666666,0.6666666666666666,10.740924912978619,6.565046048162169,17.901541521631028,10.941743413603614,-0.38878205542342026,"10,11,12,13,14,15,16,20",8,2,9,1.9904,10,1.0,1.0,0.0,B_base_recomendado
40,,220,238,3.294,51.9095871932271,-48.61558719322709,70278.2,70278.2,0.0,1.0272727272727273,1.0272727272727273,0.02727272727272727,0.02727272727272727,0.0,0.0,0.0,0.0,0.02727272727272727,0.02727272727272727,0.10454545454545454,0.10454545454545454,66.78809957498483,4.238138114662266,72.25258044930176,4.58489486949827,-0.9365435138650113,,0,0,0,0.0,,,,,B_base_recomendado
82,BRUTUS DESARROLLO COMERCIAL,37,836,102.43366666666667,9.458965898600603,92.97470076806607,53256.2,7481.6,45774.600000000006,2.27027027027027,1.0,15.216216216216216,0.0,13.945945945945946,0.0,2.081081081081081,0.0,15.216216216216216,0.0,23.10810810810811,6.324324324324325,0.3612093680137715,3.911632666470859,8.161379234040892,88.38175430188211,9.829266937289743,"6,7,8,9,10,11,12,13,14,15,16,20",12,2,13,2.8348,10,1.0,1.0,0.0,C_agresivo
3,ALHAMBRA,130,405,48.453944444444446,9.258354477741264,39.19558996670318,34626.8,4144.8,30482.0,1.5615384615384615,1.0,0.7,0.0,0.13846153846153847,0.0,1.4500176923076922,0.5,0.7,0.0,2.753846153846154,2.0538461538461537,2.68296010759358,14.041372072385347,8.35845264288769,43.7442745332005,4.233537402454872,"6,7,8,9,10,11,12,13,14,15,16,18,19,20",14,2,13,1.8752,"6,7",2.0,1.0,1.0,C_agresivo
4,NOMBRE,147,373,46.451055555555556,8.084365450465791,38.366690105089766,52619.2,4831.2,47788.0,1.5442176870748299,1.0,0.5986394557823129,0.0,0.05442176870748299,0.0,1.4339285714285714,0.0,0.5986394557823129,0.0,2.129251700680272,1.530612244897959,3.1646213039053053,18.183245290022164,8.0299574582087,46.13843872910386,4.745788688075601,"6,7,8,9,10,11,12,13,14,15,16,18,19,20",14,2,13,2.3639,6,1.0,1.0,0.0,C_agresivo
23,MAHOU-MARKETING OCIO,108,428,45.97266666666667,11.5056146066142,34.46705206005247,35536.4,4484.6,31051.8,1.6203703703703705,1.3055555555555556,0.7592592592592593,0.3055555555555556,0.1388888888888889,0.0,1.5046453703703704,0.6527777777777778,0.7592592592592593,0.3055555555555556,3.5277777777777777,3.074074074074074,2.3492220014791396,9.38672150011998,9.309879783639554,37.19922964862362,2.995672394609714,"6,7,8,9,10,11,12,13,14,15,16,18,19,20",14,2,13,2.6928,"7,8",2.0,1.0,1.0,C_agresivo
30,EVENTOS COMERCIALES,68,351,39.784277777777774,6.966437696964709,32.81784008081307,21660.2,3221.6,18438.6,1.838235294117647,1.0,1.1470588235294117,0.0,0.3088235294117647,0.0,1.6544117647058822,0.0,1.1470588235294117,0.0,5.132352941176471,3.661764705882353,1.7092179071297011,9.761086362636636,8.822580667684193,50.38443107772734,4.7108495774119765,"6,9,10,11,12,14,15,16,18,20",10,5,13,1.2882,8,1.0,1.0,0.0,C_agresivo
95,INNOVACION,45,243,22.49561111111111,4.885712528421581,17.60989858268953,21249.6,2015.4,19234.2,2.488888888888889,1.0,1.6444444444444444,0.0,0.15555555555555556,0.0,2.2974466666666666,0.0,1.6444444444444444,0.0,5.7555555555555555,4.111111111111111,2.0003901995697926,9.210529628630868,10.802107077676881,49.73685999460668,3.604366503401036,"7,8,9,10,11,12,13,14,15,16,18,19,20",13,2,12,1.6734,9,1.0,1.0,0.0,C_agresivo
29,MAHOU FUTBOL,82,188,19.768722222222223,4.207343634734899,15.561378587487322,19451.2,2754.4,16696.8,1.2682926829268293,1.0,0.2804878048780488,0.0,0.012195121951219513,0.0,1.1777195121951218,0.0,0.2804878048780488,0.0,1.5731707317073171,1.2926829268292683,4.147966625168265,19.48973203021168,9.5099722625809,44.683775874143855,3.698623154765877,"6,7,8,9,10,11,12,13,14,15,16,18,19,20",14,2,13,2.5385,8,1.0,1.0,0.0,C_agresivo
96,NOMBRE,55,190,16.88861111111111,5.152553199181058,11.736057911930054,16879.0,2552.6,14326.4,1.290909090909091,1.1272727272727272,0.43636363636363634,0.12727272727272726,0.14545454545454545,0.0,1.1987199999999998,0.5636363636363636,0.43636363636363634,0.12727272727272726,2.8181818181818183,2.5090909090909093,3.256632510403132,10.67431967684325,11.250185035938092,36.874922520003956,2.2777169799615797,"6,7,8,9,10,11,12,13,14,15,16,18,19,20",14,2,13,2.2501,"8,9",2.0,1.0,1.0,C_agresivo
86,GOLF,4,71,9.119444444444444,1.0069044466145443,8.1125399978299,2706.2,307.2,2399.0,1.25,1.0,0.5,0.0,0.25,0.0,0.8333499999999999,0.0,0.5,0.0,14.75,11.0,0.43862321047822117,3.9725715915238684,7.7855619859884255,70.51314574954867,8.056911482620041,"12,15,20",3,3,7,0.3788,12,1.0,1.0,0.0,C_agresivo
5,NOMBRE,42,110,10.3835,2.7637658350443424,7.619734164955657,12575.4,1885.2,10690.2,1.619047619047619,1.0,0.6666666666666666,0.0,0.047619047619047616,0.0,1.4945285714285714,0.5,0.6666666666666666,0.0,1.9047619047619047,1.2380952380952381,4.044878894399769,15.196656484946434,10.593730437713681,39.800766984383515,2.7570114907486016,"7,8,9,10,11,12,13,14,15,16,18,19,20",13,2,12,2.6021,"9,10",2.0,1.0,1.0,C_agresivo
6,CRAFT,48,121,6.328777777777778,2.6777502532238313,3.651027524553946,12445.6,1747.2,10698.4,1.6875,1.0,0.6875,0.0,0.0,0.0,1.5468645833333332,0.0,0.6875,0.0,2.125,1.4375,7.584402816060675,17.925495457319528,19.119015432152953,45.187186465326306,1.3634682772070899,"8,9,10,11,12,13,14,15,16,18,19,20",12,2,11,1.877,9,1.0,1.0,0.0,C_agresivo
62,MAHOU JOVEN,34,78,6.947222222222222,5.442890139095978,1.5043320831262448,10276.4,6524.0,3752.4,1.0294117647058822,1.0,0.058823529411764705,0.0,0.029411764705882353,0.0,0.9264705882352942,0.0,0.058823529411764705,0.0,1.3529411764705883,1.2941176470588236,4.894042383046782,6.246681290842137,11.22750899640144,14.330621784873138,0.2763847964375967,"8,9,10,11,12,13,14,15,16,19",10,2,10,2.186,10,1.0,1.0,0.0,C_agresivo
89,BRAND MANAGEMENT MERCADO,27,64,5.610944444444445,4.291985165727607,1.3189592787168376,8187.0,5186.4,3000.6,1.1481481481481481,1.0,0.2222222222222222,0.0,0.07407407407407407,0.0,1.0437814814814816,0.0,0.2222222222222222,0.0,1.4444444444444444,1.2222222222222223,4.812024119528303,6.290795274783475,11.406279394437458,14.911514725412681,0.3073075110438408,"8,9,10,11,12,13,14,15,16,18,19",11,2,10,2.0576,10,1.0,1.0,0.0,C_agresivo
98,MAHOU CANAL,6,12,1.319388888888889,0.3916044859240517,0.9277844029648372,1548.0,368.4,1179.6,1.3333333333333333,1.0,0.3333333333333333,0.0,0.0,0.0,1.2,0.0,0.3333333333333333,0.0,1.3333333333333333,1.0,4.547559897258831,15.32158138036153,9.095119794517663,30.64316276072306,2.3691873722426484,"6,7,8,10,11,13,14,18,19,20",10,4,13,3.7469,11,1.0,1.0,0.0,C_agresivo
64,CORONA,2,9,0.9885555555555556,0.229741298408777,0.7588142571467786,422.8,139.2,283.6,1.0,1.0,0.0,0.0,0.0,0.0,0.9286,0.0,0.0,0.0,3.5,3.5,2.023153872091716,8.705443966114506,9.104192424412723,39.17449784751528,3.3029074981400433,"6,7,8,9,10,11,12,13,14,15,16,18,19,20",14,2,13,2.4996,12,1.0,1.0,0.0,C_agresivo
61,MAHOU CORPORATIVO,9,29,2.195777777777778,1.5708149063451786,0.6249628714325992,3341.6,1728.0,1613.6,1.6666666666666667,1.0,0.6666666666666666,0.0,0.0,0.0,1.4583333333333333,0.0,0.6666666666666666,0.0,2.7777777777777777,2.111111111111111,4.098775427588301,5.729510182036874,13.207165266673414,18.461755031007705,0.3978590150297865,"8,10,12,14,15,16,18,19",8,5,10,2.0882,10,1.0,1.0,0.0,C_agresivo
77,ASUNTOS CORPORATIVOS Y SOSTENIBILIDAD,4,24,1.1875,0.574902866353064,0.612597133646936,1006.4,292.8,713.6,1.0,1.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,5.0,5.0,3.3684210526315788,6.957697089552321,20.210526315789473,41.74618253731392,1.0655663234608452,"8,10,11,12,13,14,15,16,18,19",10,3,10,1.6995,12,1.0,1.0,0.0,C_agresivo
12,ESPACIOS CERVECERAS,4,9,0.8783333333333333,0.2995430804612045,0.5787902528721289,1411.6,276.0,1135.6,2.0,1.0,1.0,0.0,0.0,0.0,1.8,0.0,1.0,0.0,2.25,1.25,4.5540796963946875,13.353671845269224,10.246679316888047,30.045761651855752,1.9322437760237001,"6,7,8,10,11,12,13,14,19,20",10,3,13,1.9481,12,1.0,1.0,0.0,C_agresivo
79,NOMBRE,8,10,0.9691666666666667,0.4111160076788641,0.5580506589878026,2525.0,483.2,2041.8,1.0,1.0,0.0,0.0,0.0,0.0,0.8333,0.0,0.0,0.0,0.25,0.25,8.25451418744626,19.45922768896184,10.318142734307823,24.3240346112023,1.3574043544023566,"10,11,12,15,16,20",6,3,9,3.2136,11,1.0,1.0,0.0,C_agresivo
14,FUNDACIÓN MAHOU SAN MIGUEL,2,5,0.5511111111111111,0.15774103503186362,0.3933700760792475,462.59999999999997,136.8,325.8,1.0,1.0,0.0,0.0,0.0,0.0,0.9231,0.0,0.0,0.0,1.5,1.5,3.629032258064516,12.679008982006495,9.07258064516129,31.697522455016237,2.4937713639306787,"6,7,8,9,10,11,12,13,14,15,18,19,20",13,2,13,3.766,12,1.0,1.0,0.0,C_agresivo
46,REFEEL,1,4,0.44472222222222224,0.0700765922179882,0.374645630004234,396.0,68.4,327.6,4.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,6.0,1.0,2.2485946283572766,14.27010030523868,8.994378513429107,57.08040122095472,5.346230719079758,14,1,1,0,0.0,12,1.0,1.0,0.0,C_agresivo
76,NOMBRE,2,2,0.4061111111111111,0.10497748324420193,0.30113362786690917,426.8,136.8,290.0,1.0,1.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,4.924760601915185,19.051704595999286,4.924760601915185,19.051704595999286,2.868554461020966,"7,8,9,10,11,12,13,14,19,20",10,2,12,3.6217,12,1.0,1.0,0.0,C_agresivo
24,MCC MADRID,5,7,0.5944444444444444,0.3098484616697322,0.28459598277471226,1115.4,303.79999999999995,811.6,1.4,1.0,0.4,0.0,0.0,0.0,1.30002,0.5,0.4,0.0,0.8,0.4,8.411214953271028,16.136920522553716,11.77570093457944,22.591688731575204,0.9185005510147195,"6,7,8,9,10,11,12,13,14,15,16,18,19,20",14,2,13,3.0131,"11,12",2.0,1.0,1.0,C_agresivo
74,EXPERIENCIA Y CRECIMIENTO DE CLIENTES,2,3,0.25916666666666666,0.12256533384008916,0.1366013328265775,589.2,136.8,452.4,1.5,1.0,0.5,0.0,0.0,0.0,1.3125,0.0,0.5,0.0,1.0,0.5,7.717041800643087,16.317827703299837,11.57556270096463,24.476741554949758,1.1145185065526042,"8,9,10,12,13,14,15,20",8,3,11,4.0291,12,1.0,1.0,0.0,C_agresivo
32,MCC CENTRO - OESTE,1,1,0.17527777777777778,0.052488741622100966,0.12278903615567682,195.2,68.4,126.8,1.0,1.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,5.7052297939778125,19.051704595999286,5.7052297939778125,19.051704595999286,2.3393404444654307,"8,9,10,11,12,13,14,15,16,20",10,2,11,2.2663,12,1.0,1.0,0.0,C_agresivo
7,,1,1,0.08722222222222223,0.044656651903619934,0.04256557031860229,57.0,57.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.464968152866241,22.39308047898993,11.464968152866241,22.39308047898993,0.9531742417785662,,0,0,0,0.0,,,,,C_agresivo
34,CUENTAS NACIONALES,9,20,1.4716666666666667,1.4944176803192932,-0.022751013652626745,2293.0,1720.8000000000002,572.2,1.6666666666666667,1.0,0.8888888888888888,0.0,0.2222222222222222,0.0,1.5476333333333332,0.5,0.8888888888888888,0.0,2.111111111111111,1.2222222222222223,6.115515288788222,6.0224126885845495,13.590033975084937,13.383139307965665,-0.015223999255526421,"6,7,8,9,10,11,12,13,14,15,16,18,19,20",14,2,13,2.2877,"10,11",2.0,1.0,1.0,C_agresivo
87,,1,1,0.07666666666666666,0.19882515478319399,-0.12215848811652731,281.4,281.4,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.043478260869566,5.029544682565119,13.043478260869566,5.029544682565119,-0.6144015743366742,,0,0,0,0.0,,,,,C_agresivo
16,,2,2,0.0038888888888888888,0.5328569110222711,-0.5289680221333822,759.6,759.6,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,514.2857142857143,3.753352839438745,514.2857142857143,3.753352839438745,-0.9927018139233136,,0,0,0,0.0,,,,,C_agresivo
90,HUB CONTENIDO & ACTIVACIÓN,18,30,1.6758333333333333,2.664559365276916,-0.9887260319435827,4407.2,3427.2000000000003,980.0,1.0,1.0,0.0,0.0,0.0,0.0,0.875,0.0,0.0,0.0,0.6666666666666666,0.6666666666666666,10.740924912978619,6.755338325190341,17.901541521631028,11.258897208650568,-0.37106549203899186,"10,11,12,13,14,15,16,20",8,2,9,1.9904,10,1.0,1.0,0.0,C_agresivo
40,,220,238,3.294,50.05653425180565,-46.762534251805654,70278.2,70271.0,7.2,1.0272727272727273,1.0272727272727273,0.02727272727272727,0.02727272727272727,0.0,0.0,0.0,0.0,0.02727272727272727,0.02727272727272727,0.10454545454545454,0.10454545454545454,66.78809957498483,4.3950306046620495,72.25258044930176,4.754624017770763,-0.9341944054011055,,0,0,0,0.0,,,,,C_agresivo
