propietario,owner_name,picks_2026,lineas_2026,horas_actuales,horas_contrafactuales,ahorro_horas,metros_actuales,metros_contrafactuales,ahorro_metros,pasillos_tocados_med_actual,pasillos_tocados_med_contrafactual,cambios_pasillo_med_actual,cambios_pasillo_med_contrafactual,reenganches_med_actual,reenganches_med_contrafactual,fragmentacion_proxy_med_actual,fragmentacion_proxy_med_contrafactual,busqueda_proxy_med_actual,busqueda_proxy_med_contrafactual,maniobra_proxy_med_actual,maniobra_proxy_med_contrafactual,transacciones_h_actual,transacciones_h_contrafactual,lineas_h_actual,lineas_h_contrafactual,uplift_productividad_pct,pasillos_actuales,num_pasillos_actuales,bloques_discontinuos_actuales,amplitud_pasillos_actual,dispersion_actual,pasillos_objetivo,num_pasillos_objetivo,bloques_discontinuos_objetivo,amplitud_pasillos_objetivo,escenario
46,REFEEL,1,4,0.44472222222222224,0.07210639447000937,0.37261582775221286,396.0,68.4,327.6,4.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,6.0,1.0,2.2485946283572766,13.86839554730367,8.994378513429107,55.47358218921468,5.167583686453661,14,1,1,0,0.0,12,1.0,1.0,0.0,A_conservador
32,MCC CENTRO - OESTE,1,1,0.17527777777777778,0.011302839124812574,0.16397493865296522,195.2,2.4,192.8,1.0,1.0,0.0,0.0,0.0,0.0,0.9,0.5,0.0,0.0,0.0,0.0,5.7052297939778125,88.47334629444991,5.7052297939778125,88.47334629444991,14.507411531054972,"8,9,10,11,12,13,14,15,16,20",10,2,11,2.2663,12,1.0,1.0,0.0,A_conservador
74,EXPERIENCIA Y CRECIMIENTO DE CLIENTES,2,3,0.25916666666666666,0.13104370207688826,0.1281229645897784,589.2,136.8,452.4,1.5,1.0,0.5,0.0,0.0,0.0,1.3125,0.0,0.5,0.0,1.0,0.5,7.717041800643087,15.262084085708484,11.57556270096463,22.893126128562724,0.9777117294397242,"8,9,10,12,13,14,15,20",8,3,11,4.0291,12,1.0,1.0,0.0,A_conservador
76,NOMBRE,2,2,0.4061111111111111,0.3197002778818491,0.08641083322926199,426.8,380.8,46.0,1.0,1.0,0.0,0.0,0.0,0.0,0.9,0.5,0.0,0.0,0.0,0.0,4.924760601915185,6.255859435752932,4.924760601915185,6.255859435752932,0.2702870132042756,"7,8,9,10,11,12,13,14,19,20",10,2,12,3.6217,12,1.0,1.0,0.0,A_conservador
7,,1,1,0.08722222222222223,0.04992965219249762,0.0372925700297246,57.0,57.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.464968152866241,20.02817876929371,11.464968152866241,20.02817876929371,0.7469022593217294,,0,0,0,0.0,,,,,A_conservador
34,CUENTAS NACIONALES,9,20,1.4716666666666667,1.5504605605325457,-0.07879389386587912,2293.0,1723.2,569.8000000000001,1.6666666666666667,1.0,0.8888888888888888,0.0,0.2222222222222222,0.0,1.5476333333333332,0.0,0.8888888888888888,0.0,2.111111111111111,1.2222222222222223,6.115515288788222,5.804726820596273,13.590033975084937,12.899392934658385,-0.05081966989138709,"6,7,8,9,10,11,12,13,14,15,16,18,19,20",14,2,13,2.2877,"10,11",2.0,1.0,1.0,A_conservador
87,,1,1,0.07666666666666666,0.22723823771768667,-0.15057157105101998,281.4,281.4,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.043478260869566,4.400667819129838,13.043478260869566,4.400667819129838,-0.6626154672000457,,0,0,0,0.0,,,,,A_conservador
16,,2,2,0.0038888888888888888,0.6099770531152181,-0.6060881642263293,759.6,759.6,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,514.2857142857143,3.278811866423148,514.2857142857143,3.278811866423148,-0.993624532481955,,0,0,0,0.0,,,,,A_conservador
40,,220,238,3.294,57.01056484610799,-53.71656484610799,70278.2,70278.2,0.0,1.0272727272727273,1.0272727272727273,0.02727272727272727,0.02727272727272727,0.0,0.0,0.0,0.0,0.02727272727272727,0.02727272727272727,0.10454545454545454,0.10454545454545454,66.78809957498483,3.858933876446569,72.25258044930176,4.174664829974016,-0.9422212355044772,,0,0,0,0.0,,,,,A_conservador
82,BRUTUS DESARROLLO COMERCIAL,37,836,102.43366666666667,12.712103796362156,89.72156287030452,53256.2,12123.2,41133.0,2.27027027027027,1.0,15.216216216216216,0.0,13.945945945945946,0.0,2.081081081081081,0.0,15.216216216216216,0.0,23.10810810810811,6.324324324324325,0.3612093680137715,2.9106118540810177,8.161379234040892,65.76409486518192,7.05796336370226,"6,7,8,9,10,11,12,13,14,15,16,20",12,2,13,2.8348,10,1.0,1.0,0.0,B_base_recomendado
