pasillo_destino,lado_destino,posicion_fisica,posicion_visual,ubicacion_destino,tipologia,propietario,owner_name,owner_name_abc,picking_lineas_2026,picking_transacciones_2026,picking_unidades_2026,abc_picking_2026,owner_name_final,abc_visual,label_owner_abc
6,impar,,59,006-059-00,puente,,PUENTE,,,,,,PUENTE,PUENTE,Puente
6,impar,55,61,006-061-00,owner_block,29,MAHOU FUTBOL,MAHOU FUTBOL,188.0,82.0,20352.0,A,MAHOU FUTBOL,A,29 MAHOU FUTBOL
6,impar,57,63,006-063-00,owner_block,29,MAHOU FUTBOL,MAHOU FUTBOL,188.0,82.0,20352.0,A,MAHOU FUTBOL,A,29 MAHOU FUTBOL
6,impar,59,65,006-065-00,owner_block,29,MAHOU FUTBOL,MAHOU FUTBOL,188.0,82.0,20352.0,A,MAHOU FUTBOL,A,29 MAHOU FUTBOL
6,impar,61,67,006-067-00,owner_block,29,MAHOU FUTBOL,MAHOU FUTBOL,188.0,82.0,20352.0,A,MAHOU FUTBOL,A,29 MAHOU FUTBOL
6,impar,63,69,006-069-00,owner_block,29,MAHOU FUTBOL,MAHOU FUTBOL,188.0,82.0,20352.0,A,MAHOU FUTBOL,A,29 MAHOU FUTBOL
6,impar,65,71,006-071-00,owner_block,29,MAHOU FUTBOL,MAHOU FUTBOL,188.0,82.0,20352.0,A,MAHOU FUTBOL,A,29 MAHOU FUTBOL
6,impar,67,73,006-073-00,owner_block,29,MAHOU FUTBOL,MAHOU FUTBOL,188.0,82.0,20352.0,A,MAHOU FUTBOL,A,29 MAHOU FUTBOL
6,impar,69,75,006-075-00,owner_block,29,MAHOU FUTBOL,MAHOU FUTBOL,188.0,82.0,20352.0,A,MAHOU FUTBOL,A,29 MAHOU FUTBOL
6,impar,71,77,006-077-00,owner_block,29,MAHOU FUTBOL,MAHOU FUTBOL,188.0,82.0,20352.0,A,MAHOU FUTBOL,A,29 MAHOU FUTBOL
6,impar,73,79,006-079-00,owner_block,29,MAHOU FUTBOL,MAHOU FUTBOL,188.0,82.0,20352.0,A,MAHOU FUTBOL,A,29 MAHOU FUTBOL
6,impar,75,81,006-081-00,owner_block,29,MAHOU FUTBOL,MAHOU FUTBOL,188.0,82.0,20352.0,A,MAHOU FUTBOL,A,29 MAHOU FUTBOL
6,impar,77,83,006-083-00,owner_block,29,MAHOU FUTBOL,MAHOU FUTBOL,188.0,82.0,20352.0,A,MAHOU FUTBOL,A,29 MAHOU FUTBOL
6,impar,79,85,006-085-00,owner_block,29,MAHOU FUTBOL,MAHOU FUTBOL,188.0,82.0,20352.0,A,MAHOU FUTBOL,A,29 MAHOU FUTBOL
6,impar,81,87,006-087-00,owner_block,29,MAHOU FUTBOL,MAHOU FUTBOL,188.0,82.0,20352.0,A,MAHOU FUTBOL,A,29 MAHOU FUTBOL
6,impar,83,89,006-089-00,owner_block,29,MAHOU FUTBOL,MAHOU FUTBOL,188.0,82.0,20352.0,A,MAHOU FUTBOL,A,29 MAHOU FUTBOL
6,impar,85,91,006-091-00,owner_block,29,MAHOU FUTBOL,MAHOU FUTBOL,188.0,82.0,20352.0,A,MAHOU FUTBOL,A,29 MAHOU FUTBOL
6,impar,87,93,006-093-00,owner_block,29,MAHOU FUTBOL,MAHOU FUTBOL,188.0,82.0,20352.0,A,MAHOU FUTBOL,A,29 MAHOU FUTBOL
6,impar,89,95,006-095-00,owner_block,29,MAHOU FUTBOL,MAHOU FUTBOL,188.0,82.0,20352.0,A,MAHOU FUTBOL,A,29 MAHOU FUTBOL
6,impar,91,97,006-097-00,owner_block,29,MAHOU FUTBOL,MAHOU FUTBOL,188.0,82.0,20352.0,A,MAHOU FUTBOL,A,29 MAHOU FUTBOL
6,impar,93,99,006-099-00,owner_block,29,MAHOU FUTBOL,MAHOU FUTBOL,188.0,82.0,20352.0,A,MAHOU FUTBOL,A,29 MAHOU FUTBOL
6,impar,95,101,006-101-00,owner_block,29,MAHOU FUTBOL,MAHOU FUTBOL,188.0,82.0,20352.0,A,MAHOU FUTBOL,A,29 MAHOU FUTBOL
6,impar,97,103,006-103-00,owner_block,29,MAHOU FUTBOL,MAHOU FUTBOL,188.0,82.0,20352.0,A,MAHOU FUTBOL,A,29 MAHOU FUTBOL
6,impar,99,105,006-105-00,owner_block,29,MAHOU FUTBOL,MAHOU FUTBOL,188.0,82.0,20352.0,A,MAHOU FUTBOL,A,29 MAHOU FUTBOL
6,impar,101,107,006-107-00,owner_block,29,MAHOU FUTBOL,MAHOU FUTBOL,188.0,82.0,20352.0,A,MAHOU FUTBOL,A,29 MAHOU FUTBOL
6,impar,103,109,006-109-00,owner_block,82,BRUTUS DESARROLLO COMERCIAL,BRUTUS DESARROLLO COMERCIAL,111.0,36.0,28694.0,B,BRUTUS DESARROLLO COMERCIAL,B,82 BRUTUS DESARROLLO
6,impar,105,111,006-111-00,owner_block,82,BRUTUS DESARROLLO COMERCIAL,BRUTUS DESARROLLO COMERCIAL,111.0,36.0,28694.0,B,BRUTUS DESARROLLO COMERCIAL,B,82 BRUTUS DESARROLLO
6,impar,107,113,006-113-00,owner_block,82,BRUTUS DESARROLLO COMERCIAL,BRUTUS DESARROLLO COMERCIAL,111.0,36.0,28694.0,B,BRUTUS DESARROLLO COMERCIAL,B,82 BRUTUS DESARROLLO
6,par,2,2,006-002-00,owner_block,82,BRUTUS DESARROLLO COMERCIAL,BRUTUS DESARROLLO COMERCIAL,111.0,36.0,28694.0,B,BRUTUS DESARROLLO COMERCIAL,B,82 BRUTUS DESARROLLO
6,par,4,4,006-004-00,owner_block,82,BRUTUS DESARROLLO COMERCIAL,BRUTUS DESARROLLO COMERCIAL,111.0,36.0,28694.0,B,BRUTUS DESARROLLO COMERCIAL,B,82 BRUTUS DESARROLLO
6,par,6,6,006-006-00,owner_block,82,BRUTUS DESARROLLO COMERCIAL,BRUTUS DESARROLLO COMERCIAL,111.0,36.0,28694.0,B,BRUTUS DESARROLLO COMERCIAL,B,82 BRUTUS DESARROLLO
6,par,8,8,006-008-00,owner_block,82,BRUTUS DESARROLLO COMERCIAL,BRUTUS DESARROLLO COMERCIAL,111.0,36.0,28694.0,B,BRUTUS DESARROLLO COMERCIAL,B,82 BRUTUS DESARROLLO
6,par,10,10,006-010-00,owner_block,82,BRUTUS DESARROLLO COMERCIAL,BRUTUS DESARROLLO COMERCIAL,111.0,36.0,28694.0,B,BRUTUS DESARROLLO COMERCIAL,B,82 BRUTUS DESARROLLO
6,par,12,12,006-012-00,owner_block,82,BRUTUS DESARROLLO COMERCIAL,BRUTUS DESARROLLO COMERCIAL,111.0,36.0,28694.0,B,BRUTUS DESARROLLO COMERCIAL,B,82 BRUTUS DESARROLLO
6,par,14,14,006-014-00,owner_block,82,BRUTUS DESARROLLO COMERCIAL,BRUTUS DESARROLLO COMERCIAL,111.0,36.0,28694.0,B,BRUTUS DESARROLLO COMERCIAL,B,82 BRUTUS DESARROLLO
6,par,16,16,006-016-00,owner_block,82,BRUTUS DESARROLLO COMERCIAL,BRUTUS DESARROLLO COMERCIAL,111.0,36.0,28694.0,B,BRUTUS DESARROLLO COMERCIAL,B,82 BRUTUS DESARROLLO
6,par,18,18,006-018-00,owner_block,82,BRUTUS DESARROLLO COMERCIAL,BRUTUS DESARROLLO COMERCIAL,111.0,36.0,28694.0,B,BRUTUS DESARROLLO COMERCIAL,B,82 BRUTUS DESARROLLO
6,par,20,20,006-020-00,owner_block,82,BRUTUS DESARROLLO COMERCIAL,BRUTUS DESARROLLO COMERCIAL,111.0,36.0,28694.0,B,BRUTUS DESARROLLO COMERCIAL,B,82 BRUTUS DESARROLLO
6,par,22,22,006-022-00,owner_block,82,BRUTUS DESARROLLO COMERCIAL,BRUTUS DESARROLLO COMERCIAL,111.0,36.0,28694.0,B,BRUTUS DESARROLLO COMERCIAL,B,82 BRUTUS DESARROLLO
6,par,24,24,006-024-00,owner_block,82,BRUTUS DESARROLLO COMERCIAL,BRUTUS DESARROLLO COMERCIAL,111.0,36.0,28694.0,B,BRUTUS DESARROLLO COMERCIAL,B,82 BRUTUS DESARROLLO
6,par,26,26,006-026-00,owner_block,82,BRUTUS DESARROLLO COMERCIAL,BRUTUS DESARROLLO COMERCIAL,111.0,36.0,28694.0,B,BRUTUS DESARROLLO COMERCIAL,B,82 BRUTUS DESARROLLO
6,par,28,28,006-028-00,owner_block,82,BRUTUS DESARROLLO COMERCIAL,BRUTUS DESARROLLO COMERCIAL,111.0,36.0,28694.0,B,BRUTUS DESARROLLO COMERCIAL,B,82 BRUTUS DESARROLLO
6,par,30,30,006-030-00,owner_block,82,BRUTUS DESARROLLO COMERCIAL,BRUTUS DESARROLLO COMERCIAL,111.0,36.0,28694.0,B,BRUTUS DESARROLLO COMERCIAL,B,82 BRUTUS DESARROLLO
6,par,32,32,006-032-00,owner_block,82,BRUTUS DESARROLLO COMERCIAL,BRUTUS DESARROLLO COMERCIAL,111.0,36.0,28694.0,B,BRUTUS DESARROLLO COMERCIAL,B,82 BRUTUS DESARROLLO
6,par,34,34,006-034-00,owner_block,82,BRUTUS DESARROLLO COMERCIAL,BRUTUS DESARROLLO COMERCIAL,111.0,36.0,28694.0,B,BRUTUS DESARROLLO COMERCIAL,B,82 BRUTUS DESARROLLO
6,par,36,36,006-036-00,owner_block,82,BRUTUS DESARROLLO COMERCIAL,BRUTUS DESARROLLO COMERCIAL,111.0,36.0,28694.0,B,BRUTUS DESARROLLO COMERCIAL,B,82 BRUTUS DESARROLLO
6,par,38,38,006-038-00,owner_block,82,BRUTUS DESARROLLO COMERCIAL,BRUTUS DESARROLLO COMERCIAL,111.0,36.0,28694.0,B,BRUTUS DESARROLLO COMERCIAL,B,82 BRUTUS DESARROLLO
6,par,40,40,006-040-00,owner_block,82,BRUTUS DESARROLLO COMERCIAL,BRUTUS DESARROLLO COMERCIAL,111.0,36.0,28694.0,B,BRUTUS DESARROLLO COMERCIAL,B,82 BRUTUS DESARROLLO
6,par,42,42,006-042-00,owner_block,82,BRUTUS DESARROLLO COMERCIAL,BRUTUS DESARROLLO COMERCIAL,111.0,36.0,28694.0,B,BRUTUS DESARROLLO COMERCIAL,B,82 BRUTUS DESARROLLO
6,par,44,44,006-044-00,owner_block,82,BRUTUS DESARROLLO COMERCIAL,BRUTUS DESARROLLO COMERCIAL,111.0,36.0,28694.0,B,BRUTUS DESARROLLO COMERCIAL,B,82 BRUTUS DESARROLLO
6,par,46,46,006-046-00,owner_block,82,BRUTUS DESARROLLO COMERCIAL,BRUTUS DESARROLLO COMERCIAL,111.0,36.0,28694.0,B,BRUTUS DESARROLLO COMERCIAL,B,82 BRUTUS DESARROLLO
6,par,48,48,006-048-00,owner_block,82,BRUTUS DESARROLLO COMERCIAL,BRUTUS DESARROLLO COMERCIAL,111.0,36.0,28694.0,B,BRUTUS DESARROLLO COMERCIAL,B,82 BRUTUS DESARROLLO
6,par,50,50,006-050-00,owner_block,82,BRUTUS DESARROLLO COMERCIAL,BRUTUS DESARROLLO COMERCIAL,111.0,36.0,28694.0,B,BRUTUS DESARROLLO COMERCIAL,B,82 BRUTUS DESARROLLO
6,par,52,52,006-052-00,owner_block,82,BRUTUS DESARROLLO COMERCIAL,BRUTUS DESARROLLO COMERCIAL,111.0,36.0,28694.0,B,BRUTUS DESARROLLO COMERCIAL,B,82 BRUTUS DESARROLLO
6,par,54,54,006-054-00,owner_block,82,BRUTUS DESARROLLO COMERCIAL,BRUTUS DESARROLLO COMERCIAL,111.0,36.0,28694.0,B,BRUTUS DESARROLLO COMERCIAL,B,82 BRUTUS DESARROLLO
6,par,,56,006-056-00,puente,,PUENTE,,,,,,PUENTE,PUENTE,Puente
6,par,,58,006-058-00,puente,,PUENTE,,,,,,PUENTE,PUENTE,Puente
6,par,,60,006-060-00,puente,,PUENTE,,,,,,PUENTE,PUENTE,Puente
6,par,56,62,006-062-00,owner_block,82,BRUTUS DESARROLLO COMERCIAL,BRUTUS DESARROLLO COMERCIAL,111.0,36.0,28694.0,B,BRUTUS DESARROLLO COMERCIAL,B,82 BRUTUS DESARROLLO
6,par,58,64,006-064-00,owner_block,82,BRUTUS DESARROLLO COMERCIAL,BRUTUS DESARROLLO COMERCIAL,111.0,36.0,28694.0,B,BRUTUS DESARROLLO COMERCIAL,B,82 BRUTUS DESARROLLO
6,par,60,66,006-066-00,owner_block,82,BRUTUS DESARROLLO COMERCIAL,BRUTUS DESARROLLO COMERCIAL,111.0,36.0,28694.0,B,BRUTUS DESARROLLO COMERCIAL,B,82 BRUTUS DESARROLLO
6,par,62,68,006-068-00,owner_block,82,BRUTUS DESARROLLO COMERCIAL,BRUTUS DESARROLLO COMERCIAL,111.0,36.0,28694.0,B,BRUTUS DESARROLLO COMERCIAL,B,82 BRUTUS DESARROLLO
6,par,64,70,006-070-00,owner_block,82,BRUTUS DESARROLLO COMERCIAL,BRUTUS DESARROLLO COMERCIAL,111.0,36.0,28694.0,B,BRUTUS DESARROLLO COMERCIAL,B,82 BRUTUS DESARROLLO
6,par,66,72,006-072-00,owner_block,82,BRUTUS DESARROLLO COMERCIAL,BRUTUS DESARROLLO COMERCIAL,111.0,36.0,28694.0,B,BRUTUS DESARROLLO COMERCIAL,B,82 BRUTUS DESARROLLO
6,par,68,74,006-074-00,owner_block,82,BRUTUS DESARROLLO COMERCIAL,BRUTUS DESARROLLO COMERCIAL,111.0,36.0,28694.0,B,BRUTUS DESARROLLO COMERCIAL,B,82 BRUTUS DESARROLLO
6,par,70,76,006-076-00,owner_block,82,BRUTUS DESARROLLO COMERCIAL,BRUTUS DESARROLLO COMERCIAL,111.0,36.0,28694.0,B,BRUTUS DESARROLLO COMERCIAL,B,82 BRUTUS DESARROLLO
6,par,72,78,006-078-00,owner_block,82,BRUTUS DESARROLLO COMERCIAL,BRUTUS DESARROLLO COMERCIAL,111.0,36.0,28694.0,B,BRUTUS DESARROLLO COMERCIAL,B,82 BRUTUS DESARROLLO
6,par,74,80,006-080-00,owner_block,82,BRUTUS DESARROLLO COMERCIAL,BRUTUS DESARROLLO COMERCIAL,111.0,36.0,28694.0,B,BRUTUS DESARROLLO COMERCIAL,B,82 BRUTUS DESARROLLO
6,par,76,82,006-082-00,owner_block,82,BRUTUS DESARROLLO COMERCIAL,BRUTUS DESARROLLO COMERCIAL,111.0,36.0,28694.0,B,BRUTUS DESARROLLO COMERCIAL,B,82 BRUTUS DESARROLLO
6,par,78,84,006-084-00,owner_block,5,SAN MIGUEL,SAN MIGUEL,110.0,42.0,10706.0,B,SAN MIGUEL,B,5 SAN MIGUEL
6,par,80,86,006-086-00,owner_block,5,SAN MIGUEL,SAN MIGUEL,110.0,42.0,10706.0,B,SAN MIGUEL,B,5 SAN MIGUEL
6,par,82,88,006-088-00,owner_block,5,SAN MIGUEL,SAN MIGUEL,110.0,42.0,10706.0,B,SAN MIGUEL,B,5 SAN MIGUEL
6,par,84,90,006-090-00,owner_block,5,SAN MIGUEL,SAN MIGUEL,110.0,42.0,10706.0,B,SAN MIGUEL,B,5 SAN MIGUEL
6,par,86,92,006-092-00,owner_block,5,SAN MIGUEL,SAN MIGUEL,110.0,42.0,10706.0,B,SAN MIGUEL,B,5 SAN MIGUEL
6,par,88,94,006-094-00,owner_block,5,SAN MIGUEL,SAN MIGUEL,110.0,42.0,10706.0,B,SAN MIGUEL,B,5 SAN MIGUEL
6,par,90,96,006-096-00,owner_block,5,SAN MIGUEL,SAN MIGUEL,110.0,42.0,10706.0,B,SAN MIGUEL,B,5 SAN MIGUEL
6,par,92,98,006-098-00,owner_block,5,SAN MIGUEL,SAN MIGUEL,110.0,42.0,10706.0,B,SAN MIGUEL,B,5 SAN MIGUEL
6,par,94,100,006-100-00,owner_block,5,SAN MIGUEL,SAN MIGUEL,110.0,42.0,10706.0,B,SAN MIGUEL,B,5 SAN MIGUEL
6,par,96,102,006-102-00,owner_block,5,SAN MIGUEL,SAN MIGUEL,110.0,42.0,10706.0,B,SAN MIGUEL,B,5 SAN MIGUEL
6,par,98,104,006-104-00,owner_block,5,SAN MIGUEL,SAN MIGUEL,110.0,42.0,10706.0,B,SAN MIGUEL,B,5 SAN MIGUEL
6,par,100,106,006-106-00,owner_block,5,SAN MIGUEL,SAN MIGUEL,110.0,42.0,10706.0,B,SAN MIGUEL,B,5 SAN MIGUEL
6,par,102,108,006-108-00,owner_block,5,SAN MIGUEL,SAN MIGUEL,110.0,42.0,10706.0,B,SAN MIGUEL,B,5 SAN MIGUEL
6,par,104,110,006-110-00,owner_block,5,SAN MIGUEL,SAN MIGUEL,110.0,42.0,10706.0,B,SAN MIGUEL,B,5 SAN MIGUEL
6,par,106,112,006-112-00,owner_block,5,SAN MIGUEL,SAN MIGUEL,110.0,42.0,10706.0,B,SAN MIGUEL,B,5 SAN MIGUEL
6,par,108,114,006-114-00,owner_block,5,SAN MIGUEL,SAN MIGUEL,110.0,42.0,10706.0,B,SAN MIGUEL,B,5 SAN MIGUEL
7,impar,1,1,007-001-00,owner_block,5,SAN MIGUEL,SAN MIGUEL,110.0,42.0,10706.0,B,SAN MIGUEL,B,5 SAN MIGUEL
7,impar,3,3,007-003-00,owner_block,5,SAN MIGUEL,SAN MIGUEL,110.0,42.0,10706.0,B,SAN MIGUEL,B,5 SAN MIGUEL
7,impar,5,5,007-005-00,owner_block,5,SAN MIGUEL,SAN MIGUEL,110.0,42.0,10706.0,B,SAN MIGUEL,B,5 SAN MIGUEL
7,impar,7,7,007-007-00,owner_block,5,SAN MIGUEL,SAN MIGUEL,110.0,42.0,10706.0,B,SAN MIGUEL,B,5 SAN MIGUEL
7,impar,9,9,007-009-00,owner_block,5,SAN MIGUEL,SAN MIGUEL,110.0,42.0,10706.0,B,SAN MIGUEL,B,5 SAN MIGUEL
7,impar,11,11,007-011-00,owner_block,5,SAN MIGUEL,SAN MIGUEL,110.0,42.0,10706.0,B,SAN MIGUEL,B,5 SAN MIGUEL
7,impar,13,13,007-013-00,owner_block,5,SAN MIGUEL,SAN MIGUEL,110.0,42.0,10706.0,B,SAN MIGUEL,B,5 SAN MIGUEL
7,impar,15,15,007-015-00,owner_block,5,SAN MIGUEL,SAN MIGUEL,110.0,42.0,10706.0,B,SAN MIGUEL,B,5 SAN MIGUEL
7,impar,17,17,007-017-00,owner_block,5,SAN MIGUEL,SAN MIGUEL,110.0,42.0,10706.0,B,SAN MIGUEL,B,5 SAN MIGUEL
7,impar,19,19,007-019-00,owner_block,5,SAN MIGUEL,SAN MIGUEL,110.0,42.0,10706.0,B,SAN MIGUEL,B,5 SAN MIGUEL
7,impar,21,21,007-021-00,owner_block,5,SAN MIGUEL,SAN MIGUEL,110.0,42.0,10706.0,B,SAN MIGUEL,B,5 SAN MIGUEL
7,impar,23,23,007-023-00,owner_block,5,SAN MIGUEL,SAN MIGUEL,110.0,42.0,10706.0,B,SAN MIGUEL,B,5 SAN MIGUEL
7,impar,25,25,007-025-00,owner_block,5,SAN MIGUEL,SAN MIGUEL,110.0,42.0,10706.0,B,SAN MIGUEL,B,5 SAN MIGUEL
7,impar,27,27,007-027-00,owner_block,5,SAN MIGUEL,SAN MIGUEL,110.0,42.0,10706.0,B,SAN MIGUEL,B,5 SAN MIGUEL
7,impar,29,29,007-029-00,owner_block,5,SAN MIGUEL,SAN MIGUEL,110.0,42.0,10706.0,B,SAN MIGUEL,B,5 SAN MIGUEL
7,impar,31,31,007-031-00,owner_block,5,SAN MIGUEL,SAN MIGUEL,110.0,42.0,10706.0,B,SAN MIGUEL,B,5 SAN MIGUEL
7,impar,33,33,007-033-00,owner_block,5,SAN MIGUEL,SAN MIGUEL,110.0,42.0,10706.0,B,SAN MIGUEL,B,5 SAN MIGUEL
7,impar,35,35,007-035-00,owner_block,5,SAN MIGUEL,SAN MIGUEL,110.0,42.0,10706.0,B,SAN MIGUEL,B,5 SAN MIGUEL
7,impar,37,37,007-037-00,owner_block,5,SAN MIGUEL,SAN MIGUEL,110.0,42.0,10706.0,B,SAN MIGUEL,B,5 SAN MIGUEL
7,impar,39,39,007-039-00,owner_block,5,SAN MIGUEL,SAN MIGUEL,110.0,42.0,10706.0,B,SAN MIGUEL,B,5 SAN MIGUEL
7,impar,41,41,007-041-00,owner_block,5,SAN MIGUEL,SAN MIGUEL,110.0,42.0,10706.0,B,SAN MIGUEL,B,5 SAN MIGUEL
7,impar,43,43,007-043-00,owner_block,5,SAN MIGUEL,SAN MIGUEL,110.0,42.0,10706.0,B,SAN MIGUEL,B,5 SAN MIGUEL
7,impar,45,45,007-045-00,owner_block,5,SAN MIGUEL,SAN MIGUEL,110.0,42.0,10706.0,B,SAN MIGUEL,B,5 SAN MIGUEL
7,impar,47,47,007-047-00,owner_block,5,SAN MIGUEL,SAN MIGUEL,110.0,42.0,10706.0,B,SAN MIGUEL,B,5 SAN MIGUEL
7,impar,49,49,007-049-00,owner_block,5,SAN MIGUEL,SAN MIGUEL,110.0,42.0,10706.0,B,SAN MIGUEL,B,5 SAN MIGUEL
7,impar,51,51,007-051-00,owner_block,5,SAN MIGUEL,SAN MIGUEL,110.0,42.0,10706.0,B,SAN MIGUEL,B,5 SAN MIGUEL
7,impar,53,53,007-053-00,owner_block,5,SAN MIGUEL,SAN MIGUEL,110.0,42.0,10706.0,B,SAN MIGUEL,B,5 SAN MIGUEL
7,impar,,55,007-055-00,puente,,PUENTE,,,,,,PUENTE,PUENTE,Puente
7,impar,,57,007-057-00,puente,,PUENTE,,,,,,PUENTE,PUENTE,Puente
7,impar,,59,007-059-00,puente,,PUENTE,,,,,,PUENTE,PUENTE,Puente
7,impar,55,61,007-061-00,owner_block,5,SAN MIGUEL,SAN MIGUEL,110.0,42.0,10706.0,B,SAN MIGUEL,B,5 SAN MIGUEL
7,impar,57,63,007-063-00,owner_block,5,SAN MIGUEL,SAN MIGUEL,110.0,42.0,10706.0,B,SAN MIGUEL,B,5 SAN MIGUEL
7,impar,59,65,007-065-00,owner_block,5,SAN MIGUEL,SAN MIGUEL,110.0,42.0,10706.0,B,SAN MIGUEL,B,5 SAN MIGUEL
7,impar,61,67,007-067-00,owner_block,5,SAN MIGUEL,SAN MIGUEL,110.0,42.0,10706.0,B,SAN MIGUEL,B,5 SAN MIGUEL
7,impar,63,69,007-069-00,owner_block,5,SAN MIGUEL,SAN MIGUEL,110.0,42.0,10706.0,B,SAN MIGUEL,B,5 SAN MIGUEL
7,impar,65,71,007-071-00,owner_block,5,SAN MIGUEL,SAN MIGUEL,110.0,42.0,10706.0,B,SAN MIGUEL,B,5 SAN MIGUEL
7,impar,67,73,007-073-00,owner_block,5,SAN MIGUEL,SAN MIGUEL,110.0,42.0,10706.0,B,SAN MIGUEL,B,5 SAN MIGUEL
7,impar,69,75,007-075-00,owner_block,5,SAN MIGUEL,SAN MIGUEL,110.0,42.0,10706.0,B,SAN MIGUEL,B,5 SAN MIGUEL
7,impar,71,77,007-077-00,owner_block,5,SAN MIGUEL,SAN MIGUEL,110.0,42.0,10706.0,B,SAN MIGUEL,B,5 SAN MIGUEL
7,impar,73,79,007-079-00,owner_block,5,SAN MIGUEL,SAN MIGUEL,110.0,42.0,10706.0,B,SAN MIGUEL,B,5 SAN MIGUEL
7,impar,75,81,007-081-00,owner_block,5,SAN MIGUEL,SAN MIGUEL,110.0,42.0,10706.0,B,SAN MIGUEL,B,5 SAN MIGUEL
7,impar,77,83,007-083-00,owner_block,5,SAN MIGUEL,SAN MIGUEL,110.0,42.0,10706.0,B,SAN MIGUEL,B,5 SAN MIGUEL
7,impar,79,85,007-085-00,owner_block,5,SAN MIGUEL,SAN MIGUEL,110.0,42.0,10706.0,B,SAN MIGUEL,B,5 SAN MIGUEL
7,impar,81,87,007-087-00,owner_block,5,SAN MIGUEL,SAN MIGUEL,110.0,42.0,10706.0,B,SAN MIGUEL,B,5 SAN MIGUEL
7,impar,83,89,007-089-00,owner_block,5,SAN MIGUEL,SAN MIGUEL,110.0,42.0,10706.0,B,SAN MIGUEL,B,5 SAN MIGUEL
7,impar,85,91,007-091-00,owner_block,5,SAN MIGUEL,SAN MIGUEL,110.0,42.0,10706.0,B,SAN MIGUEL,B,5 SAN MIGUEL
7,impar,87,93,007-093-00,owner_block,5,SAN MIGUEL,SAN MIGUEL,110.0,42.0,10706.0,B,SAN MIGUEL,B,5 SAN MIGUEL
7,impar,89,95,007-095-00,owner_block,5,SAN MIGUEL,SAN MIGUEL,110.0,42.0,10706.0,B,SAN MIGUEL,B,5 SAN MIGUEL
7,impar,91,97,007-097-00,owner_block,5,SAN MIGUEL,SAN MIGUEL,110.0,42.0,10706.0,B,SAN MIGUEL,B,5 SAN MIGUEL
7,impar,93,99,007-099-00,owner_block,5,SAN MIGUEL,SAN MIGUEL,110.0,42.0,10706.0,B,SAN MIGUEL,B,5 SAN MIGUEL
7,impar,95,101,007-101-00,owner_block,5,SAN MIGUEL,SAN MIGUEL,110.0,42.0,10706.0,B,SAN MIGUEL,B,5 SAN MIGUEL
7,impar,97,103,007-103-00,owner_block,5,SAN MIGUEL,SAN MIGUEL,110.0,42.0,10706.0,B,SAN MIGUEL,B,5 SAN MIGUEL
7,impar,99,105,007-105-00,owner_block,5,SAN MIGUEL,SAN MIGUEL,110.0,42.0,10706.0,B,SAN MIGUEL,B,5 SAN MIGUEL
7,impar,101,107,007-107-00,owner_block,5,SAN MIGUEL,SAN MIGUEL,110.0,42.0,10706.0,B,SAN MIGUEL,B,5 SAN MIGUEL
7,impar,103,109,007-109-00,owner_block,5,SAN MIGUEL,SAN MIGUEL,110.0,42.0,10706.0,B,SAN MIGUEL,B,5 SAN MIGUEL
7,impar,105,111,007-111-00,owner_block,5,SAN MIGUEL,SAN MIGUEL,110.0,42.0,10706.0,B,SAN MIGUEL,B,5 SAN MIGUEL
7,impar,107,113,007-113-00,owner_block,5,SAN MIGUEL,SAN MIGUEL,110.0,42.0,10706.0,B,SAN MIGUEL,B,5 SAN MIGUEL
7,par,2,2,007-002-00,owner_block,5,SAN MIGUEL,SAN MIGUEL,110.0,42.0,10706.0,B,SAN MIGUEL,B,5 SAN MIGUEL
7,par,4,4,007-004-00,owner_block,5,SAN MIGUEL,SAN MIGUEL,110.0,42.0,10706.0,B,SAN MIGUEL,B,5 SAN MIGUEL
7,par,6,6,007-006-00,owner_block,5,SAN MIGUEL,SAN MIGUEL,110.0,42.0,10706.0,B,SAN MIGUEL,B,5 SAN MIGUEL
7,par,8,8,007-008-00,owner_block,5,SAN MIGUEL,SAN MIGUEL,110.0,42.0,10706.0,B,SAN MIGUEL,B,5 SAN MIGUEL
7,par,10,10,007-010-00,owner_block,5,SAN MIGUEL,SAN MIGUEL,110.0,42.0,10706.0,B,SAN MIGUEL,B,5 SAN MIGUEL
7,par,12,12,007-012-00,owner_block,5,SAN MIGUEL,SAN MIGUEL,110.0,42.0,10706.0,B,SAN MIGUEL,B,5 SAN MIGUEL
7,par,14,14,007-014-00,owner_block,14,FUNDACION MAHOU SAN MIGUEL,FUNDACION MAHOU SAN MIGUEL,5.0,2.0,12.0,C,FUNDACION MAHOU SAN MIGUEL,C,14 FUNDACION MAHOU SA
7,par,16,16,007-016-00,owner_block,14,FUNDACION MAHOU SAN MIGUEL,FUNDACION MAHOU SAN MIGUEL,5.0,2.0,12.0,C,FUNDACION MAHOU SAN MIGUEL,C,14 FUNDACION MAHOU SA
7,par,18,18,007-018-00,owner_block,14,FUNDACION MAHOU SAN MIGUEL,FUNDACION MAHOU SAN MIGUEL,5.0,2.0,12.0,C,FUNDACION MAHOU SAN MIGUEL,C,14 FUNDACION MAHOU SA
7,par,20,20,007-020-00,owner_block,14,FUNDACION MAHOU SAN MIGUEL,FUNDACION MAHOU SAN MIGUEL,5.0,2.0,12.0,C,FUNDACION MAHOU SAN MIGUEL,C,14 FUNDACION MAHOU SA
